Location,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,G12,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,D03,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B08,uncertainty,L13,uncertainty,C05,uncertainty,F14,uncertainty,N13,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,P09,uncertainty,J07,uncertainty,B13,uncertainty
0.0,0.0050293113648263894,0.40651158661756837,0.005555983045700809,0.3512611580012539,0.0053479703695780293,0.40667815988864342,0.0039945505455656928,0.38568113442894075,0.0050631761030647581,0.41075869156727457,0.0038272917830231242,0.45851933003409684,0.0060942885395369514,0.00071000273376239237,0.0045698553852022324,0.45393658745738646,0.0050559769068443967,0.034347307783471816,0.0026884641997719249,0.40518528456613695,0.004561966089611796,0.39571436851840852,0.0042590286038475759,0.36155063227763823,0.0046428160945036099,0.37779294906928518,0.0046624069993244149,0.41056115482052719,0.0021603306739868045,0.42170279327478521,0.0024779977414005035,0.37855859963651634,0.0050999977188796496,0.37501741041211589,0.0044455729851192683,0.31202417596451631,0.0058021885797283805,0.35546289447258328,0.0042286263939467286,0.39633942743606237,0.0048417050322806842,0.30586988782868019,0.0027484527485270656,0.37237579330664367,0.0047877057720747771,0.37079187525416463,0.0040987840836910309,0.32874602203081554,0.0049806452118611585,0.30593373489946479,0.0039715949057184318,0.40060171904058689,0.0026337094357387638,0.35352090616281839,0.0042467549933151369,0.5019483098369516,0.0049340933557478501,0.41173375464609485,0.0058093985833082241,0.25867241893900411,0.0059327839321274235,0.33216287050494397,0.0039840679341412956,0.37800927238796594,0.0041534911407957158,0.3851335440903349,0.0046338011271140882,0.43804302316578447,0.003480333123132064,0.42072620738712735,0.0033762550625881177,0.35630862410623698,0.0055684307671296559,0.34863234130948345,0.0037122747141523403,0.40565079155192196,0.002620288017678116,0.4190367943943421,0.0046755287187750542,0.46699403899858888,0.0062505856623256946,0.34325780128484257,0.0057300907222426409,0.30243973354893799,0.0057212271100424029,0.34663721523370589,0.0044318383976419068,0.013635695746904068,0.0030876908986841312,0.39672865111621158,0.0028138179653627929,0.41660017097064062,0.0036889570305004746,0.40646811706018471,0.0042374469258067799,0.30981920792720291,0.0031668690998278796,0.60718018490201753,0.0045542726733932446,0.39383671355036004,0.0030496084653746781,0.36992094420489213
6.0960000000000001,0.0073487631348380274,0.29917121743335473,0.0077199285183496532,0.27535787781863358,0.0073305484739010114,0.32581551222075911,0.0054854831241465587,0.30301620029001636,0.0072939839323599102,0.30409863420306321,0.0056058135400634318,0.33534800689201111,0.0060844171978889847,0.35837255120889544,0.0068886695178146211,0.3327469362797878,0.0051623919581917921,0.37354390871487897,0.0037406963298048544,0.32768201442010531,0.0065619382654116161,0.30448567392500275,0.0056907457714544555,0.27842464102070347,0.0062561611394260476,0.34185175898690512,0.0065240115105738771,0.30171327534903913,0.003085478262264098,0.31866621676242712,0.003489222539451978,0.30260926386690962,0.0068710227826116049,0.32510913154630933,0.0057268496095843977,0.28674243717563563,0.0077634491167247232,0.27197822365616331,0.0058868531106448484,0.30273330894465011,0.0062104764166246293,0.24751073087219794,0.0037779610738370179,0.29904325627568035,0.0067392645370848211,0.23052399949347868,0.0053117126793653805,0.30549998241717968,0.0064003404616968258,0.2471561644628941,0.0056944971845072929,0.29002184521473973,0.0034998211875472106,0.34089910855800065,0.0066578799629903214,0.3570469151213812,0.0070035252734273129,0.29977860178575766,0.0071725540367911528,0.28231440750749642,0.0081918594097848997,0.25768429025393352,0.0053993369792341992,0.33314319999024811,0.0058705647757181338,0.23262929123459164,0.0067846913749849283,0.31686478430538328,0.0048585901911088062,0.3172549006985611,0.0045110146091190267,0.28145741383786155,0.0076672403236580479,0.26158302833307434,0.0051211132085567631,0.30937716525390946,0.0038467559560100171,0.3288013199457902,0.007059960893900822,0.33792498937992305,0.0083453372570108913,0.26520798111309235,0.0073639951184231237,0.30567536168978182,0.0075935288745008116,0.28304163729304127,0.0044385376308087362,0.3762017992492116,0.004617144765880348,0.30379387004735564,0.0039762847829146507,0.31728341191504711,0.0056146916828003881,0.30838664649749764,0.0054471738751052136,0.2808275081690268,0.0044062018432941535,0.32587201973445146,0.0065305506851024006,0.30196474712214283,0.0041626418076614411,0.29407622882398005
12.192,0.0090003732516363427,0.23179896315139323,0.0094183392299397924,0.20097888682134699,0.0097478494108060049,0.25185644692634246,0.0070130321950137905,0.23277845100249894,0.0091316554950724473,0.22979295619237372,0.0073206964191961828,0.24639142431032507,0.0082337434039952244,0.34954191348948782,0.0087628192600106691,0.23604428094863386,0.0070956027755055048,0.35952936712920885,0.0048939849774237484,0.26858589317564935,0.0081434756714096855,0.22620915517467904,0.0071709260073607433,0.21909085368356487,0.0083688961831767626,0.28102342947679743,0.0083490071469465924,0.24600762706752932,0.0039631530704526581,0.25358303640400454,0.0043421325832110041,0.2382002821076902,0.0090642563809883604,0.2596884420383157,0.0072702106715351609,0.23840931414440827,0.0098076707636655328,0.20994450303356274,0.0075194611606852826,0.2293953094539353,0.0076027410096695522,0.19881893368898071,0.0047720422295143327,0.23644380807620619,0.0076161955070094198,0.29384170998858122,0.0068791994204724155,0.24854813353812241,0.0078200981723186395,0.19932824412893796,0.0069556902046842908,0.24723434492817387,0.0046515235729118511,0.28792098206919803,0.0086234400658431604,0.25028028333475716,0.0088476775966597858,0.23659003794289918,0.0091602092113531892,0.24137629988044956,0.0097168554093945685,0.2015321661792539,0.0071164566197824998,0.26859805167276574,0.0066875882555312675,0.30768744671425297,0.0086223924583437479,0.24152620839126243,0.0063425156777762032,0.25046769157678156,0.0056623897227001691,0.2362721598642939,0.0092561548106836183,0.21536138935910137,0.0066422070097431028,0.2454834325823777,0.0048627866288611836,0.24384153499943442,0.0090828926594021808,0.2422716239036948,0.010394840769264677,0.21098980912052559,0.0095518598011821929,0.2533304074745894,0.0096837648937572185,0.22819452590763201,0.0061202625183887126,0.36894064843285129,0.0054824008205858858,0.24370858470266765,0.0051288812990611292,0.25787397168244663,0.0066334669840016182,0.24775555873268584,0.0068481911499616507,0.23218779541542087,0.0055758208730598089,0.27042059178770667,0.0080941158497865665,0.2276339514467827,0.0052539837719285968,0.24043870341648382
18.288,0.010760084292981097,0.19238730580645982,0.011115461568749558,0.16462615383095733,0.011445364813820445,0.20600558780929887,0.0080830026302680935,0.18255622116685269,0.010996656228359726,0.1898382116193057,0.0086527026547983492,0.20020624678891538,0.010385862595185437,0.21153460304000193,0.010571741109602247,0.18843736093476057,0.0087845894953049418,0.1958188367370754,0.0059508738599286463,0.20430845144538018,0.009751104131133068,0.17514576968488285,0.0082386465466083459,0.18343389610631605,0.010155786043898656,0.18453370461817306,0.010160864292300686,0.19867714966418448,0.0048401799119792855,0.2169320000645622,0.0051843806260497968,0.20387409998972633,0.010972549254750781,0.18314673850932175,0.0087660128533722532,0.19543813603757174,0.011248980507449092,0.17259900568252229,0.008753233297972618,0.19465146370784014,0.0085872513420103287,0.16858292327672814,0.0055246163848743082,0.19809876206929944,0.0096227431953668785,0.29025183807036442,0.0079902365997860745,0.19953913435287685,0.0092370930756710025,0.17082378313709387,0.008483013578481826,0.21978173323992034,0.0056530628402043717,0.21077908740278611,0.0105406937058943,0.19874983084664005,0.010624451319549652,0.18892512460948144,0.010848642467593239,0.16680059586163681,0.011396224037752469,0.17353325650401893,0.0086300369725094729,0.19280869814218213,0.0085700422140336189,0.31124550253690403,0.01035907078452007,0.18918901338776473,0.0074201030565003998,0.1995312197132518,0.0068121644185956849,0.19615342133090213,0.010976595143073793,0.18498966678203091,0.0077318566350941731,0.19886026055495412,0.0058208782440360316,0.19489881872127182,0.011058852597922922,0.19261777415606732,0.012336570051720612,0.16637726107130249,0.011627529790682439,0.18267053749735018,0.011576114076720804,0.170436756636899,0.0075702757269338183,0.19821773167715048,0.0064808246519029418,0.20699387904997202,0.0063178266681482471,0.21738354200042675,0.0078742584080621087,0.20443347766466211,0.0081362983533501687,0.1763683491628594,0.0070121719048625948,0.2447529852198129,0.0096924573649855919,0.18139975166103708,0.0062047528142081783,0.18470534048549395
24.384,0.012583964820543655,0.15555015130933883,0.012611478790423299,0.15893593164783698,0.013374085092725668,0.17865061982665159,0.0091930186919838685,0.16998097128986506,0.012717588292923772,0.14553697831906931,0.010098965420035711,0.16915109416018825,0.012048379377840165,0.14639009956685908,0.012250987652312808,0.14494880783824035,0.0096569621578665079,0.15123428687193419,0.0068184744350417315,0.17192251331146835,0.011169927315544037,0.16587399852320378,0.0093879738911343061,0.16423456210031145,0.011614234062779586,0.14138697469711659,0.011983531327143058,0.16365292884661695,0.0056345642412262316,0.18000140215910299,0.0059544981253770264,0.16460536340043566,0.012444559879917508,0.14445361327106457,0.010326840095848895,0.15985326047928058,0.012732523495022961,0.16117565310582385,0.010143521357590354,0.16707855020929011,0.0096290324881842752,0.15475378028326653,0.0063174371005402302,0.17435115308087473,0.011543764349995735,0.1626369055305614,0.0092443071671964618,0.17862551922318956,0.010353716929784706,0.14119569364489062,0.0099355633658422034,0.15561077494680658,0.0064223446532283446,0.16860694296208989,0.012296827771458574,0.15077382295085701,0.012402178013613561,0.15439593352079581,0.012187399213557156,0.12937191861727326,0.013103088320093534,0.1380885529538208,0.0098304224514111759,0.14668343059432659,0.010327249428510384,0.16559327856690992,0.012138653310111488,0.15700717373056741,0.008512400448905352,0.18912268746310085,0.0077923601376263495,0.1756756371683838,0.012719624361521334,0.14848684857183694,0.0088634421315411643,0.18535961261311432,0.0066967385115061298,0.16103117073147205,0.0128336050262553,0.14585696219198047,0.013955709106206141,0.14150101477545654,0.013196077216694068,0.15299990258923554,0.013085073936307831,0.14865880090694203,0.0083236888218252651,0.15197558399380681,0.0074555716927915214,0.15708467005287924,0.0074032984107103728,0.17271677084112941,0.0091788936045004606,0.16075701233878806,0.0094181859220787995,0.15111440362597781,0.0082785773703502648,0.16813785779892851,0.011251105207995852,0.1498849906368937,0.0069996167180860335,0.15824799947883725
30.48,0.014175831816878891,0.12322918170523131,0.014381239335321198,0.14652091064507869,0.015342691771142317,0.13145808744474333,0.010676984763138834,0.15691105015323045,0.014104382246154287,0.12628991659076833,0.011495578931603157,0.13163471707710531,0.013159447625936953,0.14069874085268913,0.01343502237097814,0.13285662831586906,0.011065869653263184,0.15758739766417459,0.0077586122447975813,0.15698397671074252,0.012802707447615599,0.15499490908296479,0.010932421839154294,0.1535579806937076,0.013146228468724029,0.13081908056248606,0.013594366460162549,0.13424940519234915,0.0062079981735109618,0.16537343615480912,0.0065635836198262966,0.1477643980560015,0.014044140811885424,0.13019144806556071,0.011398154433527321,0.14484987334047131,0.014778459377516503,0.14740798223425439,0.011588488606643028,0.13362363360972485,0.011107854125054913,0.14733595377084596,0.0071084654375133411,0.14029570217635379,0.012538961301744235,0.1302940169525037,0.010535546362279677,0.14067278135147787,0.011554878453086517,0.12701699074571657,0.01112959058627665,0.12532731444453954,0.0072559393931314088,0.15115713082709276,0.013544183412442944,0.13287462931050048,0.014006490901386833,0.127566661299547,0.013614079234879221,0.1186013551506991,0.01442921939547789,0.11246464682630483,0.011129150012615613,0.13775893046630835,0.011245278755181084,0.13152459408476935,0.013753883030607501,0.13247950680193388,0.01007545108588467,0.16919321717276256,0.0089483896089828947,0.1661323841693304,0.014247032401400923,0.11854327638462012,0.010455793581870919,0.17037130597804562,0.0073293078408156369,0.14944145255737884,0.014118621234030114,0.1313927809787957,0.01570783577049412,0.12539074331944144,0.015045582247860571,0.13921108080694408,0.014873633146794638,0.13857050075086011,0.0094792606759321486,0.14822310666748878,0.0082432436667066143,0.12272777541300625,0.0083507771923041121,0.13671429403058538,0.010262256255731723,0.12317470987417362,0.01020057557867649,0.14280256765669216,0.0092757567565704899,0.13764570981953078,0.012742433169851042,0.13136363902720341,0.0078423362510983245,0.14489669626877341
36.576000000000001,0.015712403635317472,0.1054566320907034,0.016060880024891009,0.10861233573901379,0.016917250886750421,0.10054096951806724,0.01175107619821753,0.12865001221884631,0.015748832122449642,0.12049420807403778,0.012594039014100741,0.11529517546692866,0.014741869188775661,0.13349960893841392,0.01499096590075868,0.12899348245681633,0.012033589536654945,0.13073825239283454,0.0086239447181582878,0.12930266008236291,0.014362128414483992,0.11761867215787714,0.012034464333409923,0.13208089280320792,0.014641835214088159,0.11237330591051098,0.015163641233697735,0.11302012711063027,0.0069659538982893088,0.16149716177479698,0.0072713123370881953,0.13928506758379752,0.01561185769428511,0.10720021455518848,0.012753947452406315,0.13593437926744686,0.016199053895853723,0.11675372046916506,0.01266255969619004,0.11395413460845688,0.01209025488177666,0.1271685133468278,0.0076986828426901322,0.12192414414061105,0.014080912632779269,0.13287029955555305,0.011584136069738318,0.11123856147214643,0.012708341856745605,0.10778610454131417,0.012347847571525388,0.11718461242878317,0.0080761762508973836,0.12684467339773087,0.015129952792287186,0.12794238532126234,0.015585574947097058,0.11001918180944517,0.014946817323303956,0.10139481328528131,0.015868288115984421,0.10118736384843986,0.012361644738045715,0.11709984304166206,0.012644764392636275,0.13817254043863028,0.015360547358889488,0.11426037910925449,0.011143323001348735,0.142219734087765,0.010000581336148522,0.1201164794847886,0.015720321838540652,0.10168240989584812,0.011545695222505344,0.13616318267699848,0.0081557275579143464,0.14066853838673293,0.015777283942407232,0.12642796210894588,0.017396594336357814,0.099127017384247756,0.01660795693739861,0.10967424699449982,0.016573113428183833,0.10607154669743883,0.010284258231856332,0.12135921940373962,0.0090379260107118931,0.11921268991714279,0.0092238856663826568,0.12517453329553035,0.011350646002882029,0.1136540849213467,0.01128285766276612,0.13562470828326631,0.010311521186628543,0.11984844205618674,0.014106037161710088,0.10898150000545587,0.0086871192375866206,0.12682705129416494
42.671999999999997,0.017046483389023537,0.086617438366287589,0.017314800011237093,0.077087617304553047,0.018495642827768378,0.088417598695676475,0.012877375832843136,0.11440344866203127,0.017232081092748167,0.092781148745815667,0.013871597784970378,0.11069787875914515,0.015826512711036946,0.10821335875604882,0.016551230614807889,0.097551175683308594,0.013081995633177364,0.11618953022329447,0.0093985424041319703,0.11557011259782322,0.015550425213097744,0.086782122279967441,0.013216035312481677,0.11473295418334402,0.015933338120693592,0.090534673541171104,0.016659787188917259,0.096606715923438821,0.0077163914192746614,0.13209163264430449,0.0079096357200725467,0.11767884804216425,0.016929566117534309,0.086256129807997767,0.01375771461849868,0.10967832435660604,0.017716680674636633,0.10127950162690903,0.013864011749149616,0.10618603183624983,0.013175020612918484,0.1114950131559186,0.0083471716634057613,0.11336557634387985,0.015172822123280656,0.10524118470852643,0.012540419340851866,0.095614220128128619,0.013679581562044409,0.087554210642770636,0.013508850694614634,0.10023477118830527,0.0087635010707318266,0.11075064681630918,0.016621531251677438,0.093460769952232042,0.017082657036902624,0.094776866646864147,0.016070483498808158,0.078928175713017593,0.017064474009655165,0.080696565148858479,0.013437002427101576,0.095334906639793174,0.013624586556502106,0.11048044377927559,0.01683318294179088,0.094520115355192461,0.012327239850763862,0.12924478055567415,0.010862116593346814,0.10124918371408992,0.016986108756316114,0.083512782365331981,0.012694963634319354,0.11954623428664883,0.0089619517502997747,0.11795302740300526,0.017376295979494919,0.093194371920820973,0.0189024835885068,0.081226569120192493,0.018133552908075043,0.094089658831271905,0.017929005088997273,0.079874758499357407,0.011199632711264569,0.12010122619112409,0.0096759419397999258,0.09592458119716521,0.010024229163764647,0.10138026274934181,0.012206434373987052,0.099516755194629367,0.012509753359948261,0.11121719314024583,0.011306657441421475,0.1076325698190672,0.015320602029833465,0.089242601762786214,0.0095535599836204729,0.12188060979844179
48.768000000000001,0.018246593031087447,0.071250489927679461,0.018471149983636227,0.063422394031785595,0.019693252928626302,0.067300157388339277,0.013927422896389896,0.09059483816595959,0.018442878354708755,0.069762103127912603,0.01484924409613486,0.082271185156152699,0.017037643463003536,0.096858951415533343,0.017756250135126113,0.071034899667811152,0.01413083160283945,0.086509568526248512,0.0099024226337138151,0.094777683350332986,0.01670003499437147,0.076300563389587572,0.014286026112080002,0.088775863018297776,0.017086273099462833,0.077482312428382646,0.017934875760663313,0.077240810912815636,0.0083187503552547021,0.10607308763325225,0.008390782873645827,0.09626789449829766,0.018116770452700257,0.070810547863082204,0.014791284753140016,0.098178717893845316,0.019074389646401936,0.074135510453146022,0.014787039776630109,0.079422479477291946,0.014156370661518047,0.081095161116543302,0.0088525968043329795,0.096571480315333719,0.01630434209272565,0.088305474852213892,0.013319651086623531,0.082369920088843029,0.014330174011975427,0.06935060566789715,0.014420988036162118,0.079386173024761877,0.0093849492717644686,0.1083905429878427,0.017805846975559928,0.070959421602545703,0.018334202451456196,0.07442179837710737,0.017050248951920782,0.062330547344536677,0.018181521313406789,0.064153354265501075,0.014403526055766801,0.082697568608331787,0.014700253800385631,0.099828049524286033,0.018057140540049949,0.073988370507598183,0.013414328696003206,0.09485261189977956,0.011626922259298948,0.091755975493764616,0.018084643067108424,0.064978287379213712,0.01373851636476534,0.091812968376336415,0.0095906136802471516,0.10601056559816492,0.018622225522087595,0.06865838080407452,0.019789435212697246,0.069802846635461463,0.019501984829470298,0.074444422894833259,0.019098194334776074,0.066373328647249236,0.012095224435538383,0.094815885929791538,0.01034231938578475,0.078685292641169233,0.010755458062617762,0.091662066919085933,0.013061850693923944,0.084344678795546163,0.0133380574243486,0.083046134639524677,0.01214408318434182,0.096248022553880958,0.016463082361960764,0.075299197114187255,0.010124086361701793,0.096083548327438234
54.864000000000004,0.019208432163166738,0.055955642120932472,0.01935602304992242,0.063437479344706629,0.020798446766610083,0.048914333840883339,0.014582691683241288,0.066413819541051744,0.019353937936049687,0.055931725036555149,0.015629956173693227,0.059139876291240442,0.018114017553226485,0.068916673802665834,0.018595663400723494,0.059117867261569736,0.014656695025495143,0.073069287819837653,0.010501876520187182,0.078742488374077171,0.017624629087046945,0.057604819284672766,0.014944793309266936,0.066559145218696367,0.018030199853232988,0.054589700798439465,0.019081010510636338,0.059536871161776167,0.0087911934504623663,0.093068541329169516,0.0087104804381479481,0.088278645050956853,0.018993485249356915,0.053724995616220558,0.015746405051238765,0.066169844482216633,0.019958244618175917,0.057562671683214418,0.015492958007975779,0.056556227511944557,0.01466352577304913,0.078048246973847352,0.0091842713229868689,0.095309996098058111,0.017210289104822571,0.07234425451141574,0.013907226728348092,0.063067267006123182,0.014847625858924721,0.080915751874943972,0.015161565412337983,0.065053878779276333,0.0098664711207814438,0.075321395445670097,0.018677799062135722,0.052687709647888541,0.019367319136059217,0.054148851090648778,0.017602891604719503,0.06826713403987017,0.018892773363086583,0.073299266425718781,0.015146671845184919,0.062877615729609856,0.015595525833320543,0.074315089584660446,0.019065744650334747,0.053656252322821861,0.014237895487588404,0.073516757174894184,0.012142073948343504,0.080701470813693943,0.018887211997969142,0.059221419625626041,0.014497487066321297,0.066432273874100875,0.010005472076125134,0.083532726040296226,0.019517433802913965,0.058824833793466869,0.020767937980910506,0.062751512567440743,0.020559678694671277,0.053741643805216226,0.020012055404215762,0.057848873141020545,0.012503671944769435,0.080224698308242665,0.010701157369525862,0.089905438888210634,0.011275229254932949,0.083552491501946255,0.013535400834881054,0.088681629429978689,0.013840937983543118,0.07334462241907129,0.012836195944483883,0.074799069475953495,0.017326208378546273,0.0650336580926269,0.010721528932831799,0.087255370653119474
