Detector Measurements,,,,Tilt Corrected,,,,,
Detector Location,Detector Data,Simulate Data,Difference,Detector Location,Detector Data,Simulate Data,Difference,MPACT Data,Difference
J1,0.676113123740722,0.686447305675,0.0103341819339,L1,0.508345748571,0.499592306585,-0.00875344198554,,
F1,0.620309524937945,0.621745350501,0.0014358255628,K1,0.617456252687,0.619454170464,0.00199791777683,,
N2,0.5267693497802292,0.521659513591,-0.00510983618909,J1,0.678134029694,0.683917693894,0.00578366420021,,
K2,1.13587329095875,1.12824034335,-0.00763294761221,H1,0.666040400787,0.66880905559,0.00276865480321,,
H2,1.183924249116896,1.17070100143,-0.0132232476892,G1,0.678134029694,0.683917693894,0.00578366420021,,
H3,1.043352499681868,1.04129709108,-0.00205540859736,F1,0.617456252687,0.619454170464,0.00199791777683,,
F3,1.026520682013126,1.02613257034,-0.000388111671286,E1,0.508345748571,0.499592306585,-0.00875344198554,,
B3,0.5349894035439902,0.521659513591,-0.0133298899531,N2,0.532796706714,0.519737157657,-0.0130595490565,,
P4,0.7210424251592898,0.730929899857,0.00988747469803,M2,0.729858068248,0.728236366253,-0.0016217019954,,
N4,1.003113342561158,1.01400095374,0.0108876111836,K2,1.1386376631,1.12408268982,-0.0145549732827,,
H4,1.31285160043257,1.29505007153,-0.0178015288991,J2,0.843956903187,0.853134442899,0.00917753971196,,
G5,1.331871913503956,1.32639008107,-0.00548183243163,H2,1.17960204816,1.16638687707,-0.0132151710915,,
E5,1.321091093948934,1.31526943252,-0.00582166142718,G2,0.843956903187,0.853134442899,0.00917753971196,,
R6,0.6104273847468442,0.621745350501,0.0113179657538,F2,1.1386376631,1.12408268982,-0.0145549732827,,
N6,1.014704081181309,1.02613257034,0.0114284891587,D2,0.729858068248,0.728236366253,-0.0016217019954,,
K6,1.341782600706081,1.33447782547,-0.00730477524487,C2,0.532796706714,0.519737157657,-0.0130595490565,,
H6,1.330049349449521,1.32639008107,-0.00365926838163,P3,0.532796706714,0.519737157657,-0.0130595490565,,
M7,1.103472606763676,1.10903195041,0.00555934364549,N3,0.709555242512,0.692982876877,-0.0165723656354,,
J7,1.318090705745159,1.31628040057,-0.00181030517758,M3,1.00985388425,1.01026428126,0.000410397010516,,
F7,1.125643367893368,1.14239389604,0.0167505281521,L3,1.2253564473,1.21977073241,-0.00558571489074,,
R8,0.6583749241068889,0.671282784931,0.0129078608239,K3,1.02202689948,1.0223511919,0.000324292423713,,
N8,1.037529931713523,1.04129709108,0.00376715937264,H3,1.03703899771,1.03745983021,0.000420832497709,,
L8,1.121949755689327,1.13733905579,0.0153893001041,F3,1.02202689948,1.0223511919,0.000324292423713,,
J8,1.072902647550694,1.09588936576,0.0229867182108,E3,1.2253564473,1.21977073241,-0.00558571489074,,
F8,1.32183588121853,1.32639008107,0.00455419984837,D3,1.00985388425,1.01026428126,0.000410397010516,,
D8,1.293798003157193,1.29505007153,0.00125206837093,C3,0.709555242512,0.692982876877,-0.0165723656354,,
C8,1.038524611262559,1.04129709108,0.00277247982264,B3,0.532796706714,0.519737157657,-0.0130595490565,,
B8,1.187821138545076,1.17070100143,-0.0171201371192,P4,0.729858068248,0.728236366253,-0.0016217019954,,
P9,0.845136084243724,0.856289938007,0.0111538537628,N4,1.00985388425,1.01026428126,0.000410397010516,,
G9,1.31294914476554,1.31628040057,0.00333125580242,M4,1.10473051475,1.13717684301,0.0324463282641,,
E9,1.325180372665923,1.32639008107,0.00120970839837,K4,1.27743517452,1.28020528563,0.00277011110524,,
A9,0.6874112549166432,0.686447305675,-0.000963949242136,J4,1.10253862838,1.1049450813,0.00240645291889,,
L10,1.123413985016083,1.1332951836,0.00988119857576,H4,1.29756726919,1.29027771116,-0.00728955802876,,
J10,1.13507359042635,1.14239389604,0.00732030561212,G4,1.10253862838,1.1049450813,0.00240645291889,,
D10,1.287005974407897,1.28494039103,-0.00206558337502,F4,1.27743517452,1.28020528563,0.00277011110524,,
R11,0.5028566022004055,0.501440152599,-0.00141644960098,D4,1.10473051475,1.13717684301,0.0324463282641,,
L11,1.322101475074601,1.31526943252,-0.00683204254718,C4,1.00985388425,1.01026428126,0.000410397010516,,
H11,1.132629845540037,1.13733905579,0.00470921025414,B4,0.729858068248,0.728236366253,-0.0016217019954,,
E11,1.321636729975092,1.31526943252,-0.00636729745718,R5,0.508345748571,0.499592306585,-0.00875344198554,,
A11,0.5235298006510373,0.501440152599,-0.022089648052,N5,1.2253564473,1.21977073241,-0.00558571489074,,
K12,1.282956169758636,1.28494039103,0.00198422127498,L5,1.31535725334,1.31042256223,-0.00493469110677,,
G12,1.104814002021262,1.10903195041,0.00421794838549,K5,1.12385562393,1.12911890259,0.00526327865528,,
D12,1.116660158703842,1.14138292799,0.0247227692925,J5,1.3218608065,1.32150223032,-0.000358576177171,,
N13,0.7084522132492568,0.695546018121,-0.0129061951278,H5,1.12562451463,1.1331478728,0.00752335816968,,
L13,1.226972310423851,1.22428230806,-0.00269000236071,G5,1.3218608065,1.32150223032,-0.000358576177171,,
H13,1.04008716136606,1.04129709108,0.00120992971264,F5,1.12385562393,1.12911890259,0.00526327865528,,
B13,0.5426705167101201,0.521659513591,-0.0210110031191,E5,1.31535725334,1.31042256223,-0.00493469110677,,
N14,0.5341989118181306,0.521659513591,-0.0125393982271,C5,1.2253564473,1.21977073241,-0.00558571489074,,
J14,0.8422995561257903,0.856289938007,0.0139903818808,A5,0.508345748571,0.499592306585,-0.00875344198554,,
F14,1.147701750094429,1.12824034335,-0.0194614067422,R6,0.617456252687,0.619454170464,0.00199791777683,,
D14,0.7415403043436872,0.730929899857,-0.010610404487,P6,1.1386376631,1.12408268982,-0.0145549732827,,
L15,0.5045728364872554,0.501440152599,-0.00313268388798,N6,1.02202689948,1.0223511919,0.000324292423713,,
H15,0.6734197599051559,0.671282784931,-0.00213697497406,M6,1.27743517452,1.28020528563,0.00277011110524,,
,,,,L6,1.12385562393,1.12911890259,0.00526327865528,,
,,,,K6,1.34345425196,1.32956017075,-0.0138940812084,,
,,,,J6,1.12612696852,1.13818408557,0.0120571170477,,
,,,,H6,1.32116952226,1.32150223032,0.000332708062829,,
,,,,G6,1.12612696852,1.13818408557,0.0120571170477,,
,,,,F6,1.34345425196,1.32956017075,-0.0138940812084,,
,,,,E6,1.12385562393,1.12911890259,0.00526327865528,,
,,,,D6,1.27743517452,1.28020528563,0.00277011110524,,
,,,,C6,1.02202689948,1.0223511919,0.000324292423713,,
,,,,B6,1.1386376631,1.12408268982,-0.0145549732827,,
,,,,A6,0.617456252687,0.619454170464,0.00199791777683,,
,,,,R7,0.678134029694,0.683917693894,0.00578366420021,,
,,,,P7,0.843956903187,0.853134442899,0.00917753971196,,
,,,,M7,1.10253862838,1.1049450813,0.00240645291889,,
,,,,L7,1.3218608065,1.32150223032,-0.000358576177171,,
,,,,K7,1.12612696852,1.13818408557,0.0120571170477,,
,,,,J7,1.31190382687,1.31142980479,-0.000474022083168,,
,,,,H7,1.07147654767,1.0918509281,0.0203743804321,,
,,,,G7,1.31190382687,1.31142980479,-0.000474022083168,,
,,,,F7,1.12612696852,1.13818408557,0.0120571170477,,
,,,,E7,1.3218608065,1.32150223032,-0.000358576177171,,
,,,,D7,1.10253862838,1.1049450813,0.00240645291889,,
,,,,B7,0.843956903187,0.853134442899,0.00917753971196,,
,,,,A7,0.678134029694,0.683917693894,0.00578366420021,,
,,,,R8,0.666040400787,0.66880905559,0.00276865480321,,
,,,,P8,1.17960204816,1.16638687707,-0.0132151710915,,
,,,,N8,1.03703899771,1.03745983021,0.000420832497709,,
,,,,M8,1.29756726919,1.29027771116,-0.00728955802876,,
,,,,L8,1.12562451463,1.1331478728,0.00752335816968,,
,,,,K8,1.32116952226,1.32150223032,0.000332708062829,,
,,,,J8,1.07147654767,1.0918509281,0.0203743804321,,
,,,,G8,1.07147654767,1.0918509281,0.0203743804321,,
,,,,F8,1.32116952226,1.32150223032,0.000332708062829,,
,,,,E8,1.12562451463,1.1331478728,0.00752335816968,,
,,,,D8,1.29756726919,1.29027771116,-0.00728955802876,,
,,,,C8,1.03703899771,1.03745983021,0.000420832497709,,
,,,,B8,1.17960204816,1.16638687707,-0.0132151710915,,
,,,,A8,0.666040400787,0.66880905559,0.00276865480321,,
,,,,R9,0.678134029694,0.683917693894,0.00578366420021,,
,,,,P9,0.843956903187,0.853134442899,0.00917753971196,,
,,,,M9,1.10253862838,1.1049450813,0.00240645291889,,
,,,,L9,1.3218608065,1.32150223032,-0.000358576177171,,
,,,,K9,1.12612696852,1.13818408557,0.0120571170477,,
,,,,J9,1.31190382687,1.31142980479,-0.000474022083168,,
,,,,H9,1.07147654767,1.0918509281,0.0203743804321,,
,,,,G9,1.31190382687,1.31142980479,-0.000474022083168,,
,,,,F9,1.12612696852,1.13818408557,0.0120571170477,,
,,,,E9,1.3218608065,1.32150223032,-0.000358576177171,,
,,,,D9,1.10253862838,1.1049450813,0.00240645291889,,
,,,,B9,0.843956903187,0.853134442899,0.00917753971196,,
,,,,A9,0.678134029694,0.683917693894,0.00578366420021,,
,,,,R10,0.617456252687,0.619454170464,0.00199791777683,,
,,,,P10,1.1386376631,1.12408268982,-0.0145549732827,,
,,,,N10,1.02202689948,1.0223511919,0.000324292423713,,
,,,,M10,1.27743517452,1.28020528563,0.00277011110524,,
,,,,L10,1.12385562393,1.12911890259,0.00526327865528,,
,,,,K10,1.34345425196,1.32956017075,-0.0138940812084,,
,,,,J10,1.12612696852,1.13818408557,0.0120571170477,,
,,,,H10,1.32116952226,1.32150223032,0.000332708062829,,
,,,,G10,1.12612696852,1.13818408557,0.0120571170477,,
,,,,F10,1.34345425196,1.32956017075,-0.0138940812084,,
,,,,E10,1.12385562393,1.12911890259,0.00526327865528,,
,,,,D10,1.27743517452,1.28020528563,0.00277011110524,,
,,,,C10,1.02202689948,1.0223511919,0.000324292423713,,
,,,,B10,1.1386376631,1.12408268982,-0.0145549732827,,
,,,,A10,0.617456252687,0.619454170464,0.00199791777683,,
,,,,R11,0.508345748571,0.499592306585,-0.00875344198554,,
,,,,N11,1.2253564473,1.21977073241,-0.00558571489074,,
,,,,L11,1.31535725334,1.31042256223,-0.00493469110677,,
,,,,K11,1.12385562393,1.12911890259,0.00526327865528,,
,,,,J11,1.3218608065,1.32150223032,-0.000358576177171,,
,,,,H11,1.12562451463,1.1331478728,0.00752335816968,,
,,,,G11,1.3218608065,1.32150223032,-0.000358576177171,,
,,,,F11,1.12385562393,1.12911890259,0.00526327865528,,
,,,,E11,1.31535725334,1.31042256223,-0.00493469110677,,
,,,,C11,1.2253564473,1.21977073241,-0.00558571489074,,
,,,,A11,0.508345748571,0.499592306585,-0.00875344198554,,
,,,,P12,0.729858068248,0.728236366253,-0.0016217019954,,
,,,,N12,1.00985388425,1.01026428126,0.000410397010516,,
,,,,M12,1.10473051475,1.13717684301,0.0324463282641,,
,,,,K12,1.27743517452,1.28020528563,0.00277011110524,,
,,,,J12,1.10253862838,1.1049450813,0.00240645291889,,
,,,,H12,1.29756726919,1.29027771116,-0.00728955802876,,
,,,,G12,1.10253862838,1.1049450813,0.00240645291889,,
,,,,F12,1.27743517452,1.28020528563,0.00277011110524,,
,,,,D12,1.10473051475,1.13717684301,0.0324463282641,,
,,,,C12,1.00985388425,1.01026428126,0.000410397010516,,
,,,,B12,0.729858068248,0.728236366253,-0.0016217019954,,
,,,,P13,0.532796706714,0.519737157657,-0.0130595490565,,
,,,,N13,0.709555242512,0.692982876877,-0.0165723656354,,
,,,,M13,1.00985388425,1.01026428126,0.000410397010516,,
,,,,L13,1.2253564473,1.21977073241,-0.00558571489074,,
,,,,K13,1.02202689948,1.0223511919,0.000324292423713,,
,,,,H13,1.03703899771,1.03745983021,0.000420832497709,,
,,,,F13,1.02202689948,1.0223511919,0.000324292423713,,
,,,,E13,1.2253564473,1.21977073241,-0.00558571489074,,
,,,,D13,1.00985388425,1.01026428126,0.000410397010516,,
,,,,C13,0.709555242512,0.692982876877,-0.0165723656354,,
,,,,B13,0.532796706714,0.519737157657,-0.0130595490565,,
,,,,N14,0.532796706714,0.519737157657,-0.0130595490565,,
,,,,M14,0.729858068248,0.728236366253,-0.0016217019954,,
,,,,K14,1.1386376631,1.12408268982,-0.0145549732827,,
,,,,J14,0.843956903187,0.853134442899,0.00917753971196,,
,,,,H14,1.17960204816,1.16638687707,-0.0132151710915,,
,,,,G14,0.843956903187,0.853134442899,0.00917753971196,,
,,,,F14,1.1386376631,1.12408268982,-0.0145549732827,,
,,,,D14,0.729858068248,0.728236366253,-0.0016217019954,,
,,,,C14,0.532796706714,0.519737157657,-0.0130595490565,,
,,,,L15,0.508345748571,0.499592306585,-0.00875344198554,,
,,,,K15,0.617456252687,0.619454170464,0.00199791777683,,
,,,,J15,0.678134029694,0.683917693894,0.00578366420021,,
,,,,H15,0.666040400787,0.66880905559,0.00276865480321,,
,,,,G15,0.678134029694,0.683917693894,0.00578366420021,,
,,,,F15,0.617456252687,0.619454170464,0.00199791777683,,
