Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B08,uncertainty,L13,uncertainty,G12,uncertainty,F14,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty,J07,uncertainty,B13,uncertainty
0.0,0.0046538304628474256,0.34922124184538034,0.0058346524958853398,0.47677925717246183,0.0080010114072596016,0.26970450179763383,0.0065182597317961308,0.37572004277405735,0.0060464467365638833,0.14284002415632843,0.0069641231504295057,0.32708636223286602,0.0062201050945234508,0.17418611321174424,0.0069642842022197863,0.25464831246205949,0.0068568832224271533,0.38748970633834118,0.0061819389901200932,0.4068798529722279,0.0037033321461615865,0.34832870673877397,0.0074577162524386946,0.30780593265337036,0.0069236345448836943,0.20834235874545912,0.0070941634075864764,0.39969248654174239,0.0065531505070881473,0.3386558035305598,0.0096445378517428428,0.20168010313440998,0.0033547460570255145,0.29549502936433958,0.0026450102608331443,0.53801647329512448,0.006714620770955808,0.35631307333301654,0.0081457651583948017,0.24801825507699052,0.005807028146489643,0.38037432637082585,0.0062140843551894255,0.23277002876082417,0.0028534521654891643,0.30438609774246245,0.0055769136555926099,0.3824606584963417,0.0046740221424655479,0.56292040680561051,0.0053786414779098506,0.36841992715961636,0.0062581163854591075,0.30842692517063797,0.0037184806875671097,0.11480628748110042,0.0057826450160996948,0.41716836758439352,0.0025721630894095853,1.4337995444964782,0.0079757687804513696,0.37765695991553977,0.0059809716626189995,0.37440843600422075,0.0037854877832741995,0.82604133903795929,0.0052247956719399125,0.45424176054559601,0.0040225518193114616,0.22772500660371547,0.0061480939732854881,0.44190686011687769,0.0055565666135427797,0.43275778976451212,0.0037616630538114542,0.28240621466863614,0.0064756126753888156,0.37202603343911161,0.0082211669677756827,0.53323622836788609,0.0055993575232178147,0.31435356743981768,0.0068226261649808736,0.26316874503222282,0.0043497866833992213,0.30667529508471741,0.0037526557188088234,0.36052177355326653,0.0034207000988720647,0.24755946016526986,0.0037735534619319703,0.36113945585623347,0.0042604456413296967,0.32468185214338696,0.0064598692081276297,0.34840022444392982,0.0040473745174664051,0.39151649715642145,0.0044853655257778933,0.24415052673010265,0.0046062599857497897,0.3332047084503304,0.0063785931029708351,0.44438091903871857,0.0033551521984980124,0.33256052989055546
6.0960000000000001,0.0062049251952466904,0.27842634045675879,0.0091838456757981982,0.34691257736464282,0.010008007527086993,0.27711494240829609,0.0088198397556226351,0.29205631021343592,0.0067608916475348007,0.33816777728459202,0.0091072102359569633,0.28427377236349699,0.0071744936374771974,0.3218705082538767,0.0085607938368247993,0.34405891107540137,0.0097981733118986652,0.29928235176858731,0.0087541306955794661,0.30362123564832272,0.0049445327614166517,0.28078372598786955,0.0095822259604750413,0.29441312141915821,0.0081018651428686542,0.26879292287956175,0.010458462634720707,0.29787993057487688,0.0089576886781278925,0.23462442598330954,0.011364651446857301,0.22928114460507143,0.0042628629764656385,0.26034766240462293,0.0034257237049643043,0.3204135330551568,0.0094579733586176787,0.24782822651021541,0.0099275185540433127,0.30449978858453203,0.0079041173516990956,0.29708228509582679,0.007442390410849673,0.30450724481939162,0.0036537762370416654,0.29903340056959937,0.0076024475896560185,0.30328008605468398,0.0062176808947959064,0.30950523976210792,0.0073057351490529764,0.28531678460847881,0.0080327558237212396,0.28303880406155502,0.0040508274190290102,0.27033663675624442,0.0082911772080377349,0.30585646417974194,0.0065995534269840924,0.68804700301986299,0.011239476101104829,0.28524969069721073,0.008887495084971395,0.2774115390111469,0.0064983915525358106,0.46117280099588409,0.0082314712558820991,0.33882738020472619,0.0048370573550521817,0.31070672192551879,0.0093893378305822082,0.32903767885197588,0.008572710012367462,0.32643198387870587,0.004732697576315145,0.24769885797238406,0.0088596356602914424,0.27786226652739948,0.010496442599835348,0.27120870861121044,0.0072131708856751579,0.34080769862540605,0.0084212260441617736,0.30199041190855541,0.0055422908642194868,0.27948984001871874,0.0051363719026406799,0.2748826823361728,0.0041590747177244975,0.30978370548397405,0.0052047808510713323,0.29316580685847127,0.0056018034980236404,0.2633314607039664,0.0088861037313639687,0.27635424997708075,0.0056171246590387362,0.30275859207339478,0.0054244226976268529,0.29667049258692363,0.0064598217351609583,0.25819929671061065,0.0098897973588318866,0.33500099320967869,0.004579407564809625,0.28218745299888631
12.192,0.0077510680900143769,0.22566607922820775,0.011585013386156039,0.23089887850930399,0.012663468068961244,0.23763994568013871,0.011284645157782127,0.22874319241435345,0.0090391520049991347,0.30838737017628448,0.011620787912333366,0.23136074508519822,0.0093907706972625841,0.28976221543395358,0.011451224940522999,0.29279517899353191,0.012220954126273388,0.21550156385905631,0.011103756326251359,0.22604574163315094,0.0061934942199054054,0.23500609262179706,0.012351014677347493,0.24834076297734503,0.010202320981726375,0.24400601915830511,0.012726785468484705,0.23063434802485319,0.010417555715485444,0.24788878749239726,0.014016080877379669,0.20954717174283832,0.0052644967930780334,0.22969506177616703,0.0043213848063877059,0.25595098278213985,0.011004004504423955,0.24125183869627581,0.012978529783920044,0.26758419992206117,0.010123022507422606,0.23861095084124642,0.0096761538522621444,0.26941044762023064,0.0046753020299327231,0.26238415975090301,0.0097913596107574059,0.24221462418363801,0.0077670308129758709,0.22040964239115413,0.0092097345371147422,0.22205191395342552,0.010166998670735722,0.23727389619254349,0.0050044259992123316,0.28976386481614469,0.010485529260769783,0.23434828952370557,0.011141270308225272,0.39445502271174909,0.014002631202622295,0.20794738445340458,0.010214587085324437,0.22502294072688922,0.0092890330291642495,0.30648195029594488,0.010140126953684941,0.22759771871860246,0.0062340009785312187,0.27995913655689258,0.011762996737296891,0.22680580997299699,0.010478490452574249,0.22256555828192853,0.0057718314676361441,0.2161133684562985,0.011036572222185043,0.22166760770436689,0.012831052885013374,0.1897419834169162,0.0096108623889392415,0.28545706212193367,0.01086549092796156,0.26291475855347091,0.0069962734421574017,0.23572737468125782,0.0062513804842590998,0.25236980774373907,0.0054018255265886918,0.28234518821569982,0.0064426772364128745,0.22855699666945445,0.0068519899437506386,0.21755223459512776,0.010922797538275839,0.20650066208761153,0.0071313053747442574,0.2392671217640234,0.0069566918137385714,0.2634090820066744,0.007380383868692878,0.233917597448069,0.012313771555890146,0.22619651629335788,0.0055692972893961034,0.21591967979589213
18.288,0.0091361053145284851,0.17725961650117281,0.013901306832377129,0.18150477607521917,0.015355841689951404,0.1783767982799607,0.013501205550144193,0.17456197246600857,0.011053140760396287,0.20762648208908321,0.01396259683214734,0.17689162210656387,0.011726639625173566,0.20150338760421185,0.014339997300500184,0.20414375820238906,0.014614886684546871,0.17419967231572647,0.012805781696049972,0.16381325921952594,0.007410984720219671,0.19447034902171226,0.014950285724577961,0.18294170170947494,0.011931206457319956,0.16419280759945473,0.015273737602112099,0.19330836071033264,0.012572924599779,0.25825521627868392,0.016093421952629808,0.15714011855056767,0.0061562599820261278,0.18815417474085849,0.0053423731381713833,0.23388734740461686,0.013141295099670911,0.24199520938709801,0.015446680176570212,0.1797441988156433,0.012180790187879698,0.17959818593223828,0.011515641550448331,0.17594039315940049,0.0056797010842949804,0.21143727511416116,0.011794958085544927,0.17705975024378717,0.0092932071982111692,0.18790909448628546,0.011008877759637785,0.18201928243307594,0.012238827992905935,0.17926202710541772,0.0063813455896633755,0.25293282867319794,0.012734227945968001,0.19465561371360343,0.013701213186077204,0.23576085358189308,0.016250443205947897,0.1490353308100576,0.011851977535940906,0.206700678047613,0.011777455488720027,0.22080714395550899,0.011949755290372704,0.17053598245856011,0.0076898481268283421,0.21363485956595876,0.01409071450316552,0.18100708382947936,0.01230629221758759,0.16876421762005764,0.0066769095062819807,0.1810509258229939,0.013290238891036515,0.18801264113233473,0.014935295247648882,0.15479072414379083,0.011881169616021991,0.19619637800870091,0.013392021814411082,0.19511996511991656,0.0081422817565900158,0.18666108764551362,0.0076281386257185269,0.22693034128141276,0.0064522747205517927,0.20139850068128975,0.0074854565650866881,0.17356981625378151,0.0079338732246575245,0.17439044957408545,0.012751819248078434,0.16055028504930352,0.0084680243424885022,0.1724021870152182,0.0082799049458707405,0.18707705194473595,0.0086168332113013592,0.23543942894233139,0.014615106968156816,0.17330586328833639,0.0064189332600402636,0.17684067807659268
24.384,0.010320655710632159,0.13725053362174461,0.016063654540419938,0.14341885082227251,0.016915555785752535,0.13625083400431071,0.015428651116953317,0.13756431413082693,0.012848113977460282,0.16611523056794442,0.015814332035505245,0.13183952849886182,0.013542372430332595,0.14992258953319684,0.016268265139874446,0.14068627864033487,0.016782091188098695,0.14100817129102272,0.014413644295762001,0.13492305195354626,0.0084337257402306055,0.15879064324636447,0.01706537499434619,0.13366314266146195,0.013447636010777831,0.13498255671912535,0.017533633813159973,0.13682946602261731,0.015891244524645902,0.22367811134060084,0.0181394635899895,0.12819510756551358,0.0069214613103030275,0.15677842368295172,0.0062792683942301418,0.18999806500264982,0.016407731039653782,0.2124274444332121,0.017625690435814877,0.13995554946253533,0.01392207812766021,0.13811542048844461,0.01310314302041341,0.14180179493018094,0.0064933377128487254,0.17259297842230814,0.01319262485029022,0.13365787523698541,0.010665413990518636,0.15446101050027064,0.012763808965598564,0.15593818290906103,0.014185314486888806,0.14758652599461394,0.0073780832723515993,0.17195076206842094,0.014742049984184945,0.14986642647606932,0.015836195181890972,0.15934623915886978,0.018254936132199251,0.1174120039918836,0.014409535471262893,0.19183508554260462,0.013875995452555676,0.16003419919262452,0.013630288716233108,0.13321014182549631,0.0088064828599558262,0.15599854698249588,0.01631278305518398,0.14493013865415516,0.013983755705750724,0.12796991176676917,0.0074581117461945288,0.14375957647550983,0.015317466810535571,0.14635397175823864,0.01678265281864371,0.12192943027524135,0.013419471398782908,0.13207364401203014,0.014891943134891242,0.14487997928451282,0.0092331062043629637,0.15642467397017065,0.0088581869722597021,0.16428184378065205,0.0072535231550690336,0.15229676668544001,0.0081544781806893729,0.13012102725035524,0.0090085952729718217,0.1437704478728446,0.013991253073285255,0.10994724196323688,0.0089554456483310289,0.18960712527025395,0.0092935562166533391,0.1425934294201647,0.010653236284323271,0.21914523688549165,0.016796982563327345,0.13852836106892435,0.0072207944673833898,0.15299095127083004
30.48,0.011088081748763303,0.10796065860417574,0.017649423844152624,0.11194151699111922,0.018729564383587118,0.11968010371275403,0.016724682500000462,0.096427989521196605,0.014489824714759885,0.12598956636636197,0.017237070976200381,0.095213008895528486,0.015206091844878377,0.12553981400874289,0.018082217704963464,0.11328528660380431,0.018670626888942287,0.10405648248758245,0.016121718397763968,0.11805144492999273,0.0092963301050826216,0.12304184512448454,0.018611800538334777,0.092356284301525898,0.01492077476373189,0.11216967810772227,0.01926223025646602,0.096333091140265448,0.01826998590196274,0.13643207724526352,0.019774753767841432,0.097125783761756679,0.0073423847471579644,0.14580062675681876,0.0070256315494579185,0.15882506451777351,0.018733701390917196,0.13094586322379206,0.019588735657138232,0.10185411590520545,0.015577414062649887,0.12165188977024505,0.01461293645601801,0.11807111468729782,0.0072215331305578376,0.14573450684831293,0.014537635913970517,0.11834632687496754,0.011945945016552809,0.12437773723060676,0.014298725008221436,0.12652646554670513,0.015669176486088419,0.11878670733166886,0.008054070469507001,0.12834892090707051,0.016458367794906198,0.11182966279076384,0.017698067411759603,0.12982486360820403,0.019979276535278132,0.092403208869308986,0.016267312932618013,0.12684573491623016,0.015306591757239045,0.12078404344007711,0.01453809918669201,0.11972071776113818,0.009658152494006025,0.12214223006453201,0.017932507054535446,0.11100670806809172,0.014880114722157162,0.11286393753176759,0.0078892030838364456,0.13774533408060091,0.01705257287240294,0.10937387472445391,0.018616737115958057,0.10711378116439298,0.014752965248341535,0.11680790910606342,0.016578376748886282,0.12623408197123456,0.010408797006999801,0.13795125942478634,0.0098007335139141446,0.12323755334058814,0.0080069272720483219,0.13553221248714861,0.0085932588393905929,0.14308337619905101,0.0095804889166742849,0.13064644285797689,0.014783787285167804,0.1275947052838334,0.010241664633956224,0.19922253307170637,0.010237106518547257,0.11921253271501187,0.012136246405943263,0.13549390319990409,0.018364688630466138,0.10393185343584041,0.0078991037512151224,0.1318553537280964
36.576000000000001,0.011578900450794568,0.12100737165469466,0.019315536135509338,0.098747850262764947,0.020079670307291523,0.083510893001713216,0.017572632863193664,0.10454320357938943,0.015406212005668352,0.10395308112959006,0.018349358069852852,0.081100793388023729,0.016631798761630255,0.10045676491922689,0.019924202006856791,0.097322887246790016,0.019703862142334327,0.094111563305506615,0.017421627466721004,0.089080371260323823,0.0096204811794904869,0.12485868250114458,0.019890913606650792,0.074154828487723992,0.015737802944957111,0.097444354436358863,0.020821031053154502,0.081755609492287953,0.019824994245541641,0.084735946502553353,0.021273982826010483,0.080035042300710374,0.0079626550361455578,0.1405312498325266,0.007595423934940275,0.12938982076941491,0.020196238465304411,0.079162248920997255,0.020634302932842265,0.080427707613836011,0.017071573712768066,0.10206054216136456,0.015457639831485296,0.10309165265979263,0.0078364520923383217,0.12594835734273452,0.015956569208754059,0.10553531841176379,0.012767361676131716,0.082137821141873443,0.015547051946203519,0.091914294953001921,0.017102911911742846,0.099487805816267094,0.0086721288780650073,0.12383784657302077,0.017406339752266652,0.098582975565702266,0.019461231355035448,0.10483494335504731,0.021473201520132268,0.073991320973340283,0.01749419121381016,0.084449858738669378,0.016648507863700479,0.10119974424064639,0.015855169326443052,0.11573260506214814,0.010314715840325459,0.10779198564084455,0.019579223661740058,0.096560935177875978,0.016145270797498706,0.11019340260985609,0.0085407905450486724,0.14137363489819371,0.018012357142186172,0.099201465284389626,0.020111763071043117,0.081840747216818166,0.016094023048126727,0.10686052480328542,0.017828404874825655,0.093418123096616401,0.011289643944408264,0.11567387495585836,0.010622024338108844,0.10997987856481442,0.0084648175563902198,0.11591977018045636,0.0094892452214469184,0.14886323157529249,0.010298935152854396,0.11924138398346081,0.016501911062346171,0.14210528232301009,0.011595157878859771,0.13919578024972776,0.010786505751706012,0.096300040478169396,0.013104659645138421,0.096619738584569265,0.019955068695173439,0.090812236656055673,0.0085118556487988814,0.11710764485518577
42.671999999999997,0.0126124345963637,0.11761871277823091,0.020938540054634976,0.083739679742479797,0.021117809515282849,0.061510219021993232,0.019277889712570807,0.11357919381664321,0.016619232165919907,0.10164282779445837,0.019518925623015364,0.072481528109273829,0.017885210720345286,0.084774349080178404,0.021280699177522702,0.068766386143764763,0.021155757457360761,0.091719583160559878,0.018521533811668153,0.071287382433004989,0.010349982867873388,0.1266407485739092,0.021260693989252861,0.070168944234601835,0.016862117101046542,0.097458140397977081,0.021733929460190243,0.053423890548938813,0.021254544455316361,0.071498800112600902,0.02247950514770913,0.056082845420438593,0.008644318500930526,0.12618396261795886,0.008037458545442704,0.11351710083359984,0.02152132474368814,0.066514004788052819,0.021996720435381086,0.078993084457360016,0.018296215252910732,0.082319517341088777,0.016654553315217972,0.10244324954783626,0.0083527231525162837,0.11820051794466245,0.017020306931320894,0.081997728442553236,0.013245888318491428,0.098982313353111667,0.015973376180927243,0.10005605715815206,0.018231448055246329,0.081208540647705718,0.009172177283837268,0.10571297917183148,0.018641577054193958,0.093133007317550726,0.020929573535381916,0.0828374789437894,0.022753529415492801,0.058887042902364101,0.018587987409513562,0.071201445808639657,0.018082179147938422,0.09173094518956873,0.017052143875991899,0.085799364528042349,0.011049532029789397,0.10900707355574905,0.021157960357446558,0.07737487299161247,0.01725518290608901,0.080421420524860829,0.0092185805017978573,0.11466135183108424,0.019312210301814813,0.092417003718665972,0.021247405224972378,0.056112872239495452,0.01754182565860397,0.096997082667400036,0.018807962228242471,0.071750569681885146,0.012027935619643586,0.088100618343613935,0.01111868844352347,0.094672822594467701,0.0087411019525061411,0.11175543554900362,0.010315480000899966,0.10838205562233473,0.011073341431989644,0.10367932746933642,0.018048234239586632,0.093040485436758635,0.012377512102782016,0.088464051844105551,0.011100248190430817,0.10129526965749852,0.013978458363007741,0.090496062077564429,0.021520233334700465,0.076196038356826826,0.0087387951681552837,0.13134025968319346
48.768000000000001,0.013421668100493342,0.086876887692039093,0.022014328131191436,0.056863310168327678,0.022393621731957049,0.059582438535246675,0.020616911363232959,0.070919247922352657,0.017698939984289095,0.076324890739274717,0.02065636197191666,0.063480428141030776,0.019000226677686406,0.071621627741623201,0.022411727120408158,0.053578853405431136,0.022652400545443648,0.065783842533207695,0.019401518716130044,0.060254830836146453,0.011003253781064256,0.098239355154144684,0.022527127325878919,0.060030273247979174,0.017843036335343416,0.070288380235157905,0.022300999020509096,0.048243918747620594,0.022355598013565427,0.054981935425450552,0.023158216286321438,0.038912009706918028,0.0090384921951089138,0.10115787969305795,0.0084825470726573472,0.11462991937800249,0.022560070491063282,0.050027795200909754,0.02315034840136914,0.056151711080680476,0.019245880340886083,0.06393519238065945,0.017703870642288622,0.07499213847030349,0.0087821428392848809,0.10319745956950535,0.017883009950144253,0.067640842802690532,0.014336023755814704,0.11505850093332075,0.017106926117285592,0.10830244763885587,0.019255352948108938,0.070043205636330499,0.0095478959451449838,0.093110411227614792,0.019875955220233162,0.067576666271508101,0.022250579970162124,0.067953126403644121,0.023560283902528886,0.044499298656295344,0.019483378448429997,0.060080746097380386,0.019108900502169231,0.067957621657571396,0.018028362413864869,0.072673688407374398,0.011800988664117749,0.089854423067481592,0.022179393940820583,0.052186846112159894,0.018088745561950201,0.065046049182134344,0.0095991959667766826,0.093526361464552565,0.020641790105691268,0.069863143793270202,0.02171252404776897,0.04518043286300074,0.01876777953415262,0.076301286335675025,0.019976723136099255,0.065889384405218729,0.012640589763873607,0.071633523002556529,0.011442463528958087,0.097466889905969301,0.0093253890395885858,0.11447355556472391,0.010595075879936151,0.082868704732729004,0.011549469867460074,0.090938483453697788,0.018577528312290367,0.060193451768769446,0.012997504303867754,0.078834133258632408,0.011756133821482521,0.092990511800769449,0.014657019669151528,0.077343029335719807,0.022576697174627278,0.050680974354309023,0.0093907055420175915,0.13505554435173583
54.864000000000004,0.013631388862635943,0.068430983437254192,0.022669601872038838,0.034423434448633487,0.023054076872386014,0.032355823606772902,0.021078783916498912,0.040763676123852288,0.018461388916351244,0.058642310413156477,0.021233486284758671,0.0429956515126289,0.01972462843483384,0.048733410354794185,0.023290957966494059,0.046243059562461906,0.02338656566802727,0.039735561029592616,0.019981208429592875,0.037864365530304325,0.011165061508425297,0.080188559033586876,0.023233324561875941,0.032543910878219194,0.018205355957778706,0.05370087237937473,0.023324671956223245,0.053998442597811967,0.023148788609268982,0.037640777830459472,0.023734955861472163,0.040493258889011216,0.0092957514153891273,0.086826756364025703,0.008887751828617306,0.09964257275293513,0.023305482876762894,0.038980957236077682,0.023780105354665473,0.035857333680428524,0.019752003549309234,0.042355388493845701,0.018341744921177152,0.053544882143873304,0.0090444515214191615,0.087858104377539589,0.018506658764282403,0.054096019641040244,0.015150166636187975,0.079720683027721312,0.018094432111766617,0.066240684989777573,0.020074233849815871,0.048711906610021345,0.0097318157362567773,0.089685323528853916,0.020449732373351012,0.040392253269801059,0.023239528621652215,0.047790440098881816,0.024029728556082722,0.029812821193311322,0.019977568509405581,0.036890083763400257,0.019883908282536746,0.050133884688615363,0.018587522474842737,0.053542892379494188,0.012222167200174095,0.059233499681300782,0.022809028573314159,0.033546674646793798,0.018475219729782871,0.054384860785880819,0.009773240458032335,0.088856985606147215,0.021282691550746493,0.046408354758928155,0.022348731496085197,0.041348606855213563,0.01939202722428383,0.049496383314532849,0.020591413170207531,0.040213106890351027,0.013077744449714115,0.055887108968400045,0.012039520810696544,0.083453314973983395,0.00981173026041437,0.096879984937963695,0.010900163642784842,0.083006028896707856,0.011750734100063387,0.087139599482809235,0.019110776063318534,0.046795677034269789,0.013386601608341686,0.072811701026618228,0.012218091049991565,0.060914042852007355,0.01513456400805341,0.066597252114046504,0.023210090196120556,0.036292813552451383,0.0099023366321625388,0.093367034740292482
