Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,E09,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,G12,uncertainty,F14,uncertainty,C07,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty,J07,uncertainty,B13,uncertainty
0.0,0.0048031511780574953,0.31745297651936416,0.007240541142289455,0.36668343476262982,0.0078277564066048105,0.17996567545712813,0.0071762884733915667,0.29345604924522534,0.0063597678333499963,0.16684485747577152,0.0070216281220901117,0.28905775241592763,0.0068832021937508675,0.11108445214938301,0.0080504904621074742,0.36758126031472999,0.007352755763907818,0.37357036409205346,0.0072950576579326179,0.15645915433913762,0.004464400278674765,0.073214724110419765,0.0075842270925197616,0.34885070780024213,0.0064971615138521184,0.34380943524689123,0.0078356845521418365,0.33198385770595285,0.0080724384575214473,0.12777412526567072,0.0086218506132343976,0.32337506882103201,0.0030215554980227688,0.30584539451188048,0.0082603749363247218,0.15097836988920441,0.0079350403254409962,0.35412404825856775,0.0069022126080400432,0.21612163745324073,0.0061228682122057496,0.31582584751652898,0.0034467074291998656,0.12425548880860604,0.0050454473025214842,0.62867726486948172,0.0047323266305987505,0.57029436741423833,0.0052617523757285635,0.40882732754232259,0.0068805876373768124,0.26761978724919805,0.0030194795059463532,0.40347140021916178,0.006013144035134154,0.40488549533998502,0.0089537766031676964,0.30303669925982529,0.0074377484196660078,0.40265687863103489,0.0070271239087389293,0.31745189220186171,0.0071070826175995746,0.54879627912776452,0.0078146281564917125,0.26879699973347948,0.0060026442341854632,0.39917002890699477,0.0048041377682242255,0.012883476980233167,0.0074467284076607729,0.33936471521684308,0.0062861374377482255,0.40568452812670175,0.0035109561051116438,0.28553138375100962,0.0067728505016075718,0.23894040586196227,0.0068585950253386733,0.38761741845995085,0.0073971444868625395,0.18712525076911948,0.0051004788272732441,0.18015413636152175,0.0044665937794196751,0.21109700896614467,0.0032186751302072558,0.34797226977846324,0.0035395086744991412,0.39772095060686624,0.0042781373524064786,0.31451552245058223,0.0061581172236444852,0.40339125830750977,0.0043828010427681896,0.33915420915411282,0.0050401331552800185,-0.0584764190948995,0.0056547830877723372,0.19581493514655909,0.0076541526642701207,0.35635026286443194,0.0029539812573021905,0.41520903857966018
6.0960000000000001,0.0061442266755580626,0.28973605907538502,0.0098289138641328884,0.27585266788516488,0.0091131164956752171,0.26853302053452988,0.0090445842696069267,0.29135294836613423,0.0073129787047867476,0.30726979508582836,0.0089548724168366251,0.28470475201207796,0.007471071354571074,0.31672617711787232,0.010989751531939174,0.27238680622068651,0.0098317162978097151,0.27607179371731705,0.0082820650534263761,0.26868972816462966,0.0046703997999500962,0.33059275432400576,0.010138716404122292,0.26452031129387249,0.0086207979203830228,0.26190258498755031,0.010303358393853509,0.2751777419129624,0.0089062329463774868,0.32751621731529917,0.011692888266404333,0.25601376034173545,0.0043217429614551724,0.28733553307518322,0.0092522826506374802,0.30923239417256748,0.010775019688919668,0.27628771349684972,0.0081196387348583324,0.28942277131627053,0.0079270372841070205,0.28909161056730143,0.00376712382347731,0.28598146529473678,0.007251463485244072,0.35300318397155295,0.0063512001058532658,0.310530183153856,0.0079558000211616409,0.28164567569965737,0.0085960132110945459,0.2859633560696484,0.0047012660336388902,0.30785455071750178,0.00816268918563786,0.30490575906477646,0.011700368516819883,0.23703948331993624,0.011178787711866565,0.30151921307457052,0.0089942069831650904,0.27876282964342664,0.009245930349605528,0.2822982032821339,0.0097308464276559987,0.2850764591906344,0.0081800293931662358,0.29490087758383382,0.0047361804403395127,0.28592439600112746,0.0098792605435238118,0.26789889182182108,0.0087444487482448569,0.30124212076561385,0.0049096145722376163,0.27259845348792444,0.0080943408217125489,0.29886477425509389,0.0094435152343220873,0.28879918048352388,0.0087054848174278193,0.29784060783951155,0.0058480946067222504,0.26891459978247062,0.0052648173679608551,0.2792649159391275,0.0043954234673033183,0.33175413964356076,0.0053389965849575949,0.30696065226046088,0.0055251345154044033,0.2718909394307234,0.0094099875336123157,0.29521037439324227,0.0058071519952862067,0.26843905715748267,0.0045487260248116557,0.30550694856308136,0.0065590549546539756,0.29191348299196473,0.010259438006378827,0.27129509320953044,0.0047270187097621184,0.32182204391476477
12.192,0.0078660163395128675,0.24332491079098303,0.012370214562758299,0.22366908478613967,0.011405414790084088,0.25051208529059221,0.011731323194856884,0.2411717463675056,0.0094115050467206453,0.27619942117755086,0.011379167313886919,0.23437465049300904,0.0098060266396292894,0.29731736482402904,0.013821751432515133,0.21332331231647539,0.012598520831938248,0.23038419956849257,0.010429957700864271,0.25223893685450771,0.0061799392947017688,0.32688016927381719,0.012643398579783081,0.21825675253685797,0.010668862762454044,0.20975199676400791,0.012990409279779597,0.2367380367806903,0.011964061102933273,0.29907776355759685,0.014203738168494217,0.18896131855611503,0.0049667190380207893,0.1808725695357325,0.012255041085615252,0.28227582607870588,0.013534538422895259,0.21538459699709353,0.010451370918778985,0.26031059718188926,0.010064879976502501,0.24043575175067616,0.0047925148362438341,0.27935168050349329,0.0094857966425760509,0.24518235710551367,0.0079225867503136035,0.22917938347501773,0.0092059060717485514,0.27129406811564344,0.01096921223887003,0.24052719120790564,0.0054296141429594413,0.25745214583967524,0.01071192895993589,0.25622123722993495,0.014235878685903279,0.18841808330343549,0.013552464407384763,0.2138434522767203,0.011578414926523013,0.22639077959686549,0.01140767296620142,0.19201623301515355,0.012444609115394552,0.24615874056174414,0.010580414054813735,0.24041428672240966,0.0059063294093287611,0.29021893156707163,0.01235663162690996,0.22248677029595565,0.011239505639494399,0.2278573906024744,0.0055800988452980012,0.17723595211579787,0.010547299420229122,0.26305692720876495,0.012057832451751618,0.22360659295304453,0.011157550178885272,0.27180229349823948,0.0072817682194000234,0.24782605168605892,0.0066013743542477372,0.26747686645813129,0.0056419427230172603,0.26280386470444866,0.0063068115694702607,0.24923851670275826,0.0068803138348191946,0.22636719182969806,0.01106606140217949,0.23248807660320464,0.0071612881834799847,0.22742574983870981,0.0057014840752958248,0.32558902905727805,0.008450964144785432,0.25681126164832707,0.012920948930743539,0.21784250471808494,0.0054584863335964337,0.24997433906534253
18.288,0.0090075171143541577,0.1901065690463738,0.015087654705413556,0.1924194874199486,0.014280342147472222,0.20964737230230229,0.013554580308252561,0.19063484279141932,0.011852434571772527,0.2064377220783209,0.013820837372463573,0.18445334304098632,0.011876081499632289,0.20322639493586842,0.016115350626926265,0.15292156478607286,0.01424899749735704,0.12669698970268345,0.012559301890431347,0.18105172962977228,0.0075043535795036934,0.19546123417784342,0.015335427073296519,0.18895439441684816,0.012695471027729869,0.17446103563360121,0.015886729992358177,0.19532487121647082,0.013937865836586839,0.2194869702171329,0.016447616999062747,0.14679789375468569,0.0052305007707343087,0.26484060326483644,0.014182807978306625,0.21057916784778619,0.015895602453354529,0.15860200661595714,0.012379800206664345,0.18888566292974404,0.012253479495107168,0.18599510538287045,0.0057182838033992102,0.2141335842566984,0.011607879312727469,0.19218982849915139,0.0096715867020859443,0.19675798843560569,0.011288377637970966,0.24574799277771475,0.013206803182881583,0.1795116128181069,0.0064123915655961584,0.22780929704932201,0.012284629777883903,0.13232783792125133,0.016354698774208622,0.141295541594745,0.015979698265934338,0.17232215315961313,0.013018667402224911,0.18196175784771085,0.013478140774461011,0.16540789351399204,0.014938940991269588,0.17611151492617108,0.01230735321918865,0.16247667754740594,0.007434058074732232,0.22283626203183668,0.015039779643620016,0.19118428559628942,0.01296892676890834,0.15582345621704735,0.0058442865697166139,0.24634942948980623,0.012288753003345559,0.19954533289906048,0.014244039777656673,0.16534821307935313,0.014104948192687502,0.21690478834627441,0.0087090341384891187,0.1844221794323109,0.0080504188794627216,0.2110401364638787,0.0066178794213439954,0.18786436061437961,0.0074931013301831441,0.21271539109747525,0.0081844086119575391,0.18758287591298853,0.013100700862492725,0.19910067264172895,0.008597885218103259,0.19561515020376777,0.0074330262765598034,0.2480980244666425,0.0096100505300138351,0.20563300953319263,0.015189144390827592,0.16291730958985962,0.0063815315743771146,0.21371191536352727
24.384,0.01024832396868562,0.1635397348242156,0.017214123787464723,0.13340005725809756,0.016513996188191347,0.1456694685611937,0.015559660808448181,0.16341914619248327,0.013508855146063854,0.14639606932090968,0.015812121606293205,0.13783171682466974,0.013882338803749266,0.16841615415574152,0.017962054626267602,0.11344823258961506,0.014822046029038345,0.20144117198262007,0.014267583380316725,0.13627425028295503,0.0081718449286039031,0.15003849176094544,0.017518057614711299,0.13422304988377159,0.014092555449846238,0.12439383286609125,0.01797479642027271,0.125956206374153,0.016164082546767353,0.18559749142140991,0.018304628459174858,0.11014333413918728,0.0065310721158613853,0.30344309076515136,0.016360352790550915,0.17870106193637214,0.018012918139832967,0.12454413035689556,0.014302335400372106,0.15915354694021483,0.013739382374841727,0.12967743845178228,0.0066203094131273826,0.18870736867339263,0.013329643069005193,0.144722272713982,0.01082119105905738,0.16658956255333268,0.013230197706209817,0.15166958792566582,0.014795636557521386,0.12331246687392891,0.0074174052206417559,0.16697958636207558,0.012856822946000211,0.21555519386618283,0.018264447384270448,0.11239074537061967,0.018100915583083268,0.12264563228587415,0.01469313478221167,0.15817557651595013,0.015162362977553249,0.12607781530326304,0.017081330815667546,0.13491355054431825,0.013811661749267557,0.12666784273046772,0.0086321211275122069,0.16659216766105495,0.017227814027953068,0.13645781764632978,0.014447353421916071,0.12393767922529517,0.0071641339154914531,0.27612093733084797,0.014232144147527241,0.17312054134370161,0.015871770475825608,0.11631579737173758,0.016181151037094554,0.14004048877592737,0.0098925465986972935,0.14234324274971169,0.0091795479674199269,0.15292031650867813,0.007328275085132503,0.14476072228774819,0.0085379318597526704,0.15659968714810094,0.0092047539732938322,0.14428879528190525,0.014957830290438179,0.13506658760077508,0.010026259052482762,0.16035059565692114,0.0086595444835606671,0.17060802336685676,0.011049176395412698,0.18845203772852301,0.017404451158230163,0.13175250701540134,0.00718190263597981,0.16282841105661994
30.48,0.011372432688891917,0.12907533114948558,0.018774681888384208,0.092816891740308702,0.018094918300223254,0.10020708230534664,0.017423851336770668,0.11421453957057397,0.014947541128503583,0.1167312393985242,0.017283101949750548,0.097546497650922923,0.015610017743831374,0.12436328618952257,0.019564351912906931,0.089072148884787872,0.017933335192933719,0.2474227244214246,0.015811655550603484,0.113825762181677,0.0090620499775121259,0.14689433955280828,0.019084247960611304,0.091476993849211041,0.015293256836776162,0.10044572055431113,0.019356311205982211,0.079358050480556525,0.018477019635860265,0.12667999228590671,0.019757056217364462,0.079672321625746764,0.0076239427405250561,0.17112010664819563,0.018560162480416368,0.12093264610444993,0.019743697021082571,0.093858128041335726,0.016047193572109451,0.12032468889934521,0.015022402795068076,0.10631675546163925,0.0074041632623765598,0.14879153456272307,0.014794873932657956,0.11686441684168908,0.01213215960215413,0.14289847671743197,0.01421030480785865,0.11241996746226834,0.016035381830579749,0.10009702550449377,0.0080300006333080751,0.12753929595844934,0.015802713193903081,0.26782395587521302,0.019786906264972863,0.083894925419894018,0.019502482535128526,0.083088500929371117,0.016423254704893878,0.11362095031868914,0.016547307409570375,0.098588125354360359,0.01888220307733994,0.10359329380115652,0.015162781480298107,0.10718066666709299,0.0095229688617539648,0.12723760467017811,0.018826068547254236,0.094456276797799804,0.01576128437708673,0.10192737030901006,0.0082557404454291078,0.16161193072555391,0.016019595968653516,0.12162346526129952,0.017330205380576533,0.096450325145259211,0.017597670542111719,0.095351520775647972,0.011001296643007598,0.12958197516081088,0.010028018882645146,0.11452763971634156,0.008049302766173369,0.13485106162138938,0.0092328618716773347,0.11857045031734856,0.0099568009532639747,0.10787599461650833,0.016280401580473565,0.096936393753370181,0.011049800526741637,0.12477840925458576,0.0095504226778805913,0.12035524986067536,0.01258252619817468,0.13089589500203666,0.018746074890178661,0.10798643994811187,0.0077287575537173924,0.12621961849880542
36.576000000000001,0.012172318588909296,0.090472915020312669,0.020181773085009798,0.073844131369544708,0.019474603014138375,0.076300193451593515,0.018672744111365023,0.078889900865742768,0.016210072128354614,0.093728421097592635,0.018611596301749456,0.082293764745321171,0.016765180525735855,0.08790311370186929,0.020887123953948573,0.07185417962288862,0.020484948474360439,0.12091950666734429,0.017101577543031717,0.092073327867594645,0.0099278770378025943,0.11465207573248712,0.020380974710229302,0.071359894136507271,0.016418699718236954,0.086218285309824533,0.020734072945044181,0.074341176411688914,0.019845399205283751,0.078142553679201157,0.020940228191000158,0.066167225780935521,0.008120597195301291,0.11442532386171926,0.019821447800225336,0.072237676660457592,0.021147682326253837,0.070518493714004857,0.017287676508043876,0.087413441282124679,0.016204835292102395,0.089794835264251471,0.0079189349959530395,0.11802408663397382,0.016088990197954366,0.095506271306502188,0.013362436260272812,0.11021458487786233,0.015477214284896346,0.11044118791957443,0.017440501494344066,0.09772210624404383,0.0086342257209607934,0.11519553268952419,0.018172584326038892,0.12984563600674989,0.021034671718648479,0.064008210786401856,0.020978309191358267,0.076205284327595199,0.017485437470085331,0.077919672642929108,0.017777052230106519,0.084229069958018488,0.020342199175283099,0.080541977782942406,0.016341686064036642,0.089058494103994024,0.010330226683882685,0.11016542403860446,0.020204915954096469,0.072853370708724011,0.016911878947751258,0.085741680963953723,0.0087699683563366541,0.10636235450335434,0.017256523704966348,0.085709416762435889,0.018542807435148707,0.077392656442562061,0.019077577373352785,0.088768729198460017,0.011924610050939517,0.10083112516192565,0.0107778568880047,0.10438278957547015,0.0086699919713950462,0.11571452626936579,0.0098898008167087915,0.10152538944790379,0.010658961702360907,0.10219466067276771,0.017602564038118083,0.087428706463017342,0.011809379470542808,0.090436954143442772,0.01041472143546486,0.11432749652386938,0.013483662598295091,0.094191209097352235,0.020246765550131211,0.09660672000301404,0.0082363859212823409,0.12273714952372644
42.671999999999997,0.012904767941156282,0.083000255106926185,0.021009245363555796,0.066552497705167621,0.02030444283809766,0.068396511128109447,0.01982565708251106,0.065331629857719717,0.017275589259158643,0.077361453805936647,0.019705474327507733,0.063916231097451023,0.017977292276446712,0.08303526382983839,0.021937055780834193,0.055495177468068625,0.021625618466001341,0.059423838507665604,0.018184731299673778,0.075590113413540203,0.010567398909166924,0.098937388476226337,0.021166594744248937,0.059256269395331164,0.017405405799626485,0.073614848049640261,0.021878321443834222,0.059616289727311152,0.021180546348427285,0.067937434504584948,0.021866868263916529,0.051120053503668064,0.0084892108924917425,0.11215304956688679,0.021021263926671366,0.061830696237663185,0.02219199818236138,0.052822817788832625,0.018589605842708991,0.080874746765049715,0.01727334788393653,0.077501223597840618,0.0084141488883975844,0.11500411950935022,0.017157227380083764,0.080193649784821519,0.014223735804869258,0.088964478826058999,0.01672946445185583,0.090071721993017634,0.0185740327664565,0.072582029706934059,0.0091281852621373175,0.10082219485699191,0.019118335668763593,0.063707265886503148,0.02206112238663431,0.052112261935051321,0.021997254325907139,0.053389566209282521,0.01853259170784393,0.069035710571497003,0.018715790891034912,0.064208347153557055,0.021534783075687767,0.061653130488888104,0.017450496951141946,0.079007783223684902,0.010989788146501875,0.098812118150478009,0.021009685022295721,0.063330183200398904,0.01794423909331596,0.074975210709182796,0.0091366495131695018,0.097307775908942018,0.018367822593564918,0.075611798907973954,0.019570090897428394,0.061381981986814937,0.020397756267833172,0.074283414287136029,0.012658801909840804,0.074822507604806271,0.01141019370936132,0.10152705281762205,0.0091756857560020434,0.10072089308004518,0.010296471496207353,0.08724788426704401,0.011214715239069762,0.096153454661105364,0.018364384081412225,0.067382157188235009,0.012494295074353319,0.07486962724406053,0.011155338892611531,0.10515122521880307,0.014350411101962869,0.089985981084097416,0.021518519559722376,0.062890091757274225,0.0087673952804461028,0.11247484681581851
48.768000000000001,0.013252623484346764,0.078207202462321115,0.022080881323675059,0.065321192022414945,0.021429617717601671,0.068719695730668565,0.02045370586224601,0.047794618731555001,0.018228635361131739,0.070271313529287532,0.020538781602228575,0.052164233861608941,0.018820722312767969,0.062210807671712241,0.0225184086576584,0.034057792986390917,0.02238353578603618,0.046566300202912893,0.018788044932653097,0.055857515101559237,0.010938739552496645,0.089529918776715914,0.022187253966182006,0.057847199280560521,0.018162125857749727,0.061564954400444148,0.022694856334423183,0.04179065730433603,0.022226172642059928,0.052768599382728133,0.022632922475457954,0.039254251680043997,0.0087396266902909359,0.099848010849094809,0.021981285115314733,0.049989940221462158,0.0229384237599316,0.038159031108147043,0.019422539863619588,0.058584652748839693,0.018215836527506919,0.069916131559699182,0.008755149659736219,0.10885586037186404,0.018005245862933401,0.066319268233734699,0.014949381286820046,0.078007058944173757,0.017695613737195387,0.072399189259555782,0.019355999724424731,0.055353777765863803,0.0094633765043728429,0.092810897044796059,0.019731010098172682,0.049236008720233815,0.022771761396737002,0.037756111040723302,0.022799577990467879,0.040490171220729516,0.019290563240967382,0.054983436998475667,0.019443493523446903,0.053381438560465108,0.022414968607807638,0.044339746125729475,0.018230184778856594,0.062993704554597643,0.011565951709550874,0.098215520257565136,0.02198944771935276,0.060576900149005165,0.018621621624650475,0.054508181319886141,0.0093830873683415673,0.091070533084203556,0.018941320913698743,0.054917723945435711,0.02029246642365861,0.046416730053539482,0.021447036453791767,0.056105251517382396,0.013066653779111925,0.074301585187706215,0.011890037408460393,0.075406267211120259,0.0094983735868431791,0.093047429433770368,0.010579021159338561,0.080977619908030415,0.01164977397519869,0.089627636826519669,0.018858023795180156,0.050838761832681718,0.012954606816003677,0.062628084854989385,0.011726685834098997,0.097489539750931678,0.015074969015235688,0.075606845639937442,0.022235787426174197,0.038726200101903266,0.0093603867960953494,0.10481649725782168
54.864000000000004,0.013489493180231354,0.069171770093016297,0.022885306416413811,0.038786049339733751,0.022400640747738673,0.047534988000638684,0.020907964448247933,0.038278098086100137,0.018795596249739085,0.049494942664314069,0.021070695271070351,0.043157155988644162,0.019543199867236277,0.049097183229821442,0.022948789633253006,0.021870610067679239,0.022886059495516576,0.031425811719815004,0.019387878254506073,0.048628269496282114,0.011053928416512204,0.080383963175560902,0.022929621778444331,0.036433441841453952,0.018420081610943904,0.049351058807438099,0.023130378838863031,0.023409308737191103,0.022858637110167196,0.034183258703137542,0.022942508392515319,0.023233819854607849,0.0091249491798232104,0.093552739963896514,0.02257428839445598,0.031924941108461835,0.023361751942692677,0.029510582808628411,0.019927979323484443,0.038889997298000661,0.018702464505276711,0.04674190172376258,0.0090029073769223311,0.093375894306841498,0.018476741578140721,0.054341699615230242,0.015240743939018055,0.064626206071886877,0.018254046504762082,0.052922085515854887,0.019794675324976564,0.038244892634812323,0.009624092001644621,0.085571846781328495,0.020123613663294303,0.037881657994490614,0.023057737739706752,0.021167212563647952,0.023270785329105238,0.033958962413415596,0.019692708357185416,0.038831552371351337,0.019789196535838147,0.034456977832582676,0.023110854567357422,0.033708634532016231,0.018599990403594835,0.047874491625260703,0.011957982986254525,0.071647283072923784,0.022716845563919005,0.035618216604632776,0.018876737864836721,0.036496846914856253,0.0096422857840028128,0.087504483761298463,0.019355098566326685,0.042559355607418303,0.020633393271824767,0.034798116493271504,0.022109674828153087,0.03516097701590707,0.01349151566937906,0.074516779935813349,0.012218497518516565,0.055045293847969808,0.0097119702618924247,0.086505048216496822,0.010941246893833946,0.083424149225790487,0.011909040970022541,0.082570809868466627,0.019375844020777619,0.041402201495144168,0.013171134446132811,0.063710351939804066,0.012063060291178452,0.069159051316662529,0.01549712267084615,0.059872960273508372,0.022612568522188469,0.032182096627135982,0.0096427995718841447,0.090251431439974453
