Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,F08,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,G12,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,D03,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B06,uncertainty,B08,uncertainty,L13,uncertainty,C05,uncertainty,F14,uncertainty,C07,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty,J07,uncertainty,B13,uncertainty
0.0,0.012569324569102754,0.46314974531253522,0.0076999865270786505,0.32462929843649796,0.015354176689804626,0.34312629750582946,0.015860945718485717,0.51725188015551316,0.0027275391477667435,0.40395089306046122,0.0038982979516919126,0.39825291953760128,0.0037182660363350964,0.41610874841665246,0.0040691038640383132,0.41418714246046867,0.0035430352409495471,0.38770193348251125,0.005549982748811434,0.39774278667307089,0.0019496189382040429,0.45057132031064179,0.007410551962058763,0.34377620029178718,0.0028883254195028337,0.40105870768217683,0.0049781917850132383,0.35432944067072081,0.0074369237863879858,0.46873145229713692,0.00754948632498536,0.37245063739782575,0.002355786908496867,0.25526181240629647,0.01187359587497396,0.36066390808485554,0.010935536999394566,0.38961149348646601,0.0048773088668399829,0.41110884022534527,0.002889552124027508,0.37015231910908031,0.0031355771002026353,0.35086785777306512,0.0040146692849542098,0.34837295468012958,0.0020371432410264405,0.34978510884700487,0.007865843885595452,0.42537907775922107,0.0024711472074537455,0.37605445546131117,0.0059674399377354411,0.37249729480191329,0.0011952629762529976,0.37228198225491421,0.0025716153240954056,0.40485716141331424,0.0050471378521286178,0.35577148665339242,0.0038936273032830751,0.30167124098121029,0.0032925794294532784,0.41253498627269675,0.0033276079988979516,0.38133892491760607,0.0090766646576286355,0.34193075526481054,0.0027567551026942113,0.37099880497049242,0.0080370193289204701,0.40775815264950016,0.0092001527957397897,0.28468997568702592,0.011617816279765544,0.31993203848558832,0.0084832899174821057,0.39334229531613835,0.0014300751195475397,0.76288993147563311,0.0072441064454175901,0.40636843704290138,0.014759947705148385,0.34098733940942028,0.0028935994990660963,1.0355780079225148,0.0057999047719531115,0.41750615886245013,0.013508945341162161,0.38276852474823103,0.0084144560071874389,0.59303124644157257,0.002643706051765162,0.36646786229574402,0.0097937249624709972,0.3398684092983838,0.0023018220498683593,0.40728790114288382,0.0015948921559560722,0.47928729693739619,0.0020208541976972239,0.39359058849697037,0.0038330883654307127,0.2705708349067818,0.0015884843330414688,0.39095335539910497,0.0021955591650687271,0.36552404123578242,0.0033162956280606581,0.30075008335180908,0.0037006556572215014,0.38153018899724639,0.010471633727864251,0.3817982121050183
6.0960000000000001,0.019428264176291034,0.33743487713895309,0.010032294733159685,0.29835102124179452,0.02080130762275114,0.26237556522405936,0.025153721183172544,0.35991412402487488,0.0038431916848712957,0.31043076612825626,0.0055492476024846544,0.31294453942655542,0.0052190664420232727,0.31477919931610493,0.006077443955556561,0.29632801402988163,0.0048377759467756239,0.34506698363158905,0.008104707262887232,0.27303114921350874,0.0028470327471352358,0.33505320621899276,0.0097749272149738799,0.34429197254475841,0.0041157261699411134,0.31152444544330204,0.0065961765783273812,0.2602989930273904,0.011583713528748343,0.34703070216232179,0.01020923634118613,0.32031262439448016,0.0028837853497944584,0.27580095319845871,0.016206611624459979,0.27234264276761871,0.015285950728328607,0.28966709698881216,0.0070129107079691458,0.31098435846729205,0.0039518979616423719,0.29397728489539765,0.0042925656531201603,0.2853637623774879,0.0053901034573202505,0.27734900147793928,0.0027699741717039476,0.28315909867495298,0.011241040884127829,0.30559525916495733,0.0033851645261293098,0.29299019361602202,0.0080944343569234571,0.27865591465845679,0.001683343612144352,0.28801557874163014,0.003537041340718518,0.38072629891919341,0.0067290879846749075,0.30451958718799221,0.0050844913081993688,0.25042960159881739,0.0046522964086202585,0.31741118238799509,0.0046592493444175022,0.30009218156083844,0.01252720962650807,0.24878408801882104,0.0037322021846265679,0.3167088151294008,0.011492661682244238,0.30227614050519719,0.01170216295216759,0.28741017117914003,0.015236969578474568,0.26597839819642,0.012151610922839111,0.28910024327717726,0.0023436496637822706,0.42319264290625469,0.010076873570648265,0.29779467863759246,0.020819238645256644,0.27623833366359463,0.0059113876433351479,0.55778868681814009,0.008086348854431628,0.30521882100527337,0.018649473461834275,0.31877188805765988,0.011690033073816891,0.31658187906660518,0.0036479366988985064,0.25563759692968213,0.012965052142902413,0.24409190777544826,0.0032272318323390355,0.29087384002281846,0.0023802846908415613,0.34942955649721774,0.0027902754931899447,0.30307568646504235,0.0047576649342585134,0.2670452412778363,0.0022197830725205142,0.29520401355722148,0.0029546880373772298,0.28454837441373637,0.0043107158400886312,0.25145418291320909,0.0051114430222119842,0.30123835383301206,0.014529520147862235,0.28598527708840271
12.192,0.024919013020912907,0.22414361748731904,0.012971215816336479,0.24653018951550831,0.026022038367772258,0.20129971027467372,0.033284157934959632,0.25004091528888756,0.0048954438517177373,0.25430376393359438,0.0069917213770864196,0.23262414946346199,0.0067441313940665671,0.24905537325197019,0.0072271532345407879,0.27269473275729256,0.006446243427652272,0.28774850255880097,0.0095519526121358531,0.25650637822276939,0.003709163705878738,0.25999018537433299,0.013151407939480376,0.28410190925104145,0.0051858660484966797,0.2496901645659442,0.0081527829327743186,0.23377810480681238,0.014824386457606312,0.22902003578578262,0.013437395887124125,0.25989416728808246,0.003628772024491759,0.24860461580168264,0.020430761139145381,0.20854994050489506,0.019522551404997087,0.21763244333396692,0.0088511138898868403,0.23395725164608289,0.0049792526149578286,0.24099665940882836,0.0052843548131490913,0.23176356983800936,0.0066738741677265867,0.22620681569079448,0.0034259823249419971,0.22503592663096086,0.014520623388012976,0.23255968055801893,0.0042731051649791702,0.24046164996973154,0.010181117263181983,0.22111823110443013,0.0020509401880331626,0.24318289558404504,0.0048691140248667561,0.31737983144870086,0.0086808569225128342,0.24891571928015518,0.0060502623871564977,0.21768972614676887,0.0059882629982687674,0.25332573430008637,0.0058202556605041009,0.24460954341622348,0.014899434804553524,0.22777024252393929,0.0048395287717103727,0.26570409780691195,0.014623769882587768,0.22871009819063268,0.015050352939382828,0.24355656262284039,0.019239749765812435,0.21490710875765015,0.015125490745651386,0.23500956593611766,0.0032251227585749428,0.31825827492866415,0.012927038080727626,0.27053306231087626,0.025428530190394559,0.18121725625116214,0.008984262470014449,0.3473115699295049,0.01048817340444074,0.23564674554062773,0.024596212770788294,0.24923633687932473,0.014893684727976369,0.22969229338556194,0.0043266712735291479,0.27944413649570116,0.015986761320923006,0.22569829972230823,0.0040438400572572353,0.27716439051422581,0.0031374083269594113,0.26803529630567324,0.0035749959320460598,0.24568305432514967,0.0059025208179429526,0.23671957736730909,0.0027801495537711197,0.25363378590704949,0.0037157994142586908,0.26511386299426964,0.0051802379776968669,0.22011574549801671,0.0064599435985808308,0.23976766707371763,0.018586899227939983,0.22075223084354745
18.288,0.029661016878695962,0.16117639889370108,0.015571798822261894,0.17938218627323763,0.030910317100466555,0.16806700599999186,0.040243651521504685,0.18152570611039071,0.0059800369483060814,0.22032368636799771,0.0082487502989144739,0.18227303601771566,0.008175264788611511,0.19832937011936327,0.0088590103434326058,0.23944508322305907,0.0078516924492716498,0.20380283501567992,0.011653408182889619,0.22996499751271113,0.0045027413949257035,0.21402733864355672,0.016097007575013925,0.19218221838932609,0.0062679846813405932,0.21362363183480343,0.0099453531654369841,0.21139774081859122,0.017572710358517381,0.16215045192543279,0.016297546002357798,0.17838800258776172,0.0042835460283129545,0.19480581270501202,0.024435788763229035,0.16692255995086824,0.023177183447359299,0.16762076737493953,0.010685401141234464,0.19326814320368532,0.0059718365886497465,0.20597776283455735,0.0062780405277656501,0.20093249024443349,0.0078923941110585986,0.18815138599540754,0.0039996537883698891,0.18800608457190998,0.017215573263075479,0.16335152587571414,0.0050525132879596195,0.19898444727074907,0.012171781277621732,0.17982299536363347,0.0024570854125817395,0.21508278820150808,0.0060320580823931417,0.22295580094077352,0.010506441011192545,0.19283794345453811,0.0070936323406079419,0.18847690929158539,0.0072111466341005489,0.20120383047445173,0.0070262046001196374,0.20646537562063055,0.017996656657138663,0.20366019346112074,0.0058723008213846838,0.21366098923494772,0.017766172297769722,0.1847680020240029,0.018075443594106667,0.1711914358854309,0.023004235888756639,0.16469248867679576,0.018429685665397124,0.19665228299337434,0.0042291868900084916,0.28007435244557516,0.016364661445569258,0.2343693936795555,0.028855756423100454,0.14774077913818501,0.011840508534810822,0.25238343278176711,0.012302343406203222,0.20452039937288019,0.0304394806980109,0.20604752133886228,0.018370498970024823,0.19665306754563827,0.0053795009171697843,0.26800537215311487,0.019582844519864476,0.20147039862056923,0.0050656578028283996,0.25739103253474388,0.0037821310771174875,0.20695376967159035,0.004301354272680121,0.22028728797978178,0.0069842449607056892,0.18651514684157264,0.0034047262434488603,0.22608718919663562,0.004622128757854357,0.24389619676691243,0.0060951454643575721,0.19748439290125391,0.0076760443853403568,0.20001749349761838,0.022015979663432571,0.16395875740053889
24.384,0.034423513311640799,0.14160175370916223,0.018021873804337108,0.14406377339149709,0.036050963514009174,0.1539178547663293,0.047020071769506885,0.15114808412783345,0.0069928264863382958,0.17873954040398565,0.0095454270022872125,0.15729616370963351,0.0095318173363035802,0.15791486967905388,0.010561599816152277,0.17628205434158306,0.0088667481735014153,0.16840750903664661,0.01386732106779176,0.16531610990814805,0.0052064417702315001,0.18399203933312375,0.018724409960403105,0.14664881209461464,0.0073229095705066426,0.17892481077311365,0.011721240527777564,0.16115899461713601,0.020347462856989674,0.13471881322270279,0.018451716156708924,0.14581469348609069,0.0048551033479228749,0.17026736083798483,0.028451583981374224,0.14359812857494314,0.026817538890989319,0.14215265941983665,0.012435616707290051,0.15877319126672937,0.0069271125798134291,0.17025175796129396,0.007201247930723971,0.16568254176145589,0.0091084467539643971,0.15837684022810336,0.0045216547435636611,0.16861541648000203,0.019636147200201577,0.12779989854606599,0.0057590816987079302,0.1697849438798115,0.014067250409523436,0.14771827060709214,0.0028796150470233525,0.18611455885093328,0.0068530006766783797,0.180388696835482,0.012245028531486273,0.15754394104913627,0.0081307650493849075,0.16106623406602455,0.0084007541214061766,0.1638800234607258,0.0081634180533038982,0.16603327973275925,0.021051268031878144,0.14302052353007128,0.0068783012660853732,0.17725342825956747,0.020932841280250875,0.15299891476130545,0.020682578221180133,0.12899261404492454,0.026625495135207115,0.13680736358013498,0.021707525774962051,0.15198083296825285,0.0051259271753746286,0.21002049827249658,0.019868126962956686,0.1762460372822954,0.033034889257613387,0.14872778299383591,0.01412806030392094,0.17346139295960677,0.014455035065565341,0.18131606993037236,0.036672204646391489,0.1832269117448406,0.021432673056697622,0.16153855884844465,0.0064798196526981502,0.20223379053981852,0.023041776377008608,0.14879384106256074,0.0060589599619943237,0.19939607604486484,0.0043356802711783963,0.17601351900090739,0.0050847753277040693,0.20399955294611755,0.007984838193963997,0.15828489634443837,0.0039758922906670373,0.18814966622032117,0.0054975374620576398,0.1973100755311987,0.0069910124757984722,0.16501512778601002,0.0089588642389542249,0.17339875851092282,0.02526509023905741,0.13114868658241777
30.48,0.038071166145207183,0.1329976829267254,0.02017004743018597,0.1132738771375259,0.040938285846685969,0.13067235420154996,0.052870474314986753,0.13486298274654809,0.0079273702889082615,0.15422546426822298,0.01065084942770299,0.13651213344732827,0.01059044720086642,0.1482371013554554,0.011788011849056149,0.12169874231783323,0.010108172024886331,0.16218029769982958,0.015549415900645486,0.12200354128294236,0.0058465601761035386,0.16147823854847909,0.021193561549330716,0.11864985385342881,0.0082923524942108921,0.14719854496917026,0.013121486514611399,0.12682288845091794,0.022430708467452685,0.12232473507767413,0.02100864155841969,0.13655068228418901,0.0053881502539820164,0.15931905265653806,0.03227356177872532,0.12009707993588453,0.030381410829072853,0.11877558769635051,0.014014673196930174,0.12998940101938317,0.0076912378828193064,0.15784185620295363,0.0080702906373651961,0.14654635241201053,0.010048935591436331,0.13907859214054408,0.0049973657187887448,0.16008498948743755,0.02205221938551058,0.11423523352870812,0.0063857414820357779,0.15666449010295566,0.015777714775913162,0.120395744219461,0.003241711127370935,0.16230055015578815,0.0078449056056172639,0.17236286875330328,0.013651270569844522,0.13454574137718461,0.0090790491166982193,0.13935064951681375,0.0092798420823117251,0.1463715372180566,0.0092315686630417421,0.13901125237679504,0.023454619679682695,0.1049427264554785,0.0076731858816049868,0.15691614805458981,0.023739917331555296,0.12010298216737683,0.023086694650665842,0.10741548123654719,0.029699182867572803,0.11281903157266472,0.024481648948144523,0.11642994227261089,0.0057423503769059043,0.18317435232611159,0.022645078911201072,0.12585651209173757,0.037071545708919011,0.11990250533617253,0.016222191575625919,0.13796003780128416,0.016501495498243646,0.13003070705726816,0.04254806468853517,0.14760048960663336,0.024597380903370897,0.13925624855156871,0.007314290118062265,0.15569284786362303,0.025736209395338484,0.11088275576602449,0.0068328114616712787,0.16678424819458701,0.0048903001535464665,0.16766400296426395,0.0058065628597346996,0.17169854796544026,0.0088095622851854828,0.14126125713578377,0.0044724902977386939,0.16342688041742906,0.0061748574544066639,0.15995892888048185,0.0078220690879715667,0.14584269642062553,0.010134200853059666,0.14367976844977565,0.028481370683885281,0.12414711117365419
36.576000000000001,0.042272081476605772,0.12465936601320338,0.02218782071575599,0.096540458492867992,0.045355544304864458,0.11071177163671814,0.059025247311238524,0.1230801830534151,0.0087679154819148286,0.13300788788919829,0.011704345712010289,0.11182864977704868,0.011819911417173069,0.13202088043260896,0.012928476486600121,0.10784055928595086,0.011331793266248606,0.12247537052367691,0.017069718580399747,0.10084283252150915,0.0064866028845505267,0.15353926874905049,0.023533084189486544,0.10129574551534236,0.0092124368981435657,0.13195150759899402,0.014458690598092213,0.11249257487072946,0.024853222057481479,0.1134538369850073,0.023578532704575876,0.10909602011199288,0.0058709628312482382,0.14427719103016259,0.035861366690531069,0.10973538353619101,0.033671597126966463,0.10767188586769308,0.015499746213322532,0.11012953869964126,0.0085986346064551092,0.14929214752085876,0.008906641968045706,0.13149781690079282,0.011090350645169047,0.13392827328896911,0.0054935277408202912,0.15123794213255637,0.0242990799213623,0.095834695676430326,0.0070208571031550177,0.14072290547524124,0.017434908080822129,0.10666413276093846,0.0036003557321617288,0.15338073207346259,0.008800220668713327,0.14095774845488385,0.015121568739444549,0.12066942581376966,0.0099748120933492949,0.11774273391965642,0.010341621792770874,0.14371494711503896,0.010266755425452861,0.12744195107441103,0.025715236989346194,0.090099875444767163,0.0085031141157723006,0.13984850086638598,0.026456903306572223,0.10519270205158641,0.025271693850884548,0.088631889479347734,0.032727752033288392,0.097655111281199081,0.027013841072183926,0.096462732274459742,0.0065147954672918522,0.17974151550277442,0.025213901512501909,0.10349703703628008,0.040595152791258124,0.10160872276483636,0.018258077592483147,0.11914936025729587,0.018058712740668073,0.10201816539464344,0.047792489266182119,0.12167384603384668,0.027879195887957835,0.11839693732237762,0.0080658772832977749,0.13638661211856712,0.028417070420100051,0.098782293568567284,0.0076159873154777154,0.15012724721879867,0.0053782102043067092,0.15430058669722369,0.0064260550120918787,0.15038312297701725,0.0096894662600413555,0.12454599689509578,0.0048429010916289043,0.1604498804418624,0.0068121138533714619,0.15044542476481793,0.0085520586242698159,0.12443132445905672,0.011170688888707425,0.11258257045356308,0.031928590061934478,0.11483849588474226
42.671999999999997,0.046504754627136317,0.10386241283963864,0.024089591533847463,0.082805776651809007,0.049028240233772391,0.092080667306738931,0.064953540342904084,0.10473887720769036,0.0094891783715125907,0.10819121542154897,0.012670082623454586,0.098008733448710084,0.012953996299729313,0.10689194333610721,0.013970338627286119,0.099794322145018127,0.012416023704983519,0.10690425354504969,0.018404677645099492,0.083250161234647402,0.0070491549874247481,0.13236811989911437,0.025632073251709409,0.084149553960547074,0.010021735497241188,0.11235186507697759,0.015672168929115864,0.092878438122164175,0.027245854847423815,0.088769489351011296,0.02593065103704429,0.093301866487960225,0.0062576555456659204,0.1323813054913425,0.038950888088606625,0.096279881509701695,0.036554945003413282,0.095901890150106667,0.016766809149650203,0.089475474972297769,0.0094110627486900852,0.11513195326431257,0.0095753128170500013,0.10416392859227666,0.012028220331171055,0.098250228270126125,0.0059674467893889678,0.14041131763706982,0.026309581146795744,0.079615880983581161,0.0076035025472272122,0.12459416994753654,0.018889667841814541,0.084795699603740046,0.0038940881499323929,0.13951739537367377,0.0096271179314906842,0.11530350329226008,0.016532011299932838,0.097469208408234184,0.010753557243621486,0.10960942103930543,0.011295610526563773,0.10415516519004277,0.011114982812325801,0.11438682913311597,0.02766630670391268,0.074997470822156048,0.009297228118717445,0.11954043751929028,0.028808585291983754,0.08562632263055972,0.027246080499154935,0.076515445369741933,0.035524355876756744,0.090983765060878602,0.02916880874055303,0.079998380365437757,0.0072804609506993915,0.14726564892165633,0.02754845316844598,0.088100163052507757,0.043735980209985349,0.089773717311988979,0.020237923658483249,0.10130056068238875,0.019783926894487661,0.098180104051512215,0.052182960510673178,0.099769057725125301,0.030785301657298283,0.098431700303975828,0.0087653706048559845,0.12172096348678244,0.030804463235263306,0.082235481449164691,0.0083361645640594902,0.12403506053910643,0.0058358571074751051,0.14227316785147665,0.006950566267408499,0.14049766104775738,0.010510992438654224,0.10944011469539712,0.0053035355698795592,0.15982719372938278,0.0073692027844954183,0.13005469445636128,0.0091682447274601224,0.10950036165276673,0.012025679378594471,0.086583173878181846,0.03527494328235551,0.10473978713068822
48.768000000000001,0.049802203801018581,0.084511545342162445,0.025681758308384161,0.063626975259184801,0.052309305321737873,0.082084153861186476,0.069800696055327238,0.088100588193705989,0.010182762709390808,0.10389471161840866,0.013406483021962469,0.089555931884176918,0.013772430410382112,0.088761487208388085,0.014904521411710591,0.084843522723755144,0.013394346506861379,0.10188664544647749,0.01961030200319969,0.070335567017424369,0.0074768635397351501,0.1142668897035027,0.027612422235859899,0.07485963424614063,0.010766346304483993,0.10414373139477333,0.016660721976874328,0.077976728673821563,0.0290293583537585,0.066963056203199894,0.028347344581965521,0.088101463297257238,0.0066002875945138937,0.12396265099209243,0.041698472235130499,0.08418286781882782,0.03884220474802938,0.07827795356340489,0.017930186331378536,0.076377446412390818,0.0099547509640581476,0.091698641548661683,0.010175602566371379,0.09760491819326142,0.012692333201221305,0.079895759045390272,0.0063071461150603315,0.12759733101564588,0.027858074396646226,0.058042052512501538,0.0080168004258279885,0.11161874290392568,0.020092196690518122,0.06769606978867114,0.0041666182371415256,0.13659384890833884,0.010356699337172244,0.10590030541545788,0.017359439783866608,0.077377874209725583,0.011441728983226023,0.085472865595979983,0.011952336325994987,0.074138773438973085,0.011916538358912623,0.092128210394914894,0.029446621652202892,0.063157972287387634,0.0097888693315326975,0.099144797438036655,0.031031163676125895,0.076216876989875171,0.028976141803505349,0.061849767201587559,0.037703064644032565,0.07878489533127489,0.031338037706034196,0.075990222230877591,0.0079574981694213731,0.13123059444570079,0.029575036464285161,0.072265296082547614,0.045975446696395868,0.069725696249283375,0.021988552884756922,0.084129275986373514,0.021340396546261256,0.077387108438802227,0.056126568430900442,0.088113409744948926,0.033233023208811267,0.077182945950518903,0.0094519764661502702,0.1065744900762835,0.032845652738363755,0.064967266129696472,0.0089417421789394751,0.11010565095957624,0.0062424515333504545,0.13350074407402968,0.0073885134946079078,0.12135198912809202,0.010996059186882477,0.097740077950683388,0.005734533097318131,0.14038076825502663,0.0078481956818900397,0.11564090586197098,0.0097015809792572651,0.093730911732551089,0.012767987276316126,0.086083716322352358,0.038190035777241921,0.093541923909327765
54.864000000000004,0.051922656780407146,0.06932799290433822,0.026763908467709773,0.050569160038515089,0.055246751230981876,0.074723112342361342,0.073503215357289153,0.069213118366486248,0.010661117015223614,0.092111793286597604,0.013934404197889574,0.073609521108959616,0.014499654167378209,0.076497834451951338,0.01549632801895268,0.068855270613484176,0.014040094032165251,0.077384820484196634,0.020360314399958321,0.053249242438820572,0.0077815475361024582,0.10409685946150134,0.028925507418089837,0.052728356246392868,0.011312576771811276,0.096044563945946113,0.017351981722258825,0.060627414760777106,0.030204406850730742,0.04406960985979589,0.029962378946625706,0.06035368886170888,0.0067393435761803283,0.13643519878230048,0.043667291288108971,0.070136013991386886,0.040340154057575177,0.069824505834214484,0.018774255703580305,0.05736017489343341,0.010355666579779672,0.086383605871952485,0.01057170231194636,0.091600164703434211,0.013159990875385301,0.085204728949026587,0.0064811027549720162,0.12476849939912879,0.028658149435307249,0.052885684706341064,0.0082627974931379355,0.10687477854656012,0.020881047580764173,0.053179640473588599,0.0043408901400034429,0.13415660797150541,0.010841281231884143,0.091569393668206309,0.018309054795351706,0.066419630769931667,0.011804939701039139,0.072353068735881737,0.0125284376784115,0.076230129278349962,0.012405352550064469,0.066382368450326634,0.030571269845921439,0.05104217654912345,0.010355625391191293,0.095577116583512423,0.032698049600923311,0.055779993112624958,0.029864480508058826,0.055802257263611071,0.039310704162015729,0.068825685130070535,0.033162590469150009,0.054772626804882887,0.0086130446971837867,0.11822532533931809,0.031066910117285646,0.052244410190310286,0.047322650263641027,0.074627665365212328,0.023429070246666711,0.067228171767064179,0.022458120475920718,0.055712358385561316,0.060252451034576604,0.0855629481608121,0.035217494246961731,0.0700757277897225,0.0099689885029239488,0.08838489647838231,0.034195907015427546,0.063609602628783332,0.0094486352999840796,0.092179948557575012,0.0065525952003721568,0.12393372387863219,0.0077684855950619853,0.10780012077200868,0.011431656050135413,0.071513294138500147,0.0059954810823969924,0.1212787838102198,0.0081579606126325217,0.10527826386947969,0.0099060715461699363,0.087463487719113789,0.013430340610510565,0.083907399241164124,0.040414662015437613,0.076503540075244569
