Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B08,uncertainty,L13,uncertainty,G12,uncertainty,F14,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty,J07,uncertainty,B13,uncertainty
0.0,0.0050119910551555211,0.20602879505314048,0.0065236881893758827,0.39465826158265332,0.0070338854334651762,0.31182489720599482,0.0071718585015567065,0.17179994493949965,0.0052110889112340197,0.39529695862031011,0.0066576034517440161,0.41428133708450665,0.0059667819895428817,0.40582751804518952,0.0068758765518812156,0.37145959214531388,0.006917283399415098,0.3992541340768892,0.0062912410003363789,0.27820211352279567,0.0040493351904882331,0.33442001219410633,0.0067658465064704366,0.37146296740359874,0.0053690637741286192,0.44218815385910437,0.0075279573728103824,0.34097328666682941,0.006450542068784009,0.30119131557641315,0.0074427934505553643,0.21872971318755102,0.0032472060948063155,0.15615956093148711,0.0032120087957778934,0.37165036163209608,0.0068498898693958605,0.32092337948716615,0.005985499385127927,0.5012111685349504,0.0063022326652535394,0.37983272649283917,0.0049322494577787824,0.46316890507516695,0.0030529580652881869,0.37553777638904889,0.0064641396353276766,0.32393829849760986,0.0052583438381634861,0.53218064222592298,0.005282027879314438,0.39559542374808071,0.0063474538231681242,0.34475672026063492,0.0032738017782509852,0.33084252594829333,0.006035463450539358,0.42798259266746869,0.005931859782044393,0.63301905368624967,0.0067460511573076585,0.40778173171376403,0.0057684911192902536,0.39643517507542303,0.0064900458609471598,0.55897853279487031,0.0072201368843283938,0.37416481074894226,0.0060828596045806697,0.33916836085020646,0.0042641401399672457,0.37993589275313627,0.0066598503673832576,0.38392660620811764,0.0051344140547465141,0.30577541376708867,0.0033092316850377168,0.2596645241308389,0.0066092658147393164,0.38194761197451632,0.0065308878466272128,0.41178688135414943,0.006424004055865162,0.17192389889459733,0.0070591239387254407,0.37288579842659447,0.004870358262159008,0.18899860368522892,0.0039643388026985547,0.35686423519125854,0.0035311554767307176,0.12746279221428361,0.0044404694101459153,-0.067447576142798324,0.0043610706811956432,0.36168650932493335,0.0062778456009304389,-0.00050729982520394436,0.0043647987737919849,0.36996759854530625,0.0041408309223384815,0.21828434743751182,0.0049517574694312137,0.31240275258201966,0.0068079483448664248,0.37996868550959073,0.0022880430953484362,0.70351224424627634
6.0960000000000001,0.0059212363973097431,0.28015624655056781,0.0093530311553307165,0.29062149295149869,0.0090491718488352815,0.24286537631706007,0.0083370725526726152,0.29324840251333584,0.0071980662459478336,0.29908200748853603,0.0093750208629690066,0.30440799479122538,0.0085818931114920987,0.30636562512969445,0.010012222681357442,0.27166388824894844,0.010002361403689843,0.30860146700953772,0.0077000673142884109,0.19418383052546093,0.0054109898110959766,0.27558860855322276,0.0094415466935798276,0.27520171581681213,0.0083867766727404678,0.33945882972302716,0.010478693306174958,0.25456165594072916,0.0081625742913193529,0.28418922322241158,0.008900940365322017,0.27555028194381537,0.0036555535733911911,0.28016438854576292,0.0044086505198018058,0.29748270208892524,0.0089074607643606953,0.27359292145720193,0.0098357188577077106,0.37126903049354926,0.0090008835429387143,0.29584609289202302,0.0077180178871431053,0.3526032559991289,0.0043352344468153047,0.3053333836703126,0.0089601375733480496,0.243841883218923,0.0064570989279744808,0.24767433062202465,0.0075000955356942269,0.30673920818258965,0.0083786616255335494,0.26041630944072863,0.0044440597945552439,0.25212512892238814,0.008755943518718742,0.32042173448099981,0.0085209064756345508,0.35103384376144026,0.0096182523175846382,0.30343181233528521,0.0083347233742403909,0.30844350860208763,0.0084029445770894672,0.28916186447051279,0.010116745577153145,0.29147635917698744,0.0080663587692129547,0.26758238474622592,0.0058687236570124542,0.29792380308697863,0.0094437408735049324,0.2827260250918146,0.0066014326015654311,0.31056879058661102,0.0040750081924522726,0.27950977177226199,0.0092471906163376291,0.2930772539434654,0.0095227296925308666,0.31284469998024717,0.0074219018336922331,0.30031259407634819,0.010321670774553425,0.30081756550597494,0.0054051942333356974,0.17557762716215686,0.0055199797197027925,0.26452677428476168,0.0037512453582650451,0.2113369688874514,0.0039623972981545855,0.29778156429742841,0.0058824743998382566,0.28653556405660224,0.0062726882264796191,0.31369168448280516,0.0060532461177387458,0.29623037194104218,0.0048104131833020631,0.21871541101166742,0.0063588675003042744,0.25920845779583246,0.0096993109632552092,0.28549663383757679,0.0035151198263820142,0.39985225516085848
12.192,0.0074096008543415469,0.25057649790346559,0.011562055001056733,0.22910855902010729,0.011083596642948104,0.23882372067769242,0.010643987108853059,0.26683416358033918,0.0092190130620926902,0.23311625040795211,0.012108274734898089,0.23151663324215571,0.010761098583933102,0.22134411969457343,0.011729263927224273,0.23441641067807303,0.012554019574965592,0.21548451650074482,0.0089707630760819303,0.24328959655512283,0.0066473341139369584,0.22254118882124244,0.011599586397375385,0.22373585591755718,0.010350544461640626,0.21395502571252745,0.012325091290882774,0.22185257868086528,0.010437646425310979,0.23496381930298546,0.011301154662486754,0.23818594282593739,0.0046168494062497284,0.26751792245563982,0.0055630071639689721,0.23766568015608777,0.011288192787453188,0.21299921105202244,0.012497174866162615,0.23055538972234169,0.011052715252494405,0.20699865334808765,0.0097466111615104323,0.22890724312178323,0.00536032949597064,0.2311287902658844,0.010311345880350931,0.21964438426424043,0.0075675697860561443,0.2136772268906442,0.0094478123200403014,0.22306792152410718,0.010408654326810438,0.21260045711578293,0.0052075245108014218,0.25307941079320584,0.011209569261702678,0.22588927227502589,0.011179078898334782,0.2404536538216982,0.01222644344055791,0.22601200741052579,0.010375718331595502,0.20852871643797027,0.010510615166752557,0.20173276891802394,0.012636233950089382,0.21129917651692981,0.01000697608147919,0.21208367239797929,0.0074154703338944481,0.23333957190115751,0.011612946761008469,0.22775714871350494,0.0085000262995415903,0.25700873856516471,0.0051342166724385853,0.25074317474029745,0.011652414706290432,0.21190174441762219,0.012014243169545894,0.21742017133835737,0.0094821167950577753,0.26894628815091515,0.012517445481734208,0.19754474218682108,0.0060984282064716943,0.26851196487368639,0.0065076132210542701,0.25224054030376558,0.0043962380562926661,0.30207775086176425,0.0049251441329535971,0.32496966469874322,0.0073931151466288215,0.22868175516259556,0.0080084184621799642,0.31339349094425051,0.0075354636752406551,0.22497064804890921,0.0056747992944852395,0.28631348150982067,0.0078646914735954424,0.20916007433441453,0.011888487674058229,0.21976427942550469,0.0048021589226817946,0.28839067682119479
18.288,0.0091019832902681994,0.20137636131270625,0.013997669478231459,0.196608061346253,0.013635826608781623,0.21622769656731422,0.01339108082537345,0.20870695030851644,0.011108211660774438,0.1886799224903993,0.01417915944237217,0.16190734185455946,0.012799263829215505,0.17467331202661873,0.01407119844768316,0.21035410110769612,0.014524139048637415,0.16561927666679258,0.011069468793527401,0.23668913412962991,0.0077694102283625121,0.17925802294013435,0.014022902708726191,0.19539127157666974,0.011897921412917999,0.14292711001936201,0.014757147186853442,0.2003087309343439,0.012238228727057087,0.21476502485855098,0.013341907546327948,0.18184812402433345,0.0055230697272909031,0.21940460443374193,0.006411219047783679,0.1832544668946747,0.013037165590473802,0.20337692866848511,0.014668386031385122,0.15878053302157519,0.012943419445691185,0.16252136155858671,0.011386696975391243,0.15443997069171087,0.0062732651576402586,0.18680846376648325,0.012134502418089827,0.19271596147608203,0.0090200168329171351,0.20682703666813565,0.011233519092274002,0.17733028543584334,0.012409416545521084,0.17282442114873772,0.0063426870660843269,0.23798894015888902,0.013184654681155622,0.17547936458753244,0.0135654526121009,0.18425110051325486,0.014657590825585567,0.17636663701236699,0.011700475550683627,0.18045028911290117,0.011872391904013603,0.18382526226479523,0.014492459726644107,0.15747970406474263,0.011810884376353022,0.16190976852215244,0.0085793389467330033,0.16697578554958734,0.014052143769850887,0.19755499723408423,0.010421903783485707,0.2016633003592973,0.0060604864171298223,0.20590252679358118,0.013554431439691988,0.17125124900785774,0.014178722058057671,0.16341562548135113,0.011948797769096157,0.20559353785407017,0.014487385361845155,0.15048079378889376,0.0076243512878614019,0.27157630493316304,0.007876456821722954,0.23206854044563852,0.0056875539130332425,0.29041891344295362,0.0064838155576226525,0.25947907057279851,0.0085116142194597982,0.16661406724745687,0.010497994092459469,0.24239758120394692,0.0089013308770238934,0.17797197059145628,0.0072321136135221759,0.2761889642238492,0.0089952569513012844,0.20708209118819723,0.014254731180789041,0.18717373261619782,0.0058567651625618597,0.21781837364655007
24.384,0.010235668457154908,0.14613889691279097,0.016327378768335558,0.15034807075795315,0.0160344240805072,0.15661609664899337,0.015268586461853658,0.15114686297209293,0.012862157067139422,0.15232689204711977,0.016011692730641021,0.12784640543349163,0.014591574716228795,0.13935211687148241,0.01640069714213294,0.14831980052247229,0.016662055170412679,0.14786859975770195,0.013142409087499168,0.16570872508099863,0.0087164595062190313,0.14090196192744817,0.016292093955104638,0.14796319267212418,0.013431159620679142,0.12812107492350464,0.016948223054177581,0.13697559228201797,0.014677215880671262,0.19914539756900104,0.0153324579571225,0.15374987233327428,0.0064499158826592301,0.19630864241770291,0.0071844444870017713,0.15258073112653336,0.015456455563731004,0.19277595640734543,0.016741856321710574,0.13406253970296231,0.01465931355744996,0.13432855525017684,0.013020333138679643,0.1390407407388658,0.0070797195877596577,0.16434983609412471,0.013987769454272747,0.14102886711537879,0.010756026604380756,0.17739588531109582,0.012863749960234363,0.1471498379180822,0.014179082435742554,0.13785566171627475,0.0071478098257906847,0.18468064487138805,0.015243256313166031,0.15491496257679607,0.01524513411911275,0.13885529042648248,0.016730562163623064,0.13505566587923268,0.013652797349162804,0.17711505515317669,0.013622306697910921,0.16748527657265902,0.01635664598012716,0.1340459874801565,0.013097828973094113,0.12223161894868766,0.0096330026596617643,0.13518602014279513,0.016390647895234294,0.15065414533457017,0.012191655633238489,0.15482594793703261,0.007000616911648572,0.18531426489405139,0.015601054511430222,0.15394059023041526,0.016192549804287838,0.13599671389827084,0.013604866832509825,0.15437386046338786,0.016190281282946223,0.11879947814429452,0.0091586039173634139,0.18450936821672065,0.0091241888235044991,0.16127368800845218,0.0067969834148393204,0.19891769476012472,0.0075091468554528366,0.18701604124424895,0.0094581672928420908,0.13519879377467933,0.012157312925737216,0.17053407328470349,0.010061022884013966,0.13859802680286804,0.0086165462582592188,0.18062815280022115,0.010649808475922165,0.20076512696466783,0.016456945245326329,0.14331895450753063,0.0066954204074361479,0.17132072821724212
30.48,0.011259983178353271,0.126564987089651,0.017920451340698713,0.1069386313513941,0.017717659099346843,0.10691399740216354,0.017017893071990486,0.12097832952351599,0.014041315244418553,0.12184696973379303,0.017594397695831203,0.10193671681333497,0.016015565111590423,0.10390931826073907,0.018197681088502945,0.10825084030570972,0.018536555924913666,0.10862017123889563,0.01483198726308913,0.13088351603558168,0.0095562345659747239,0.12296475202957502,0.017844550389300579,0.10064736943731921,0.014496645398286503,0.11156538395002205,0.018540906764498415,0.096049630975980044,0.016457355887869889,0.13888684824492217,0.017314437300720468,0.12333485132081838,0.0072714574780280246,0.15359605598209067,0.0078473026155967095,0.13008367710151522,0.017206969741944772,0.13242739791165864,0.01820244803268925,0.095697601053169518,0.016172202442047163,0.10804824468780475,0.014160320285476537,0.11110456284438025,0.0077485729118812281,0.13625781759963002,0.015462759460471633,0.11321080893692276,0.01197172144900225,0.12887374501788051,0.014301333748009281,0.11916510064151752,0.015682395061741426,0.11280731153481248,0.0078858982226702977,0.15329400217196049,0.017013985558223366,0.11575568295809271,0.01695926810225384,0.12153460968360626,0.018492921626196469,0.10414086193653781,0.015081130280790092,0.12850405027404194,0.015409835686411414,0.12700686752494975,0.018271281377317813,0.11182959123096839,0.014222565956809975,0.11315029091684466,0.010494365448807627,0.1102754507018105,0.01802433991682427,0.10540296310727308,0.013405065871521842,0.12649659268152733,0.0078581671770048076,0.1509456373475333,0.017391999520580799,0.11333328890462173,0.017844094752484531,0.10434770898561824,0.015144997254160502,0.12626168645538655,0.017532582166555049,0.08996864228027629,0.010367471470614073,0.14332030347668889,0.010027587216057714,0.11857828629547675,0.0076338569903201033,0.15151494986464575,0.0084184875889498113,0.15223103870801263,0.01027264848062753,0.11095622846412499,0.013693199969416536,0.13516126050874416,0.011052080543492569,0.121052118130609,0.0096148342928710148,0.12989268425172357,0.011866038075480905,0.13769387178935269,0.018033703599814273,0.1002643702586998,0.0074307193868555369,0.14460847941686206
36.576000000000001,0.012235294397101384,0.10167950346697824,0.019470393839814037,0.089763231176706537,0.019259457454997939,0.089373559624717464,0.018610146481889384,0.093934645005747275,0.01526207264899441,0.10780811958825716,0.018769304450669502,0.074851494301134747,0.017195274478489314,0.084896301224261159,0.019661182122105551,0.077751766146370194,0.019903240672901324,0.075441552701521336,0.016257091942307181,0.097561779462185985,0.010220740973644459,0.10158826463113477,0.019263262167915907,0.084530149374001828,0.015620024644377485,0.099726845014300389,0.019916430649400994,0.075676425852052906,0.018000871962663905,0.10987969097605126,0.018843489785394005,0.091511035935306712,0.0078841083307293926,0.12516506916563688,0.0083372221098803011,0.11513029847489389,0.018695536441318338,0.10235910301775482,0.01939735729549347,0.076015037767183768,0.01739159720927938,0.084459832518907083,0.015150688447674188,0.096305898223959796,0.0082898054135625635,0.11798030642145847,0.016729570144529901,0.088755133244266954,0.013083397093207163,0.10982378021992156,0.015561347525851853,0.10006016877613225,0.016966688469527254,0.091960156034516974,0.0086282761488645984,0.13081806467830542,0.018290311292459782,0.084639157662506084,0.018676086832701114,0.10024364040965089,0.019906638047399092,0.078359134741957118,0.016325361020609629,0.10334027980939706,0.016765912120057205,0.096899675295061688,0.019691907421288537,0.078906065388156227,0.015628444254895835,0.11089758611178088,0.011182767988936956,0.10217690637479346,0.01956109510058603,0.087103637753242591,0.014662633974954929,0.1162132231473048,0.0084952584725393951,0.12495768492390581,0.018688005929358101,0.080558003445869178,0.019332920598592596,0.086722269186832637,0.016616384023734786,0.1017698440916551,0.018749690733655896,0.076835117444957635,0.011427677888852751,0.12205146637843577,0.01080848838741637,0.10666662050746352,0.0083553121744650086,0.13267002807487213,0.009257188619537499,0.1286168256836448,0.010925207980531345,0.098025054514895613,0.01519660728081835,0.11452388532055539,0.011953266254465656,0.099262114616632646,0.010498755542033321,0.11185014744266487,0.012940986138212861,0.11539522235849792,0.019459429053818578,0.081054929471593637,0.0080492971556939963,0.12628798161340712
42.671999999999997,0.012891063069846019,0.070723746087558534,0.020764085938289666,0.070977162181993736,0.020558690064628519,0.07310825879725838,0.019618349848845439,0.060687004615786876,0.016536705255489628,0.091935674074964141,0.0198609533520317,0.0631934086359143,0.018306625191527315,0.077437870278638923,0.020378220877378891,0.06502343577735871,0.021082680696704402,0.065561522781569223,0.016915292451821641,0.086708630804294168,0.010710682080444827,0.09076440857024981,0.020493667943560806,0.069330003078846472,0.016753795302169368,0.084625558248056704,0.020969129281340548,0.060861428495812678,0.019494145064509531,0.085457161363408141,0.0201591402457399,0.069978986580605557,0.0084456466329613337,0.12080884076622077,0.0087619081385631754,0.11181416146187483,0.020181291841310154,0.077856249332620336,0.02081327519959723,0.077607546321547607,0.018444852977555423,0.073533144542249074,0.016400766277254498,0.094088947033309195,0.0087434148303487339,0.11337976466996702,0.017308611179226344,0.076782198608650376,0.014139247046383299,0.098574467148457343,0.01658806388414763,0.080809003444226354,0.01795773334740593,0.073221113967637544,0.0091182466593907174,0.10535942914714272,0.019323239639797058,0.067339586074887575,0.019988346878440581,0.072793341240817086,0.021183557938167775,0.06476651850206909,0.017555704142434552,0.082812537358055854,0.017883397475028363,0.076854262787502584,0.02085423073045567,0.064884651090914416,0.016758568368503833,0.085304981552858414,0.011819194247551379,0.083609918112942355,0.020850027029218947,0.07044674968845295,0.015903397902490783,0.096440459613361798,0.0090545015956413327,0.10976791352133293,0.019770479673807833,0.0630329014009674,0.020549002056184377,0.069831653167085936,0.017559677669210461,0.071546567745906953,0.019718953055446343,0.058752046619385018,0.011960225886111186,0.099054836711727143,0.011450457286511758,0.10160032803222163,0.008938615479204888,0.11150339190182101,0.0098080909726803618,0.096029180751088516,0.0114823778316399,0.097939708736538816,0.016259538020764082,0.08353651861107779,0.012726674504667856,0.077808352031226463,0.011217656525123961,0.10122091741549093,0.014012924585782918,0.099210433479814952,0.020623161970342509,0.066130238758783988,0.0086639679694115873,0.12424771856452063
48.768000000000001,0.013348529912249871,0.072616017625604601,0.021537000832486285,0.045289647190705586,0.021421535832109623,0.050152537644708985,0.020393722032289226,0.048452598306017808,0.017473184493799726,0.07192116149939369,0.020751128619756823,0.054823740103171474,0.019153611553875287,0.060423262762691998,0.021457734502191825,0.067613081378565823,0.021981890370377545,0.050016526374249089,0.01798117387579613,0.090542650691004853,0.011107131054154933,0.089136926150467088,0.021248502497508363,0.051870547998283327,0.017554331822999428,0.065970821445416925,0.021654731285565124,0.042200438179564224,0.020475605501467261,0.057328071565252749,0.020830067929948477,0.058676132603695995,0.008898602424875595,0.10425024777500635,0.0090657377060884992,0.096791555046355948,0.021104565161334306,0.056438469384953643,0.021882732111387679,0.056845008290994793,0.019169246969409443,0.055276153309306152,0.017414044235327154,0.077462848513719998,0.0090503369928454491,0.096848520028778778,0.018189761250401032,0.077434874301111664,0.014795923796991978,0.076463882831925942,0.017410748950620569,0.069451844425673148,0.018790704465820905,0.060112999219992344,0.0095052357807161487,0.094282212908419955,0.020117088719987266,0.051211012971713855,0.021067229367735883,0.061517970069882875,0.02212344576027939,0.049275680590970483,0.018341425846111949,0.064114732464680954,0.018441357788018573,0.06197644823290914,0.02153440258233346,0.044192831847083919,0.017533293748574652,0.064673933478184675,0.012307081792679685,0.064626598906752347,0.021575263033777999,0.045089970030675913,0.016918497929984212,0.079842987158764464,0.0095385679743313165,0.098791057107684849,0.02058767301952651,0.05217926036345142,0.021447863259875629,0.050346079992513178,0.018280521814641938,0.061463039338813689,0.020399538374516423,0.044299186318729165,0.012751918266811471,0.091553676262318154,0.011948517397628308,0.076120294725518262,0.0094080261552068195,0.098599571519973769,0.010258770307921498,0.085564869126333987,0.011916590263532987,0.073078946927998725,0.017057975489153918,0.06886292907451208,0.013321939742819049,0.078031946832337259,0.011748248882789613,0.096460525127900557,0.014725548743796169,0.078728207693490912,0.021398787462784598,0.045746084690405142,0.0092666336241028768,0.11117431418517017
54.864000000000004,0.013699344647684238,0.071159153898497904,0.022284595639404652,0.037952141753912573,0.022311967112274862,0.046258309108904015,0.021135238005111384,0.044336138328570383,0.018083842384252542,0.054275299851414591,0.021254892018980762,0.038870590424734432,0.019670655805799471,0.041763224463181266,0.022191273333037907,0.037457776553832103,0.022455640122568905,0.028253732950828718,0.018813388861794053,0.058279838912987415,0.011249933358209124,0.082876666510634467,0.021972076129345701,0.041789083576484427,0.017908719204755286,0.046681401135061876,0.021989375978080546,0.022782735835926361,0.021219283718314382,0.048941203168190568,0.021622161326876995,0.052159738874877001,0.0092756559643611229,0.092479126208091428,0.0091711139715433647,0.083998021055171165,0.021796970637048864,0.039695371314916253,0.02242900099382444,0.029141289818073492,0.019347116194750418,0.037692855718051768,0.017924935768578152,0.051476529845209798,0.0091734477104124194,0.085561586917347485,0.018765929343415619,0.055604895463088409,0.015243840662964182,0.066265840084689456,0.017995702586862516,0.05459129808422284,0.019339333382190863,0.044351900115332903,0.0097087111792825247,0.086415934330012684,0.020592135600356953,0.034991600499442443,0.021647831703053184,0.038749560292197019,0.022692555790799072,0.029735741067531896,0.018839238094559573,0.044297223186363602,0.019103232608509688,0.052516148772290411,0.022112082182108722,0.030087375194510373,0.017944209988334008,0.048685625336956646,0.012504474235116844,0.053327006477505053,0.022287508087977907,0.03783657700163702,0.017614454538738271,0.061108953691030705,0.0098579995126572353,0.09138945018506206,0.021081494686423317,0.039352734757759564,0.0220915094596945,0.032621189985629177,0.01886087871069022,0.047621425325199286,0.020671260692476507,0.033235045222717648,0.013383180486137257,0.079405862625031465,0.012225836474534301,0.053000117107701021,0.0097509924608888444,0.092392299198809924,0.010740713083578192,0.0902853073663544,0.01208386683405735,0.050645927260691281,0.017814437648850594,0.063078590339939344,0.013644812148805849,0.071612490495768899,0.012097632397688341,0.068919005220899152,0.015237336817117917,0.067321552001713844,0.022078490188879824,0.034824713150000665,0.0097550983649726843,0.099690186880309506
