Location,K12,uncertainty,D10,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,F08,uncertainty,A11,uncertainty,M07,uncertainty,E09,uncertainty,E11,uncertainty,N08,uncertainty,L15,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,D08,uncertainty,B03,uncertainty,G12,uncertainty,F14,uncertainty,C07,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty
0.0,0.0049723818466714115,0.29123528408371635,0.0057244714533935476,0.4113252967223045,0.0041885043098265091,0.28881656893208496,0.0058879914429136246,0.18394076817131269,0.0040839950684094899,0.4403375371627648,0.0052032243250229549,0.25676483501985742,0.0042250759412469311,0.47655821080886029,0.0042982758469906372,0.4301223172928979,0.002452961480810781,0.44231083405590804,0.0050611012451065003,0.27671844192927625,0.0038379822538430379,0.37358358882937137,0.0062004675080086615,0.36359649119575083,0.002566841646080396,0.21325463362558617,0.0045222452301469001,0.37863675418075382,0.0046758458471577195,0.46757718245488528,0.0063020968774525231,0.25906922519497982,0.0036794456464144597,0.32275459785966759,0.0023479503581082897,0.38038566626489639,0.0033381541384461416,0.58344179461841639,0.0039282609824624233,0.19046372395388453,0.0042325951200846016,0.37840521821122303,0.0026772570171050528,0.3591311044661909,0.0058335590652587813,0.2324840396060171,0.0050576866320171743,0.43424546305093509,0.0047314319960334679,0.44787114649075899,0.004336667444047885,0.42907475070722334,0.0060168534395822195,0.45117978432756223,0.0061949282225667573,0.28019464935557603,0.0041168465357629474,0.18897067480437713,0.0047673479232731349,0.37472299883244159,0.0024193804292569204,0.24048615762550227,0.0042209820357703961,0.40739950756220294,0.0051160642663216523,0.091113199453020391,0.0044230312460425154,0.28982242532738739,0.0029743281178836989,0.3990393298719444,0.0031336229883054713,0.22404918895253631,0.0022582227996053848,0.4591605109785869,0.0028753181826474028,0.095904706695034619,0.002779132730646513,0.32318867624561298,0.0039163965416378708,0.20730676497272571,0.0031984342256934852,0.26330762786952205,0.002776924705657274,0.46002327939532262,0.0032804173677066241,0.42417905185785804
6.0960000000000001,0.0063024178580051602,0.3590282947847428,0.0083007786952975574,0.31021831378061404,0.0053136054925759816,0.30975746098502882,0.0067865912430703718,0.36102038780240864,0.0061751064631015481,0.3214374491738658,0.0063114686650736496,0.34945108362534694,0.0063955063385634208,0.32322562561527701,0.0066939808451145586,0.28250636665394446,0.003548667766802318,0.32872390014325059,0.0063448786181122966,0.34559204284403472,0.0052882782809939057,0.27935489242262801,0.0084603821078518479,0.27699469358004064,0.0030411806941531313,0.33068292962958007,0.006412160810198902,0.28748061121634727,0.0068210291630306898,0.33584288458365663,0.0075946047007173258,0.32268524702402135,0.0047601070504219543,0.2741399863341562,0.0033569723894665074,0.29225974694798967,0.0045833387385943612,0.33016309240110808,0.0045981606100903259,0.36580527148134756,0.0057184517542140092,0.3385965091952563,0.0037007608689475628,0.28916857524719175,0.0070139717837754334,0.31922912734167963,0.0076274482385436425,0.31237215334150298,0.0070055275563507312,0.31632349541908661,0.0063473812201201999,0.33149197665133168,0.0073782917647622175,0.31538027966679077,0.0076007826295843425,0.31145341918063751,0.0048318824464612499,0.33688039312258117,0.0064675990621586767,0.31334042152058922,0.0028949566874498368,0.24621343376457644,0.005997765654062224,0.31299489136393588,0.0055232359825589383,0.45328528703022403,0.0055955784532929244,0.38950447369108077,0.0045054241617548431,0.27225938369227004,0.0037646407495301867,0.34463098790866448,0.0033514369292030229,0.34097056866839759,0.0031014320515501607,0.3015773810703673,0.0035430643668554573,0.23746565687775759,0.0046439497773115724,0.32349181532856619,0.0039757029289152618,0.28401277854886503,0.0041970465744254224,0.34991782068708205,0.0047315924686152358,0.32634184293368868
12.192,0.0084816018604695065,0.30208386859198044,0.010409247020067642,0.22202547148598559,0.0068216330955048806,0.26893448186051361,0.0092770985479315709,0.32830675206966747,0.0076084960749551196,0.26527933431656747,0.0085812726760441591,0.28741696433591607,0.0080466225370681693,0.30059960469835889,0.0076085470157238504,0.28940901752452286,0.0046085176106328571,0.26064125697431784,0.0084383370150906013,0.29278822782499675,0.0064936041429765768,0.25143742752125181,0.010502368805899403,0.21315184928302519,0.004020685406311484,0.30405891809256175,0.0077613402017398291,0.24616869558380816,0.0089896037325029599,0.25502583631348252,0.010217755155062465,0.26418724853074121,0.0059243631870161718,0.26677169326012423,0.0040718682887335841,0.24625225664974643,0.0058328061946940199,0.23999238775513881,0.0062426993043619913,0.33237116943397765,0.0075912133604653488,0.27553142924282381,0.0045635052978090264,0.22720941579491671,0.0092064050222609595,0.28151773581873463,0.0093437971256974551,0.25659632371918817,0.0088340808305189394,0.26557569326353464,0.0081074174289315938,0.23897959113262804,0.0087377382299974639,0.24876697706013928,0.010113138908859291,0.25113626339422024,0.0063381348454499943,0.30533385832741344,0.0083417175220578468,0.26443212767487728,0.0035190779236890495,0.29850000637185614,0.0076100542656169232,0.24217987076670897,0.0081105639323657778,0.40967801762630368,0.0077281041720706134,0.32742728715457214,0.0050752941293103152,0.30173584008908516,0.0050157569812139561,0.31188793888113825,0.00435133435705869,0.26005071688633485,0.0039608941027463188,0.29719072578827338,0.0042735105298148494,0.31445178478611469,0.0060378948779149415,0.29628585415437653,0.0050059210456035513,0.24693116398032444,0.0054136166426705275,0.25494466387595061,0.0060771728791307773,0.25267508850230752
18.288,0.010630576790378167,0.21544404467134257,0.01234181209895549,0.17000129703943728,0.008542404351704596,0.21945851646952841,0.011384708208759803,0.18965307597095643,0.0092947898684440124,0.22322699100391635,0.009791615741159377,0.26727861434289868,0.010308264672676939,0.26915421703147274,0.0094564209554193514,0.26066947777793442,0.005618109289129032,0.21566397062194054,0.010533239531436086,0.21248803939078656,0.0078738879055765022,0.22166845598486237,0.012237641623709883,0.15557621809828623,0.0049319705900248197,0.22037684454446585,0.0093442547965097728,0.20993098868302851,0.011065668740737115,0.19672641856685438,0.011064114775251807,0.26755322275262694,0.00733588207292654,0.24084654286591903,0.0048660581868861692,0.21946530768192138,0.0070656500700284714,0.20771020489594219,0.0078543622347561227,0.22676502460060882,0.0091587559842820337,0.21044010729737325,0.0053011669375959769,0.18266869657146959,0.011206864524217647,0.1843438082288513,0.011641373838700198,0.20429668029206813,0.010970929115629559,0.22378758785020439,0.0096754922955914462,0.18105518719032374,0.010104478000594486,0.17814886936469637,0.010908631084636371,0.26245316986001005,0.0081333534946700283,0.23513841598157287,0.010550266228560175,0.21967231515748933,0.0045287954552067581,0.2850459763564705,0.0092772009845767233,0.17839770502902791,0.010395152835453579,0.22648409308024015,0.0098248563332675402,0.22466825528672044,0.0063512959410876755,0.28515791269050972,0.0062491130934617545,0.22702388373513169,0.0051520528548613881,0.20161792677260101,0.0049891172397044815,0.21886003314593558,0.0055985104509731357,0.31129852147765402,0.0076159250186635169,0.20895020354206975,0.0060111744716935403,0.23930420586962378,0.0063716357102534009,0.19493616153544568,0.0072597311555248831,0.19519261631968776
24.384,0.012474200583836279,0.16365324966326208,0.01390901212564811,0.14371694251363465,0.0099968281942208487,0.17316375971368425,0.013015170595168322,0.13638172413736641,0.011078151380471237,0.16480033842849043,0.011923613254164567,0.24432061055222498,0.012524365216825064,0.18843074331115023,0.010754465826381721,0.21200786598197083,0.0064680137416664885,0.17420917329071145,0.012376738652769869,0.1646177191429711,0.0094316687164615887,0.18078305520289925,0.013701913174564118,0.15099379544394598,0.0056307527335525201,0.16856025534061692,0.01106833763319825,0.16025394461740108,0.012836002784693259,0.14869639552959035,0.013033333720867806,0.25405544111914724,0.0089446263426210346,0.19727588942406651,0.0056999393672412246,0.18521756706371301,0.0082752570446736375,0.15805503999265005,0.0092305839353074917,0.17042016492943246,0.010793688575038053,0.17881127223399967,0.0059064845202510333,0.18012978894641823,0.012769595584650434,0.13451663332570096,0.01241363306768715,0.21743117897111347,0.013214971641354399,0.17415091627864521,0.011114289132267989,0.13723957243627694,0.011429449798965624,0.13887455769316701,0.012842081866016784,0.25199522700125154,0.0096278527316784983,0.17598149618893075,0.01189499256311669,0.19088493881600066,0.0054797569235396446,0.20774530017839832,0.010086401128251066,0.21914462529040354,0.012114405827076378,0.15888223393905682,0.011388656130404034,0.15573282974172356,0.0072323893669375833,0.22368682669039849,0.0071653050062014017,0.16868799601430798,0.0058720761746168986,0.17287446088723793,0.0054687243408765062,0.23721805216820932,0.0067521931623158926,0.20376268276452314,0.008348861464351813,0.23971046624479575,0.0072852623204922966,0.22321484921405019,0.0072609545631044121,0.16634229355624477,0.008309896478483101,0.15191976624275033
30.48,0.014025490470809388,0.13902741400908003,0.015555805344817264,0.12566809486624803,0.011383047263422508,0.13789887732044273,0.014405934961541817,0.12163639688023001,0.012342469639077426,0.13639668650138856,0.01351416993576833,0.1945207132020953,0.014256070593702246,0.13195826318778281,0.0123453407148508,0.18927129839059206,0.0071629434594420284,0.1603108394118348,0.013908943380760284,0.13897824853570431,0.010771941816212549,0.15296969840643562,0.015602321895265297,0.14911901562388208,0.0061744120563907885,0.16483748529688613,0.012346262225162588,0.1367141850645022,0.014314042632785311,0.14401783190751105,0.015723411464118538,0.16719800328933329,0.010339001669848281,0.15827302393597925,0.0062905235625804719,0.15700721124764785,0.0088631228674202565,0.1828892078660431,0.01041864330154549,0.13749245092061177,0.012217152994303461,0.15223552646672811,0.006706257207069145,0.18079482787107221,0.013920579519692482,0.12623606732505693,0.014188365072131783,0.21308869926289348,0.014813139378559199,0.13938928665748107,0.012244245649973862,0.13980041200405235,0.013004021884861281,0.13270255291604069,0.015433665990898193,0.16434866977534957,0.011013030300380509,0.13822040423421328,0.013626844918829106,0.17273237852336723,0.0062143744178916084,0.16264725686704201,0.011972382822532107,0.22959173539000452,0.013636798573694412,0.13580593119582354,0.012870503849816823,0.13825980137959801,0.008276722584097897,0.19391601334928857,0.0080334469148199313,0.14975043405778918,0.0066801843316760864,0.16038568731726174,0.0064881368532411429,0.24318890855224001,0.0076093553476413636,0.15405954629560945,0.010056960111870506,0.24793682411114337,0.0084234591238128743,0.16112185199027831,0.0082702936139995194,0.14187177510412144,0.0091874775560975164,0.14529168687296773
36.576000000000001,0.015672264504868052,0.12404390778547514,0.017128137103532528,0.10508801070644087,0.012572603190614942,0.11416988051055199,0.015760097731678881,0.10447281256589185,0.01373822940346269,0.12664908248373488,0.015374557695674465,0.16929589807010734,0.015557609584284558,0.12405747257287085,0.014001767655964358,0.13246806135679642,0.0080564843929494499,0.15821960828647577,0.015527761586458194,0.12289672701341628,0.012119256248195036,0.13532427851820092,0.017503741434057647,0.11030301563617953,0.0068526801652758259,0.15514966687819554,0.01375137487510299,0.12819873447186064,0.016188513679642441,0.13967384909891148,0.017282788182907696,0.10200050178614381,0.011631140965736109,0.12717086137756858,0.0068944780700192481,0.15022357245206167,0.010182697577668621,0.19687301611279309,0.011383559462862182,0.12506160604008243,0.013683162506428415,0.13278637877459368,0.0074785344110526687,0.14376813665985474,0.015289935228375601,0.11618043061178958,0.016716602295587003,0.14873917989848198,0.016508672341371673,0.12056244341548439,0.013736135451881896,0.1426904898287647,0.01384278348252361,0.13717380402227192,0.016933821846065799,0.10082978986126791,0.012224665360157844,0.11668709934650992,0.015692805887668571,0.13797526686252071,0.006776105486676804,0.1603929070014031,0.013581269094583938,0.14125973220347818,0.015110077339354787,0.11725165852994453,0.014596383354665709,0.12371133621491182,0.0093520435417216215,0.1368542370541361,0.008991245784823125,0.13305160744084177,0.0070862336573171208,0.16565007153043759,0.0073747541980821668,0.16415595990386841,0.0083351951062416423,0.13109046060946908,0.011559066857716639,0.15357921290304283,0.0093123173598584838,0.12192934544611567,0.0087618444996203949,0.15123008585972106,0.010312044598166261,0.14869936824956656
42.671999999999997,0.017222795102069515,0.10153472718613769,0.018642611446177536,0.089826587787599846,0.013552230640804368,0.097641199827022282,0.01705466684854829,0.089625906299322544,0.014895579825317314,0.1078773307167792,0.017230400983722954,0.11986760729173415,0.017217052330465006,0.12208520429069197,0.015288401385489139,0.10164361882163318,0.0088039750027663882,0.12434021848874657,0.017018651551497961,0.10237723828102953,0.013226929139009785,0.10858734485141831,0.018548666060930107,0.089139797312854208,0.0075279175004892493,0.13161770249722085,0.014931112478956107,0.10124679288665311,0.018051241945099741,0.10518823178370953,0.018484643867857111,0.088452822010632703,0.012790407815382336,0.11014992991903005,0.0074144144725346011,0.12867888256518645,0.011332564003701221,0.1212156387496658,0.01265117849650375,0.12808677195775536,0.015016249410818595,0.10577548463607156,0.0079079249034688139,0.12425147598571545,0.016627266061120725,0.091656297623553248,0.018198334269017982,0.091211238455168681,0.01800452579115052,0.10164620742550041,0.015197555919082029,0.10880345007061543,0.015260226554035057,0.13151543112031741,0.018098644844092217,0.085729611393180846,0.013230728318722417,0.11034040160118298,0.01716418925929579,0.098889701086151569,0.0074689995165050371,0.14958377115128915,0.014667909363182536,0.10190115316727352,0.016500471445904993,0.097608407999359256,0.015432936853657979,0.13840559787051734,0.010168883771831652,0.11314423587932594,0.0094747778783121107,0.13475112996109781,0.0078513989527261852,0.16749399404229554,0.0079780186061932309,0.13087492763966702,0.0090466677478211032,0.11956502459398649,0.012672641597873948,0.11815059763418463,0.010128731319812914,0.11724907247566202,0.0096800835538506554,0.15227762804126332,0.011392817953805437,0.11057645454759939
48.768000000000001,0.018679090809353434,0.085828749838669116,0.019889555037735738,0.070779337379080778,0.014581351668214825,0.091164826693786186,0.018197542042580419,0.073141210679965346,0.016099408172069146,0.098911946022778571,0.018720484274351058,0.091507419633579196,0.018825256496752821,0.090524106148303682,0.016352832709129253,0.082617345030692568,0.0093398845107267349,0.097126529004527715,0.018459272153722048,0.087584214842210295,0.014150644983101601,0.092863220832428345,0.019881982807179354,0.086826317630271391,0.0080141486115584346,0.1179672324591437,0.016019403901565653,0.088534366428839148,0.019065883165024496,0.085297959974096796,0.019928294472962502,0.085495416968998303,0.013739330547402718,0.098226834910747809,0.0079086739590694226,0.11736865030688726,0.012102867842803738,0.085816872903321739,0.013789543104274393,0.1052028059241461,0.016194070575907413,0.090249353117473854,0.0084456267843973434,0.11691411008227694,0.017510704033246199,0.066760249530625537,0.019250967873885666,0.072325405686646804,0.019552482059637891,0.093931727898783235,0.016018751400749286,0.082614842117401041,0.016321256716034602,0.10020014270298648,0.019481972152479578,0.086266342416425931,0.014449581708073353,0.10817426367144177,0.018415159365208884,0.079251740026492934,0.0081455253010855669,0.12925784869047666,0.015955683084682201,0.09601933828872071,0.017774831484313556,0.083071862849508016,0.01711712674027575,0.14567234979044191,0.010867647099648003,0.10743531739896212,0.010371356267156042,0.14252224596667198,0.0086418621153413807,0.12225302868723779,0.0087366428562418337,0.12650297340342742,0.0097198004326165786,0.1045057858518707,0.014036344735674531,0.11595261554738326,0.01101054830030535,0.11977128161077223,0.010577124449455853,0.10995987949944022,0.011956291279432296,0.079821658342192556
54.864000000000004,0.019846899844456953,0.066034327847392243,0.020785433569858583,0.055868738021014643,0.015318683615027466,0.073301157418044938,0.018963237423003869,0.063067351647751707,0.017098288827957105,0.068375635841323182,0.019982269925419786,0.06950950921236497,0.019907075914735322,0.061138828055517604,0.017121422257282044,0.064177332759663128,0.0097934232888901452,0.083778671294685955,0.019644077307052771,0.067340441221528227,0.015124884373658514,0.081511905289995579,0.020904333301027301,0.063833137395298223,0.0084292595557769971,0.10335391925307608,0.016757800425895811,0.059668880332534556,0.020398538963976771,0.079465499429196687,0.021329478141368974,0.062724726943697517,0.014771725262472437,0.088851550918836966,0.0082387811257409304,0.10681732219611223,0.01295560644875832,0.086594066252477356,0.014592295853147599,0.075908070481228024,0.017151887369134863,0.070129955264544519,0.008848603153756688,0.096661923613496764,0.018140561980605967,0.067471512271174885,0.020491836055204101,0.064716907023989301,0.02082043892881881,0.061116651210064189,0.016919858328340153,0.070305435691768559,0.017319753302828315,0.079958665589897268,0.020674849805386208,0.059307234192341469,0.015475848894311228,0.084153549388185894,0.019639486929423654,0.069873905402268954,0.0086209667145295769,0.10416554737274375,0.016946277462310661,0.069885259548143369,0.018812799474363082,0.059881913238882326,0.018846802473479595,0.082678417112048971,0.011338353507446273,0.07344927936575589,0.011251381657325739,0.10388299953533599,0.0088245266043557417,0.1017460542323784,0.0093674819174766524,0.10176755134702309,0.010263283617459311,0.090951656346090523,0.015129329930317388,0.092525908453221076,0.011767766834910947,0.087359247940196533,0.010753860878501168,0.098339815428191604,0.01259558044953922,0.081850799497577412
