Location,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,L13,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,G12,uncertainty,E11,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,D03,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,L11,uncertainty,B03,uncertainty,B06,uncertainty,B08,uncertainty,D08,uncertainty,C05,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,P04,uncertainty,J01,uncertainty,J07,uncertainty
0.0,0.0096194709327076158,0.057229752881175378,0.008215409450201409,0.33756922796866207,0.0089348447117144399,0.2591056680685338,0.0086475711490320694,0.16820880264906746,0.0081333493968322231,0.29860024442020683,0.0095360948223231021,0.26989149363109333,0.0087843823695495839,0.33256335324107894,0.010737211453594011,-0.10812378112577385,0.0046960867108715824,0.37509525041338071,0.0093200074436629067,0.26619478190452373,0.008556017517550956,0.27070685936939537,0.0099162547927370229,0.18120662970932869,0.0035328795968547423,0.36119209940811198,0.0037378760944531443,0.28275063091375358,0.0098171269655962581,0.16304619312283666,0.009718877672753359,-0.026426509030108954,0.0093773578894394746,0.24827377934542871,0.0093702936724850971,0.061065656751836755,0.0044456961497821856,0.25414120841597021,0.0071041865131860876,0.38953063074455629,0.008987421018725893,0.4719445758318695,0.0073135393580370193,0.34068161108916262,0.009120103329356425,0.26323425079266344,0.0035169578643616506,0.32561010634314924,0.008458585642808476,0.236126999590304,0.0082028300703163547,0.505336432573257,0.0086094988261643905,0.22201957477100381,0.0089928652187125785,0.30883472897306719,0.008734486560067263,0.31118250669692732,0.0089234508836745201,0.46812576498382708,0.0076513485378278748,0.39877851072726839,0.0083461833774039831,0.29281029924454877,0.0056464647556533623,0.41100024404726138,0.0088530599665698206,0.15789645044952366,0.0037133834954055666,0.32881777449397115,0.0095308440677522328,-0.0031494339116983974,0.0090902334338888655,-0.019259567804080564,0.0087305362598741904,0.22337606197407847,0.0096180172575179024,0.26809167929161398,0.0055695278738719725,0.40870286359901586,0.003505007169210538,0.32304309933570979,0.0052670641900742334,0.35410386044830705,0.006155610046931298,0.38149001147476669,0.0059399531380798596,0.36791000998829554,0.0053507920147292465,0.38255400378704574,0.0090791051273256228,0.26993217152066645
6.0960000000000001,0.010217092423241373,0.30478106647962577,0.011352231133398344,0.27860930822333146,0.011182211160562753,0.23206396158243375,0.010044252590542169,0.21784719390559659,0.010602060565919709,0.24916088408054701,0.012384354108089459,0.23760738754442362,0.012230258755278276,0.28420527415662039,0.0099152022482687056,0.23206075930307235,0.0063712361622072881,0.3336121904746655,0.011879892067792986,0.23096868566989417,0.010813536794576603,0.24252547691011039,0.011682355487861564,0.23291938135308643,0.0048971518604865698,0.29023031371717495,0.0046742256370610321,0.27387448583264529,0.011396544946059574,0.25052519493016567,0.0096882438722922393,0.25646053455073381,0.011667849129351792,0.24280831748048992,0.0099984729252053754,0.24477214074451983,0.0054736219851524168,0.21723112039809669,0.010366442885990236,0.30397611767740013,0.011093551786227241,0.24428093020306968,0.010478572044837205,0.26748723879870379,0.011592772115539432,0.22903108177081677,0.0046631550388278598,0.26495220453585866,0.010386986617374682,0.23958758222449214,0.010677130013133238,0.27505554268645632,0.010463621667129809,0.21779838470924134,0.01241132686424053,0.26963090530206141,0.012026691217262877,0.27024664466420417,0.010986860560781369,0.24136893989099553,0.011961683027492136,0.32704873279562496,0.011082413939529618,0.25166860624265497,0.0077780747066158564,0.28988774738118839,0.010245024658648724,0.26229719511764299,0.0052241324927231412,0.28284613368549744,0.0096771143899924902,0.26388317946137624,0.009116852504334496,0.24954547277064629,0.010658974240670608,0.26561390021603526,0.012518303625487051,0.24157663285896769,0.0080114977777892091,0.29927464753990873,0.0045472270151857988,0.27274425099183308,0.0073146120229804507,0.29467606618697301,0.0086516822145876349,0.28467586420984586,0.0082427504169079562,0.27522041760481436,0.0074389055216795711,0.30478604665882481,0.011441261892893503,0.23953544699855792
12.192,0.013530110910288157,0.30855966405294888,0.014031395601108694,0.21529026329043346,0.013746009201003634,0.21022479082055809,0.012211424878693235,0.21209109963363082,0.013100401216546114,0.21169346104209391,0.014786916172080807,0.18989395309804419,0.015072598795599629,0.20561981458948714,0.012177058821414873,0.27129833004697451,0.0084409376718101743,0.26436969419214013,0.014419319352821598,0.19987662061488404,0.013390455398279245,0.2177577387234266,0.014364636026275326,0.22428857735202379,0.0060721282595316171,0.22215630526276861,0.005913509898674606,0.24348230787834668,0.014252254023477689,0.24347087074814763,0.012199936864748399,0.27860765601317489,0.014444239068923002,0.22126044703953607,0.012475726785301252,0.25466979714502558,0.0065022804983795209,0.19190324959074648,0.012697419342840955,0.21643302919517032,0.013243941237507649,0.1827476104316966,0.012391915932664475,0.21476399398706841,0.014053512288099238,0.19905033955559817,0.005729634185002561,0.21614719471349678,0.012857212965332297,0.22033492085728004,0.013092046085896177,0.20962239875991032,0.01268762963641854,0.20227453220089789,0.014952015703571521,0.19972527175162416,0.014552411693551722,0.20148340362536304,0.013034182820546395,0.17851441626783474,0.014426992091629336,0.21446674169002258,0.013438165192422332,0.20204376845100963,0.010054206484521183,0.22840185512504396,0.012926432960158741,0.25383642532388706,0.0062051811977375032,0.19655425403001436,0.012289734401325263,0.2822906527775339,0.011395260260616167,0.27025115537393762,0.013450513967137855,0.24311873934666978,0.014982755858077342,0.1831119994551485,0.010046356285628763,0.21367735104994512,0.005725827624579973,0.23483063247818603,0.0090719089986199368,0.20849498581107481,0.010728142359415745,0.20232180644911862,0.010149745577130415,0.19892297643244955,0.0094828781796796914,0.22553546109513226,0.014177620130240742,0.21616044950935304
18.288,0.015979282642875146,0.17826930062114721,0.016158075412495723,0.14954403095657545,0.015547868457838473,0.13869739633215863,0.014169871465118552,0.16873615662178693,0.015018890645114011,0.16022111547814893,0.016362702305424866,0.12214564677913292,0.01700181335357134,0.1218842371015481,0.014653080478014639,0.18738290223777199,0.01012806520280766,0.17691403233111763,0.01639542853725956,0.1425103289397873,0.015377389869059923,0.1501409775729215,0.016536451330526433,0.14207131270310167,0.0069101103847941971,0.16827235976132526,0.0068467104904105444,0.17820733541734057,0.016573908874520711,0.14900208339907264,0.014802164699775916,0.19481290580831542,0.016706858000411644,0.14694634934422013,0.014723341347991286,0.17632603022588295,0.0074489046949730211,0.16599001930180651,0.014954660891530103,0.1816590032093009,0.015219239165038909,0.15180281845388605,0.014524330860775784,0.18960016237219604,0.016161032650088718,0.15083795742434522,0.0067216157785640303,0.18304749065749434,0.015084447706464554,0.1748471361502888,0.015729598880600725,0.18847373485723598,0.014778428169450877,0.17020111451916217,0.016988097070431019,0.13327430028361792,0.016489280067632457,0.13754030979204715,0.015140410048738241,0.15980188271063595,0.016625854045963565,0.1495005420912395,0.015435258397485396,0.14985473402951607,0.011543394636693582,0.17675222709621499,0.015588898963941625,0.18163971158798331,0.0069272628810914645,0.1506530746081029,0.014858036219813665,0.19151833065573173,0.013848875560991703,0.19431075071293405,0.015900594325087707,0.16988437841411891,0.017189358821414518,0.13490281617865535,0.011807395131264229,0.17123097893958458,0.0066815532170939685,0.18070272353640471,0.010574650454160716,0.1531189258279575,0.012010149440847707,0.14795846319735467,0.01150276284388353,0.14631705606273726,0.011308562768590239,0.17918225930586404,0.016015357343529532,0.13789704674739334
24.384,0.017779086570682896,0.11625804842004056,0.017331017397673839,0.091662081070442478,0.016748027173143533,0.084191053646505629,0.01599989511489051,0.13798027581999858,0.016466415307797359,0.11545514509229247,0.017590779336380837,0.082105128607292729,0.018428405662663256,0.083083432739833291,0.016645089888609986,0.13512411751386705,0.011362308290461514,0.13751989635994713,0.017718859804058865,0.08589447579850297,0.016944237514808631,0.10297231545108201,0.018256224925394866,0.098132327256181248,0.0076913587462734074,0.1496382958964636,0.007621165524154273,0.14814604120907882,0.018133391170790492,0.090509628938208408,0.016679112287463091,0.12842921616121677,0.018026152185555724,0.078892074246271884,0.016183346437938367,0.11755011599465526,0.0080760502912850616,0.13908874225832141,0.016728096445863951,0.12037409039081082,0.016612424275234922,0.094881913628428155,0.01638724837602638,0.13464729527432526,0.017586494963843076,0.091636594687017126,0.0075324313302532128,0.15220726800362855,0.016515876340522345,0.11669388486809615,0.017673298980862267,0.11763085315258043,0.01647083296652144,0.1274761770889464,0.018757668071427754,0.097974825929291312,0.01750722603618134,0.08056345867027416,0.016885847470556971,0.11229345039556463,0.01841467634268322,0.10041201132468837,0.016952859736767471,0.1006144174776127,0.012975747436545755,0.15378819164727883,0.016996614242025899,0.10759209849073584,0.0076701997399662289,0.14501400786627586,0.016375902780259997,0.11990206357218787,0.015333325495434157,0.12337769464259897,0.01748391782468264,0.099784036305527998,0.01880228226935203,0.090491980276127648,0.013251987836912824,0.1443406030215964,0.0074087818536425366,0.14399218911625772,0.011626830124200682,0.125989627621797,0.013211409841233616,0.13483183755528347,0.012711503843949142,0.13223327281871827,0.012807321816703108,0.15003591578449532,0.017241044049351919,0.083666166100917663
30.48,0.019276462334186523,0.080093253129371697,0.018357779210773948,0.069722799451361173,0.017631376133700156,0.061219463958247802,0.017304159197842225,0.087582978627965172,0.017702942640941653,0.082029310642935019,0.018474419633659797,0.056167042082747649,0.0194724600612688,0.05936685393337985,0.018167463437522808,0.088033245878993333,0.012208579540492231,0.11625148627061446,0.018522903536105566,0.052460270602217078,0.01817476772805603,0.072924191407728392,0.019570761149134905,0.07152460656872936,0.0083654894875256521,0.14026629468204274,0.0082545029143237456,0.13864723397841974,0.019339812152908725,0.067372855936427375,0.018074638787884838,0.08041448542246013,0.019151771875336381,0.064879125190294956,0.017174172567833601,0.073009216500272534,0.0085455227620224294,0.092420675989478757,0.017703500904550598,0.065323512368492265,0.017776105415321885,0.073405452342757194,0.017610580223610582,0.081942683115377835,0.01855105226892367,0.059327885797799199,0.0080801063140313809,0.13300796939009674,0.017801488585477181,0.082861230280657644,0.018983521179079674,0.074378707029937652,0.017619594286445779,0.078006733392692609,0.019978924313187388,0.065411608354350531,0.018320779533160622,0.057486150716360901,0.017896243260490507,0.066293007515769373,0.019425339880814716,0.05956930695654767,0.018035351412135709,0.065333552149769242,0.014214242084432486,0.12678320692485565,0.018200798927402131,0.08555909210730743,0.0082520250500376958,0.13495821024825747,0.017525385197347369,0.078604588203460724,0.016633562682690922,0.089959596130779904,0.018459965611466362,0.063615636614331478,0.019912567333281721,0.05987166440839415,0.014293638990266195,0.11762945608024485,0.0078587990125384716,0.131959447558951,0.012497317232159967,0.11489555520744993,0.0141821919863992,0.1170674487633038,0.013621000296344382,0.1193381372113627,0.013807647924888238,0.12126915663425542,0.018051527141702314,0.057029598692636643
36.576000000000001,0.020299483308846459,0.053136345232516674,0.019624152510931286,0.068082398511959408,0.018220107549040323,0.041532389748034172,0.018004547668905392,0.051525083147623031,0.018534129760384408,0.053236762084555744,0.018980151732170762,0.035942717432429508,0.020347101369929958,0.048409738354088926,0.019046676212482339,0.053501382815987125,0.012921281307827413,0.10747241584595174,0.019023293601383308,0.035564863614300744,0.018894539448034278,0.04417878085287108,0.020313848496184003,0.042678160584096514,0.008825556478319509,0.090246946848221085,0.0086807773887455,0.0883193323341257,0.020081692571797136,0.042729775326621616,0.018925237317954785,0.051793552412428737,0.020313729840813071,0.061234503812430174,0.017915767907915908,0.053341827932005141,0.0089209846086001476,0.064953204304860485,0.018557970894803485,0.056273662476050403,0.018627689022750561,0.055220630282144488,0.018589290402899649,0.059820108619283788,0.019189232086190455,0.043391879973312945,0.0085120033832166552,0.090056421330973233,0.01879237264467563,0.05641197005586001,0.020090722815350927,0.060219070442490058,0.018607954335636286,0.060244441197255638,0.020783695985248363,0.043327140941466988,0.019195367392369576,0.052075446066341624,0.018606314395945484,0.048661294360495336,0.020343489669384072,0.050618320877729939,0.018744079973487888,0.04646733943800533,0.014978328000778028,0.10313926871736243,0.019808279547891192,0.085865808935418453,0.0086326067380088408,0.085809667215783383,0.018179076630424923,0.05300259160503229,0.017674574709421312,0.06859610381614227,0.019400722738783072,0.056082416054277155,0.020679217672330129,0.042388110665572749,0.015037240588728672,0.10309073735876799,0.0083681642203708006,0.13462205603037811,0.013142574315764856,0.10510099116913985,0.014785921671855067,0.10016302142120215,0.01445195299297676,0.10968145819224893,0.01471113654304358,0.11145750095259568,0.018656621893150472,0.044282588014393463
42.671999999999997,0.020800552703080788,0.044448589962730316,0.020506461350394838,0.048291641175552076,0.018597659283315315,0.03257632069817646,0.018506044345776289,0.040370174226184476,0.019043363146295227,0.037676078085639803,0.019260944163131691,0.028130742139210435,0.020950009370604167,0.035643484623706069,0.019646386201143468,0.03842437023245384,0.01343490898862946,0.10230755044253247,0.019301689595194068,0.028961625911461654,0.019409927231209032,0.036779886602528775,0.020824557716475928,0.032529731514772044,0.0091663741535222502,0.061787147714547339,0.0089399393330773201,0.057933171782918645,0.020613301954568237,0.032628562282322436,0.019500074291029908,0.038012766201609094,0.021144477052554036,0.043945223522254384,0.018468141709666458,0.0423753413318603,0.0091896434049525567,0.060602248704940007,0.019410358691123369,0.050415725907677206,0.019167071016994944,0.038433916648376462,0.019240836298908947,0.044098687833800262,0.019580913519573657,0.031725337468631286,0.0089130585132609561,0.066262965736311158,0.019365672804267601,0.039251287840178534,0.020931023046747585,0.044848873342633495,0.019349798795170584,0.046990674417113187,0.021300345840725869,0.031627309133384594,0.019595344585083132,0.033335200383873553,0.019060862784607727,0.034641867927676033,0.021271879753193793,0.047743434117407779,0.019127800557905954,0.033365731822786744,0.015409512034075425,0.099803114580340177,0.020956490045012623,0.058040327364656863,0.0089612322929003875,0.061094224487396841,0.018856415274077911,0.046774766394847712,0.018342720366802488,0.04477564210096515,0.02004641128882878,0.040375711037725748,0.021364881123914971,0.036900848205412257,0.015614924876783766,0.10126421112169065,0.0088340325658739279,0.089267156699218628,0.013380657841327149,0.098800343193825191,0.015128037996429001,0.094843844209293399,0.01509520548913116,0.10089734993564509,0.015407652072086234,0.10118040934763677,0.019011702242370632,0.031457897100968309
48.768000000000001,0.021420666660604232,0.041094313822914348,0.020970094999287626,0.028364711293991495,0.018790888767248604,0.033117611890749646,0.018823426279858863,0.03145666907046446,0.019361796369625123,0.030547321347297023,0.019363395312638879,0.032626309032821509,0.021312653039548116,0.024219738413915261,0.02007193218822333,0.029538284903028209,0.013717572886025089,0.095735455968731994,0.01947046806731511,0.031893608232456599,0.019733888212849302,0.028076617572913791,0.021150644156234986,0.022543084356076892,0.009403446018515017,0.058848360536034809,0.0091363512036396876,0.056846131757403634,0.020949696588622255,0.025016088082644605,0.019755475854224634,0.026874379862476191,0.021616166958462545,0.028007488127289076,0.018745035004854377,0.030461784135127814,0.0093522442011459428,0.055538331984397123,0.019894969291529355,0.03226553803479805,0.019430875216520174,0.029254050400056214,0.019597713320654582,0.028919269227127904,0.019781399267134805,0.024139891818575711,0.0091587810319132476,0.059821792954073041,0.019672789203802204,0.027397659739203373,0.021454649892197829,0.030574680225629761,0.019617691351568278,0.027985874084619444,0.021707864607121784,0.024425050177589055,0.019624571951938022,0.030243956260147264,0.019351682628071937,0.027603908151108164,0.021922548804339664,0.032345234240557956,0.019277369304853947,0.029063521795904827,0.015814745444871846,0.078360370091209816,0.021518600444216111,0.032165761297320648,0.0091612619341226373,0.057867045129666665,0.019450733584230818,0.038940158265999156,0.018789781330768803,0.035030974518428001,0.020337064820477039,0.023764423721466789,0.021782946908179536,0.02771672911959016,0.016036948464387649,0.07704865411640216,0.009046967543965433,0.055177823694202571,0.013740785201633805,0.099419100657822987,0.015449112030305353,0.093611002712320035,0.015447817884877393,0.093938205128829555,0.015652926630085166,0.096586457181320418,0.019178904212918457,0.026392407994361898
54.864000000000004,0.02183295549521265,0.029011533862114303,0.021037755102195233,0.025391048051392594,0.018615665992697341,0.028411440670045727,0.018921658501451784,0.035689683753935095,0.019460452432226074,0.030798999917377987,0.01906854410340297,0.037273645733365911,0.02122761749962862,0.019991105139586633,0.020152247920803779,0.02912847029715086,0.0138402430425813,0.09562142977701138,0.019277474086837991,0.03304834142388182,0.01971318654699853,0.03035649887409481,0.021172632189640491,0.030953893199314023,0.0094995596632066661,0.053761973700222891,0.009221824660080178,0.055184521903095259,0.02107061069921741,0.024893057654422818,0.019862544371489918,0.026442845681458636,0.021635321154102882,0.018718691048783521,0.018811347988520969,0.032851767814575279,0.0093229860260105758,0.051862839964807304,0.020050607264536956,0.029090949599123991,0.019438315035146678,0.032971656530168932,0.019613423883139702,0.031080117852779417,0.019797449116287603,0.031481061927796837,0.0092708584688396406,0.055733772375434351,0.019701251433237723,0.03300684113140246,0.021714626307672628,0.022929343365983301,0.019850347580593813,0.027013814780484955,0.021900682065984809,0.0314818347192488,0.019366901271435102,0.03234761596563282,0.019477627166421915,0.036809922850874692,0.022107313837141433,0.026259963637912158,0.019119823056136884,0.037778722954283014,0.016059724129928708,0.061493557098108914,0.021848719434506964,0.023186594045361122,0.0092039943044500833,0.053212107050335383,0.019707627237616241,0.030247497109093475,0.019006189830172295,0.033432856029018479,0.020451475583501022,0.031477229339261503,0.02167614800724206,0.018106190707446991,0.016188493190122378,0.062891039802576765,0.0091659333877028328,0.055707778118792954,0.013951852864093634,0.096113434741209106,0.015517560590320886,0.09138429187217989,0.015584217190365105,0.090539492466182259,0.015958427368860193,0.075935065759997089,0.01909155726990611,0.033255139878656199
