Detector Measurements,,,,Tilt Corrected,,,,,
Detector Location,Detector Data,Simulate Data,Difference,Detector Location,Detector Data,Simulate Data,Difference,MPACT Data,Difference
J1,0.872463301633115,0.87824023771,0.00577693607671,L1,0.520641337681,0.506108533005,-0.0145328046758,,
F1,0.7576424690577358,0.763997605162,0.00635513610411,K1,0.757614970825,0.759667897844,0.00205292701918,,
N2,0.5081142317652036,0.496751446881,-0.0113627848839,J1,0.868011909206,0.869779335165,0.00176742595868,,
K2,1.066565664010139,1.06796460962,0.00139894560913,H1,0.856273762741,0.865738548474,0.00946478573302,,
H2,1.038123423371847,1.05674435107,0.0186209276953,G1,0.868011909206,0.865738548474,-0.00227336073198,,
H3,1.048296819476069,1.07102468013,0.0227278606538,F1,0.757614970825,0.756637307826,-0.000977662998811,,
F3,1.077394591441577,1.07204470364,-0.00534988780132,E1,0.520641337681,0.505098336333,-0.0155430013484,,
D3,1.073541504879391,1.07000465663,-0.0035368482511,N2,0.50385424732,0.491965779588,-0.0118884677321,,
B3,0.5108563903994721,0.496751446881,-0.0141049435179,M2,0.833947266756,0.833412254949,-0.00053501180726,,
P4,0.8339586392579473,0.840499368029,0.00654072877081,K2,1.06147390655,1.05767591628,-0.0037979902696,,
N4,1.065491117437735,1.07000465663,0.0045135391889,J2,1.05741643946,1.06474729299,0.00733085352906,,
L5,1.22647801008343,1.21280794731,-0.0136700627666,H2,1.03522322517,1.04656375288,0.0113405277111,,
G5,1.188463966017997,1.19954764175,0.0110836757298,G2,1.05741643946,1.05666571961,-0.000750719852264,,
E5,1.234818679230891,1.21280794731,-0.0220107319166,F2,1.06147390655,1.05363512959,-0.00783877696026,,
C5,1.202471688272718,1.17914717165,-0.0233245166179,D2,0.833947266756,0.832402058276,-0.00154520847993,,
R6,0.7649331302235833,0.763997605162,-0.000935525061894,C2,0.50385424732,0.491965779588,-0.0118884677321,,
N6,1.063362067210995,1.07204470364,0.00868263642868,P3,0.50385424732,0.491965779588,-0.0118884677321,,
K6,1.220733511879641,1.22402820587,0.00329469398719,M3,1.06126211476,1.05969630963,-0.00156580513427,,
H6,1.079641611704095,1.10366543229,0.0240238205903,L3,1.17543144514,1.1677873536,-0.0076440915391,,
B6,1.080895881242464,1.06796460962,-0.0129312716209,K3,1.06330864298,1.06474729299,0.00143865000906,,
J7,1.080010888554058,1.10978557332,0.0297746847696,H3,1.0478314812,1.0607065063,0.0128750250984,,
F7,1.12402649417464,1.11794576136,-0.0060807328113,F3,1.06330864298,1.06171670297,-0.00159194000894,,
R8,0.8592283856224721,0.87416014369,0.0149317580682,E3,1.17543144514,1.16677715693,-0.00865428821176,,
N8,1.050518657406172,1.07102468013,0.0205060227238,D3,1.06126211476,1.05969630963,-0.00156580513427,,
L8,1.097272810958435,1.09856531477,0.00129250380581,B3,0.50385424732,0.491965779588,-0.0118884677321,,
D8,1.143971524776431,1.15058651352,0.00661498873516,P4,0.833947266756,0.832402058276,-0.00154520847993,,
B8,1.059865725424178,1.05674435107,-0.00312137435466,N4,1.06126211476,1.05969630963,-0.00156580513427,,
G9,1.094295611872053,1.11080559682,0.0165099849545,M4,1.10565832499,1.13748145342,0.0318231284309,,
E9,1.200658560376765,1.19954764175,-0.00111091863015,K4,1.20602929724,1.19708305711,-0.00894624013181,,
A9,0.8866268863983361,0.87416014369,-0.0124667427078,J4,1.09519334365,1.09606338984,0.000870046191676,,
L10,1.091302553695699,1.09040512673,-0.000897426973309,H4,1.12641774329,1.13950184677,0.0130841034763,,
J10,1.12239239316099,1.12100583187,-0.00138656128663,G4,1.09519334365,1.09505319317,-0.000140150480989,,
D10,1.225523622369607,1.20770782979,-0.017815792581,F4,1.20602929724,1.19607286044,-0.00995643680448,,
R11,0.5198677731359279,0.51103177595,-0.00883599718645,D4,1.10565832499,1.13748145342,0.0318231284309,,
L11,1.231646657994745,1.21280794731,-0.0188387106766,C4,1.06126211476,1.05969630963,-0.00156580513427,,
H11,1.101212074496338,1.09856531477,-0.00264675973419,B4,0.833947266756,0.833412254949,-0.00053501180726,,
E11,1.228645850496719,1.21280794731,-0.0158379031866,R5,0.520641337681,0.505098336333,-0.0155430013484,,
A11,0.5347202009092129,0.510011752445,-0.0247084484643,N5,1.17543144514,1.16677715693,-0.00865428821176,,
G12,1.108786524224939,1.1067255028,-0.00206102141508,L5,1.21845811771,1.2011238438,-0.0173342739111,,
D12,1.124171898715873,1.14854646651,0.0243745677854,K5,1.08472893143,1.07990024308,-0.00482868835097,,
L13,1.175589287208463,1.17812714815,0.00253786093717,J5,1.17991112737,1.17788932033,-0.00202180704245,,
H13,1.067993341408307,1.07102468013,0.00303133872379,H5,1.09043152062,1.08697161979,-0.00345990083231,,
N14,0.5037524152505528,0.496751446881,-0.0070009683699,G5,1.17991112737,1.18799128705,0.0080801596842,,
J14,1.068095716861911,1.06694458611,-0.00115113074576,F5,1.08472893143,1.08192063642,-0.00280829500564,,
L15,0.5224086427466816,0.510011752445,-0.0123968903023,E5,1.21845811771,1.2011238438,-0.0173342739111,,
H15,0.8631688031644434,0.87416014369,0.0109913405262,C5,1.17543144514,1.1677873536,-0.0076440915391,,
,,,,A5,0.520641337681,0.506108533005,-0.0145328046758,,
,,,,R6,0.757614970825,0.756637307826,-0.000977662998811,,
,,,,P6,1.06147390655,1.05363512959,-0.00783877696026,,
,,,,N6,1.06330864298,1.06171670297,-0.00159194000894,,
,,,,M6,1.20602929724,1.19607286044,-0.00995643680448,,
,,,,L6,1.08472893143,1.08192063642,-0.00280829500564,,
,,,,K6,1.21302740129,1.2122360072,-0.000791394091833,,
,,,,J6,1.1113443045,1.10717555324,-0.00416875125901,,
,,,,H6,1.06976095272,1.09303279982,0.0232718471037,,
,,,,G6,1.1113443045,1.11020614326,-0.00113816124101,,
,,,,F6,1.21302740129,1.2122360072,-0.000791394091833,,
,,,,E6,1.08472893143,1.07990024308,-0.00482868835097,,
,,,,D6,1.20602929724,1.19708305711,-0.00894624013181,,
,,,,C6,1.06330864298,1.06474729299,0.00143865000906,,
,,,,B6,1.06147390655,1.05767591628,-0.0037979902696,,
,,,,A6,0.757614970825,0.759667897844,0.00205292701918,,
,,,,R7,0.868011909206,0.865738548474,-0.00227336073198,,
,,,,P7,1.05741643946,1.05666571961,-0.000750719852264,,
,,,,M7,1.09519334365,1.09505319317,-0.000140150480989,,
,,,,L7,1.17991112737,1.18799128705,0.0080801596842,,
,,,,K7,1.1113443045,1.11020614326,-0.00113816124101,,
,,,,J7,1.07657890055,1.09909397986,0.0225150793097,,
,,,,G7,1.07657890055,1.09909397986,0.0225150793097,,
,,,,F7,1.1113443045,1.10717555324,-0.00416875125901,,
,,,,E7,1.17991112737,1.17788932033,-0.00202180704245,,
,,,,D7,1.09519334365,1.09606338984,0.000870046191676,,
,,,,B7,1.05741643946,1.06474729299,0.00733085352906,,
,,,,A7,0.868011909206,0.869779335165,0.00176742595868,,
,,,,R8,0.856273762741,0.865738548474,0.00946478573302,,
,,,,P8,1.03522322517,1.04656375288,0.0113405277111,,
,,,,N8,1.0478314812,1.0607065063,0.0128750250984,,
,,,,M8,1.12641774329,1.13950184677,0.0130841034763,,
,,,,L8,1.09043152062,1.08798181646,-0.00244970415965,,
,,,,K8,1.06976095272,1.09303279982,0.0232718471037,,
,,,,F8,1.06976095272,1.09303279982,0.0232718471037,,
,,,,E8,1.09043152062,1.08798181646,-0.00244970415965,,
,,,,D8,1.12641774329,1.13950184677,0.0130841034763,,
,,,,C8,1.0478314812,1.0607065063,0.0128750250984,,
,,,,B8,1.03522322517,1.04656375288,0.0113405277111,,
,,,,A8,0.856273762741,0.865738548474,0.00946478573302,,
,,,,R9,0.868011909206,0.869779335165,0.00176742595868,,
,,,,P9,1.05741643946,1.06474729299,0.00733085352906,,
,,,,M9,1.09519334365,1.09606338984,0.000870046191676,,
,,,,L9,1.17991112737,1.17788932033,-0.00202180704245,,
,,,,K9,1.1113443045,1.10717555324,-0.00416875125901,,
,,,,J9,1.07657890055,1.10010417653,0.0235252759823,,
,,,,G9,1.07657890055,1.10010417653,0.0235252759823,,
,,,,F9,1.1113443045,1.11020614326,-0.00113816124101,,
,,,,E9,1.17991112737,1.18799128705,0.0080801596842,,
,,,,D9,1.09519334365,1.09606338984,0.000870046191676,,
,,,,B9,1.05741643946,1.05666571961,-0.000750719852264,,
,,,,A9,0.868011909206,0.865738548474,-0.00227336073198,,
,,,,R10,0.757614970825,0.759667897844,0.00205292701918,,
,,,,P10,1.06147390655,1.05767591628,-0.0037979902696,,
,,,,N10,1.06330864298,1.06474729299,0.00143865000906,,
,,,,M10,1.20602929724,1.19708305711,-0.00894624013181,,
,,,,L10,1.08472893143,1.07990024308,-0.00482868835097,,
,,,,K10,1.21302740129,1.2122360072,-0.000791394091833,,
,,,,J10,1.1113443045,1.11020614326,-0.00113816124101,,
,,,,H10,1.06976095272,1.0940429965,0.0242820437763,,
,,,,G10,1.1113443045,1.10818574991,-0.00315855458634,,
,,,,F10,1.21302740129,1.2122360072,-0.000791394091833,,
,,,,E10,1.08472893143,1.08192063642,-0.00280829500564,,
,,,,D10,1.20602929724,1.19607286044,-0.00995643680448,,
,,,,C10,1.06330864298,1.06171670297,-0.00159194000894,,
,,,,B10,1.06147390655,1.05363512959,-0.00783877696026,,
,,,,A10,0.757614970825,0.756637307826,-0.000977662998811,,
,,,,R11,0.520641337681,0.506108533005,-0.0145328046758,,
,,,,N11,1.17543144514,1.1677873536,-0.0076440915391,,
,,,,L11,1.21845811771,1.2011238438,-0.0173342739111,,
,,,,K11,1.08472893143,1.08192063642,-0.00280829500564,,
,,,,J11,1.17991112737,1.18799128705,0.0080801596842,,
,,,,H11,1.09043152062,1.08798181646,-0.00244970415965,,
,,,,G11,1.17991112737,1.17788932033,-0.00202180704245,,
,,,,F11,1.08472893143,1.07990024308,-0.00482868835097,,
,,,,E11,1.21845811771,1.2011238438,-0.0173342739111,,
,,,,C11,1.17543144514,1.16677715693,-0.00865428821176,,
,,,,A11,0.520641337681,0.505098336333,-0.0155430013484,,
,,,,P12,0.833947266756,0.833412254949,-0.00053501180726,,
,,,,N12,1.06126211476,1.05969630963,-0.00156580513427,,
,,,,M12,1.10565832499,1.13748145342,0.0318231284309,,
,,,,K12,1.20602929724,1.19607286044,-0.00995643680448,,
,,,,J12,1.09519334365,1.09606338984,0.000870046191676,,
,,,,H12,1.12641774329,1.13950184677,0.0130841034763,,
,,,,G12,1.09519334365,1.09606338984,0.000870046191676,,
,,,,F12,1.20602929724,1.19708305711,-0.00894624013181,,
,,,,D12,1.10565832499,1.13748145342,0.0318231284309,,
,,,,C12,1.06126211476,1.05969630963,-0.00156580513427,,
,,,,B12,0.833947266756,0.832402058276,-0.00154520847993,,
,,,,P13,0.50385424732,0.491965779588,-0.0118884677321,,
,,,,M13,1.06126211476,1.05969630963,-0.00156580513427,,
,,,,L13,1.17543144514,1.16677715693,-0.00865428821176,,
,,,,K13,1.06330864298,1.06171670297,-0.00159194000894,,
,,,,H13,1.0478314812,1.0607065063,0.0128750250984,,
,,,,F13,1.06330864298,1.06474729299,0.00143865000906,,
,,,,E13,1.17543144514,1.1677873536,-0.0076440915391,,
,,,,D13,1.06126211476,1.05969630963,-0.00156580513427,,
,,,,B13,0.50385424732,0.491965779588,-0.0118884677321,,
,,,,N14,0.50385424732,0.491965779588,-0.0118884677321,,
,,,,M14,0.833947266756,0.832402058276,-0.00154520847993,,
,,,,K14,1.06147390655,1.05363512959,-0.00783877696026,,
,,,,J14,1.05741643946,1.05666571961,-0.000750719852264,,
