Location,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,G12,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,D03,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B06,uncertainty,B08,uncertainty,L13,uncertainty,C05,uncertainty,F14,uncertainty,C07,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,J07,uncertainty
0.0,0.0048907120978625195,0.27642190297787828,0.0051655326729928841,0.30991282414075672,0.0042527256169810415,0.20342981828442327,0.0053662066975530545,0.078686778856831535,0.0049500827585996429,0.34774937595879984,0.0037880730307862961,0.27220229652050842,0.0058036745575786759,0.037213810197411212,0.0048119197679803594,0.30359739411749842,0.0056085483647892384,0.26947353035829708,0.0028012533350853163,0.16753675658035963,0.0051685393674639601,0.32050113213328812,0.0035128561983514732,0.64287969204078255,0.006197125532453769,0.050786708752443163,0.0061601934133156582,-0.0091690828924818526,0.004645971400606054,0.34559501820564703,0.0019972240667098604,0.37807719751274188,0.0019844399795617548,0.19733287253875198,0.0059018350609496206,0.014152434194981451,0.0052086618729359239,0.11526708258530864,0.0047326314224569671,0.29098709981028481,0.0051468262446268424,0.1863733710706186,0.0050552826650677304,0.29428440152259849,0.001926439768769748,0.3031973971736463,0.0050713006834833358,0.21161451893872854,0.0035919648420403602,0.68172874098217762,0.0046251438204568934,0.30237410813335069,0.005619311942190992,0.19775615206477484,0.0019000807799992483,0.40531383217450817,0.0047287656838985222,0.35225407805993741,0.0027546050363728251,0.8259483899564255,0.0053031014581489937,0.14409705521385741,0.0055869904099714552,0.17658655668108342,0.0039187474667771354,0.60516698661688584,0.0048911561717463834,0.53398600604780966,0.0044274069016711813,0.22185021715290629,0.0052491063487822617,0.27240893770031849,0.0035006078891683802,0.41833386424561653,0.0047490646856885241,0.31235174254228149,0.0057040916186947089,0.014493840814568523,0.0019082479674286308,0.1915542992675443,0.0053525603378951365,0.24276099620585631,0.0053334376197775105,0.33463982085868232,0.0050137928297846381,0.24788416934369623,0.0049745595818352552,0.35172282388368259,0.0049251383266100532,0.21873427963152303,0.0060313397892978668,0.037958962964073889,0.0033903029735364684,0.46671811310336331,0.0038094487299819933,0.26332224896679624,0.0020301345058311862,0.2713346764377369,0.0028915429536638887,0.42300502727779898,0.0033109286764055556,0.48170472864625402,0.0053391475934417782,0.32559674459158627,0.0035469367781082038,0.18705301674069988,0.0037216187917237914,0.15594298064371492,0.0056918077627871088,0.095591846604139608
6.0960000000000001,0.0061643781093998424,0.28544694089757316,0.006698577257238391,0.26876426069625292,0.0050179893224744461,0.33006828770341001,0.0056644802757304441,0.27957567697113966,0.0068560403319643482,0.29188616633315984,0.0047636076529441133,0.30430524312751406,0.0059576671920945259,0.28257894348011703,0.0061725211007726925,0.29319970919440347,0.0070633549358660201,0.25761851566993837,0.0032649114122017646,0.35268172801158781,0.0068990638805301336,0.27229644730689517,0.0052213176374439531,0.37228715015434366,0.0064470531231833883,0.27080683848655523,0.0060521117606763802,0.30112253762058261,0.006541152885350625,0.29567700249086282,0.0028470496282170018,0.30263565615347604,0.0023333077615474511,0.32209484464432087,0.0059360740546459245,0.30658228423884587,0.0056999448485264385,0.29429646852909558,0.0060219471351331058,0.28410737845643008,0.005967762431107736,0.2593326004195326,0.0064540562309996219,0.25863807018226093,0.0024775388785901239,0.29083874004978971,0.0060516356737789394,0.2856738068522266,0.0055548598705878202,0.40158111973987881,0.0059466766783217821,0.26552120175263288,0.0066308748990822636,0.26940993744960573,0.0028254483837774373,0.32230178630372092,0.0066348087935912533,0.29656981696341567,0.0047584127318097535,0.46553408276823915,0.0059601398999811223,0.2853296988206333,0.0065194702031859215,0.2783412468607746,0.0056346108541192215,0.3497480460008297,0.006538134915234607,0.30938127281806793,0.0052907845596678986,0.30839402845143299,0.006627496539646221,0.24789531485980332,0.0048863576396667727,0.32482074882590711,0.0061599918274630175,0.29330457334173027,0.0057000200903846122,0.29337701088550483,0.0022317823741093766,0.31877458729391039,0.0065621853925290049,0.28262426877934221,0.0074495168281268672,0.29094575169759723,0.0062072461454903728,0.27582402537223111,0.0066994907098479823,0.28498801270979129,0.0058532621366589061,0.27591059678961632,0.00622503229515499,0.27947553593507263,0.0053294336900911827,0.32746439811644834,0.0047404085211308336,0.33172063500276577,0.0025335404737344522,0.30708420918365298,0.0041411572431173313,0.31824049372096491,0.0050514224625652342,0.35170467987823661,0.0071656839039113606,0.27588201423265335,0.0041339597070781248,0.35075741912951114,0.0042679058248578337,0.34375194910963858,0.0061490706621261902,0.26984636500211534
12.192,0.0078087289436286483,0.23555066400821184,0.0083526708570871161,0.21290340855263454,0.006644664213790793,0.30445614906384039,0.0071710967492910433,0.2828961074549956,0.0084623827587054015,0.20513413458982904,0.0061146535841407595,0.2675710631761174,0.0075095637190118886,0.27229617248814375,0.0079031248549335433,0.24069574479369849,0.0086869335095293883,0.20548897089004314,0.0043507206525046768,0.31892186182446913,0.0084783260511707252,0.2010030867198159,0.0069906781643059379,0.27268611708626717,0.0080145040481351092,0.25619829194964511,0.0077811332551602939,0.29913858529985704,0.0079776124683246623,0.19795888301997536,0.0035249198944375571,0.22370758273438279,0.0030650390916366786,0.29547656221167684,0.0076842796756279932,0.3004418888574788,0.0073087940330439118,0.28867265483754323,0.0076349450538424389,0.2331456753321384,0.0074054805466718873,0.24653411119274335,0.0079915462412437216,0.20830547992088841,0.003150406036474106,0.24996960997325066,0.0076787196987020958,0.24710982886024618,0.007616987112445797,0.27553096694158608,0.0073823042456555256,0.23129349307818561,0.0082816643823874301,0.23262398673359619,0.0034974755501949784,0.22527862467277546,0.0081587406138164432,0.20392765425222972,0.0068843387907009833,0.32347139559139565,0.0075827737568430068,0.25982390439659064,0.0081632591178590636,0.24085761649197718,0.0073755453362528136,0.25771991190873084,0.0082423048572617709,0.21380512127257267,0.0068808030517419913,0.28437238962545908,0.0080746579099865903,0.1961751085655517,0.006445100798902057,0.26245968237401662,0.007859895332966077,0.23730911943864524,0.0072835576478570497,0.30396752720162151,0.0029246713149127363,0.29366625643338107,0.0082944209698292727,0.23740690393805924,0.0090416625799835375,0.19224673634152412,0.0077559349208166971,0.22816167790710848,0.0084455801828428184,0.21878686396649191,0.0074040935729559419,0.25702459649910253,0.0077835891230917309,0.26496331776057575,0.0065248811834222251,0.28198198570536248,0.0062528433239270225,0.29376553067564126,0.0032816418757111287,0.27107044299956229,0.0053321877405162399,0.24965257340039607,0.0065827387562704493,0.26109650408104834,0.0088250928981134617,0.20196517217194973,0.0055767945340883746,0.3214300469891152,0.0056783915991421921,0.31539422810045542,0.0076714113822036294,0.25074765059936399
18.288,0.0093323106703680752,0.16619451429724405,0.0098114831230849617,0.16002099637021747,0.0081886785848645331,0.1988556263639365,0.0086499298138139162,0.17967357137172293,0.0095999968820389761,0.12922329883756237,0.0076236239809445109,0.22739574283018396,0.0091748885940633497,0.17807420981399466,0.0093157652752703084,0.1573916917097154,0.010316791455157175,0.16678187373693834,0.0056981919420415576,0.24934093842991206,0.0099345934238135435,0.15752236446177892,0.0085228686018555787,0.19512816937009242,0.0098285636210130953,0.18679568024285995,0.0094597809252409005,0.17305605806109664,0.0093088228783369965,0.14847539005508287,0.0041244980540220064,0.18040618844018702,0.003769357617531827,0.21149821105194952,0.0093338410516175634,0.17285761026605978,0.008911053205957269,0.18791522653679971,0.0090192661142506035,0.15893692871273982,0.0088399793106428808,0.17497990772512803,0.0092645302039354588,0.14463766227517097,0.0038311644302229005,0.20679630753497577,0.0092075917850476096,0.16784602270524449,0.0092932826899802968,0.18704386935025155,0.0089036436733938504,0.18049736666106503,0.0098614812906501446,0.16810360645062836,0.0040862636425252445,0.17780589240962122,0.0095098244637240349,0.14611040386659804,0.008535298395163482,0.20807807024872174,0.0090379917278324839,0.16298618813624222,0.010016226873916224,0.18938378120770505,0.0090162068475296789,0.19587095331934631,0.0097231446867729106,0.16455410130051765,0.0083407970741821314,0.18731279102915019,0.0095277893849338869,0.16280155496567916,0.0076096436693102463,0.2088785967407038,0.0093822232879430967,0.16577428729348395,0.0089264099478692047,0.18875150582999614,0.0035851683729917474,0.21037936304190241,0.0099156285977257275,0.17179852628962733,0.010342260545691685,0.13755619906972943,0.0094256415938225001,0.17680966234442017,0.0099447752731162114,0.1624583609554611,0.0087557883080318887,0.17535090000587011,0.0096732860960600728,0.19620171012824894,0.0080771194041466422,0.23766411488913528,0.0078201927589872239,0.21048904321280321,0.0039842505184545856,0.2050440069776307,0.0064757448062750279,0.20195947640768397,0.0078697930745132219,0.17752492184153565,0.010249780866443741,0.14863783262626251,0.0069119864226337762,0.21654335085161106,0.0072393180025165337,0.23806004332169503,0.0092602527848989497,0.1715781426817081
24.384,0.010600791086615454,0.1433990798034,0.010892400448655089,0.13144993721257248,0.0094301009466531936,0.13653257312830622,0.0098001846135011873,0.13164956480741477,0.010658982856139303,0.12710716287445317,0.0090155914217245198,0.17025309707833616,0.010472272840434466,0.1476554892696216,0.010413566167813439,0.12107938304808183,0.011517147785806172,0.13581744714135516,0.0066179666050382195,0.19717262137540789,0.011109952393362189,0.13671486415975359,0.0097029818363038398,0.13528853817366576,0.011170406749596552,0.14890678980938654,0.010675161238057347,0.13784465997059009,0.010463579561799241,0.12593862456441948,0.0046253151759551962,0.15398333940927583,0.004256058178132128,0.16222318824752324,0.010524016800089837,0.13755349882756718,0.010218349089602881,0.13826849080404169,0.010146543950296313,0.12658911275793638,0.010006399932050365,0.13105741123258596,0.010315608469624761,0.11810682739052684,0.0044299721212942896,0.17362101810629083,0.010560535194612941,0.1498595799919018,0.010471703369244105,0.12828327781618157,0.0098681516248563736,0.13587499161019567,0.011000279224378294,0.13504127077648623,0.0045544058732341283,0.15592177474159735,0.010635112033619326,0.13310164820546375,0.0095571021998304209,0.12059220896156689,0.010194566303566114,0.12842470898246014,0.011333484840974663,0.14634846025182735,0.010196400945327432,0.13075023908537489,0.010801501537310937,0.1318920249967728,0.0095629183938216629,0.13353643175124891,0.010782743640679054,0.14503649786475947,0.0087795533889712795,0.16242907512641358,0.010608439538565047,0.13993359033426417,0.010184037177823332,0.13699243238661607,0.0041250434074543993,0.1698177026964362,0.011095456626724469,0.13739935387130542,0.011359260917890589,0.12461342288478935,0.010504500387759227,0.13664330856257406,0.011109563387123203,0.13541611949793866,0.010016837760132929,0.14105884386060247,0.011093960883173014,0.15585212406284224,0.0094854705255598935,0.15132720586036277,0.0090906192804087842,0.14706900381230151,0.0045193113573263992,0.16101367443330142,0.007241026197976709,0.17973139486522746,0.0087575944649320274,0.12434263644024923,0.01115549303900165,0.12697929121374615,0.0078382154805307375,0.16434336759197937,0.008516267220161227,0.16881740574910353,0.01046032895063575,0.13070965418813077
30.48,0.011627624723311586,0.12840015879852301,0.011729542649774358,0.11656278344928848,0.010320439114353938,0.11944510579547772,0.010766473601418578,0.12465176235185307,0.011454144395430407,0.11692517550706386,0.010130828404397812,0.12448264950491485,0.011458254361900596,0.12659425935561777,0.011273955329248133,0.11555070196480904,0.012219449461486752,0.11083834252455717,0.0075197479531298487,0.17414369340202432,0.011896894548666015,0.11339813229281259,0.010692017767414019,0.12611724586806886,0.012142114721051827,0.12322810122984915,0.011558995508927104,0.12330382956970504,0.011209016030811455,0.11293004000705556,0.0050710955862356142,0.13936354294746789,0.0047448389404432714,0.15097989174774942,0.011484838215998959,0.12601920810595665,0.011054765931425339,0.12554805191594848,0.011175485839244182,0.12575104613948007,0.010970555994930355,0.12291921303829931,0.011151296468989286,0.11456130969882715,0.0049264269620904553,0.14811776662395335,0.011629199201936714,0.13133384560319694,0.011471143437990118,0.12066270105487274,0.010829241185294186,0.13246216659894153,0.011832673058789064,0.1157566565842796,0.0050097549520641774,0.1438416998155588,0.011584357576985824,0.12360201070742594,0.010527143231450094,0.11255388918643108,0.011181828481692821,0.12370730551901277,0.012147598117361968,0.11484071263575739,0.011162646629885448,0.12079336975063665,0.011676741380373412,0.11852708661468754,0.010639925198791452,0.12811473245186705,0.011699160936631597,0.12091909363073007,0.009710915812779294,0.10746941391704357,0.011555823826882049,0.12432250286587063,0.011264748715912475,0.12912269234334511,0.0045742704194226391,0.14693819536923766,0.012045369180287709,0.12009774047918856,0.012181026405198594,0.1154494004204059,0.011533172415369971,0.12944114008331281,0.012025804077723051,0.11972143051855487,0.010953450388248987,0.12426660698688753,0.01215992306888807,0.12814473967379908,0.010472466701426033,0.11017153290441443,0.010135932879250477,0.12001582151621416,0.0049637167256473651,0.13976689335848874,0.0081356386030710624,0.14827622188298797,0.0096575431340557832,0.10991003502577633,0.012051612368089812,0.12322290441719363,0.0086841611723059414,0.1235665694669477,0.0095699264575386713,0.1184340270349237,0.011371873515535301,0.11735013254794616
36.576000000000001,0.012374757079003231,0.11088864194879454,0.012504605476735946,0.11148193322202639,0.011248539481577459,0.12429297018095029,0.01146658322234936,0.11064493954086466,0.01198459109242222,0.104099824241077,0.010956810443849621,0.11444156755225998,0.01199599587944046,0.10391607825888488,0.011911019417776685,0.10632620679034663,0.012847782759885237,0.10620871959846964,0.0083770000174005974,0.12486706244461657,0.012396980316652258,0.10144634805286598,0.011554575667548802,0.11851946648733551,0.012874728030525121,0.10956819432182831,0.012318106013181875,0.11158218692200174,0.011956288152712971,0.11332788209074622,0.0054775573794068827,0.1316016660135455,0.0051197873998991127,0.13111268215394437,0.012335002773906607,0.11496198947205725,0.011864563860116525,0.11892832993828119,0.0119551563460086,0.11316677063645637,0.011701527061228605,0.11136825605009434,0.011813558321113171,0.10750744357912412,0.0053159010920377867,0.13104459833033588,0.012329892065489042,0.10947709134488708,0.012194201635322142,0.11622140648634031,0.011770941400833485,0.12108207715547892,0.012407712459112683,0.10407515936857609,0.0054039256483371751,0.13100251227472465,0.012356376899636789,0.11217841475052859,0.011379584962699765,0.11325917493906153,0.012078433770895342,0.11932309233089664,0.012785016408701281,0.1064624975325846,0.011885130123946409,0.11118219015890947,0.012336778969595079,0.10715641603983073,0.011334269396672828,0.11576442313609181,0.012332165333876466,0.10635905361316697,0.010420566758117823,0.099026502037701927,0.012162829270316505,0.10408398505457897,0.012049835431662749,0.11277987903895684,0.0049654235937509486,0.13386804090897733,0.012569686753169707,0.10551228974386971,0.012923734841038833,0.11009870453730798,0.012481646716125075,0.1205671552972251,0.01284240147329987,0.11237704972297577,0.01165538116137655,0.11388962730664944,0.012990027390695406,0.11305900707717056,0.011131400025260123,0.11495734112277094,0.010998388441399425,0.11519819507208624,0.0052312598348737858,0.12353763530895398,0.0089269938945196609,0.10000731472893361,0.010379548026306988,0.093306899536223176,0.012745957384857287,0.10913405477158664,0.0094446317410273664,0.091236253808252496,0.010405366331688086,0.099965446183927956,0.011978017757075202,0.10532608754253089
42.671999999999997,0.013021931646806442,0.10624581446404084,0.01306784612909857,0.10393470719909402,0.012072519976605011,0.11452480235502006,0.01196891977645308,0.10053481126926565,0.012658416104295302,0.10869319586760742,0.011632255115292306,0.10907153148292395,0.012495562295388226,0.10227160302594043,0.012431629915248515,0.10197533485174821,0.01336830213188619,0.10189569267179591,0.0089292502353251011,0.079984261167053788,0.012798538929225136,0.099060325334457924,0.012208325468943959,0.10757173286924548,0.013273970549052412,0.09948293641320019,0.012884551824526011,0.10456630972642462,0.012534390287968888,0.10418290388861878,0.005796570605188997,0.12175466342027308,0.005386742794648766,0.12294857592364559,0.012975195915388043,0.10701744849292405,0.012534682429744285,0.10761576720115218,0.01257161610855163,0.10495408129055621,0.012243976175803348,0.10301946242702835,0.012286192507129746,0.10101108516331229,0.0056312131090475084,0.12211478698202921,0.012996056243424148,0.10749276216741377,0.012945563628756339,0.11258556537095006,0.012340076864625607,0.10404776665683574,0.012862672268783413,0.10044771551535782,0.0057060182184169202,0.12052492042513197,0.012928353655875665,0.10391368429773216,0.011872235179332169,0.10491534130492239,0.012827418808199263,0.110909054555991,0.013381386732608597,0.10406714613447758,0.012349519335547258,0.10009063867047463,0.012681962174444738,0.099801716541705832,0.012020094602964377,0.1092401854236289,0.012843484730624247,0.10177679810506669,0.011330166392491728,0.11949650148686448,0.012700998710730252,0.10202667706087588,0.012603272236992301,0.10298032665908918,0.0053301672669929081,0.12835463039068959,0.01298987356246134,0.10839027592408042,0.013485088853724748,0.10315251891407339,0.013091506567265911,0.10516745960681864,0.013477329530682404,0.10573933774328,0.012538481599539438,0.11791998194319511,0.013415515538557105,0.10192068989446293,0.011846916190566312,0.11594074212532117,0.011489104102030761,0.10551173757000692,0.0054590106311370595,0.12775936605969318,0.0094507524722641564,0.075345797765847947,0.010926947763135008,0.098344959000508714,0.01311233297709551,0.0977313088224218,0.01009802952106259,0.091222188534280407,0.010879869441793489,0.10103318465090959,0.01245469345768562,0.1003412223708517
48.768000000000001,0.01348383184891265,0.10034913182253852,0.013443882948790935,0.098011258581777241,0.012624951359103831,0.10258164502320707,0.012397102911231438,0.099040151066069823,0.013064239988792378,0.10023872432221197,0.012169697840858052,0.10137349507053803,0.012884101408557076,0.099024284417081554,0.012773395501507774,0.098002332323096478,0.013645354620917621,0.095850916670431802,0.009428055373290823,0.073366402248460999,0.01302021809046513,0.095656251903384143,0.01274775201373231,0.10296655773773522,0.013550332504596007,0.096586387646279248,0.013161847300937153,0.095951885648928037,0.012921408373130071,0.098906366090212139,0.006057261368059925,0.11692082175046796,0.0057304615665866084,0.12590674426312656,0.013398671728576965,0.098847907976677071,0.012954920971469931,0.099194352062521945,0.013059922938253612,0.10137658691500667,0.012687012331636455,0.10044607390309961,0.012648487864340393,0.098201010911867462,0.0059044001670787863,0.1181098431822344,0.013593342950883545,0.10414835002223989,0.013534722812978362,0.10424402047729434,0.012807246065768819,0.10088308900311557,0.013195982498067848,0.097398559262810963,0.0059445010395064394,0.11606804940492815,0.013337812860096868,0.099159841691490697,0.012390597155347004,0.10389768037264763,0.013309494370590952,0.10093879159132506,0.013768704465831592,0.096793496843587998,0.012757587313617196,0.099214707085853726,0.013039153476478903,0.098878363355536888,0.012574809212386304,0.10335175822440501,0.013096531000332654,0.097074447739401742,0.011954470579837673,0.10693357321026314,0.013079387188522732,0.098923371062747678,0.013094639395261648,0.1010128817472128,0.0056143993388201203,0.11990015655807924,0.013768798052059163,0.11188532306612087,0.013865798728049841,0.096395366864546278,0.013675511512955497,0.1014771461732098,0.013896804653621144,0.097223953830449697,0.013126923370683202,0.10514701733618644,0.01376462910274423,0.098708052873399052,0.012646863219311081,0.11132568582868904,0.011908984803243369,0.10317623512223736,0.0058667225606467352,0.13359250818359719,0.0098869688618683661,0.063796016461873606,0.011530614771349305,0.10648125174306032,0.013325441692111266,0.09511258516435582,0.010598725218387605,0.084427280510872157,0.011324583041285662,0.10873159317887449,0.012787267003332405,0.097885022143649844
54.864000000000004,0.013756500633445513,0.09567406391002653,0.013697862004996878,0.094958283543696856,0.013031851066743393,0.099426750880653017,0.012646771896950366,0.096823375330525291,0.013185262342771573,0.09256518807016248,0.012545055003947385,0.097899240683281263,0.013065368503126991,0.095072149479397239,0.01298970549222637,0.095346510672437115,0.013722132271082777,0.095944080566619183,0.0098325219757435505,0.062075105858564295,0.013154425971582256,0.09548846972319712,0.01312919158126869,0.098828893215285651,0.013918809807970898,0.095325118572164289,0.013328753055428607,0.095575025150602302,0.013285142011291783,0.096016684687253731,0.0062352328643839449,0.11088338501477103,0.0059592840787716398,0.11608864212013434,0.013708145819260971,0.096779945737032386,0.013221576367693255,0.096355369774035096,0.013388161016791857,0.097156450721057705,0.012980446775798869,0.096080557230873803,0.012862591384628202,0.095514878023648012,0.0061213217214338214,0.11351777655182091,0.013977817616093692,0.095263412871380737,0.013837926887975105,0.093878267100779664,0.013102350330427908,0.095958793266768108,0.013388124765184205,0.095098283971987094,0.0060931291502015015,0.10992670535024027,0.013563702536907292,0.09373565715469126,0.012854017110412367,0.10096873559592159,0.013697899873622134,0.096969539306002522,0.013958547309598461,0.091544695218942693,0.012944231335663373,0.095631694882341342,0.013322296235711311,0.096119680371519939,0.012981193566722171,0.099186213079285629,0.013332120441372801,0.095122379583669536,0.012336667866962053,0.096701072615374112,0.013301075191835158,0.095136580105220941,0.013373270840428053,0.097036917067639297,0.0058434569999962181,0.11541400057172693,0.014259914053170574,0.09563368663256723,0.014067664680102218,0.09057049761483614,0.014073523117794501,0.095294860195156719,0.01414251988254518,0.090743712945824756,0.013451160644088772,0.096311281345810504,0.01433868921543276,0.099802776745922014,0.013106485524183207,0.1009056196948875,0.012570671209127419,0.10753080173238247,0.0061342561821944941,0.11675748428322323,0.01022434039903645,0.07083704993711748,0.011959968906903599,0.097562145682835832,0.013340451151560814,0.095946281265459774,0.010985426310244588,0.090236607205288269,0.01205765528514959,0.11113231847893189,0.012993713307206708,0.095221186960596366
