Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,L13,uncertainty,F07,uncertainty,F01,uncertainty,G05,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,R11,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,D03,uncertainty,K06,uncertainty,E09,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B06,uncertainty,B08,uncertainty,H04,uncertainty,G12,uncertainty,F14,uncertainty,C07,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,J08,uncertainty,P04,uncertainty,P09,uncertainty,J07,uncertainty
0.0,0.0038254905420900078,0.3419068490566734,0.0046590664863723928,0.37291313440562007,0.0057363162550634252,0.31065484717649844,0.0050260244063025259,0.35890106247404069,0.0038250837516536343,0.32347414838668542,0.0049284461496524939,0.42598808015536355,0.0042740662739567652,0.18246458621509726,0.0051522140506465837,0.40833787262080312,0.0044451859696971446,0.52832332457257036,0.0044664912000714199,0.40159428604346165,0.0027647655957507241,0.42894973246945134,0.0048520184137846138,0.39123552821135332,0.0039886007765726839,0.53107485952028743,0.0054965234225228419,0.17876822313229199,0.0030159996335570927,0.18165658515674676,0.0024759409244402538,0.3836551779360402,0.0048281033830298338,0.45747976989257316,0.004119843583696302,0.30707503534457165,0.0038059284944444135,0.41787471021636768,0.0023471072934511676,0.35035853467541717,0.0051321797714114041,0.29069935271804104,0.0034925397415310712,0.48752337105933108,0.00425383735732525,0.33785516348930922,0.0024301358145059483,0.40734091815803175,0.0043647728436326657,0.44207374403991723,0.0056454011953516589,-0.064000468747195088,0.0052115391279554339,0.40484103590238096,0.0053333728941435824,-0.041084749314794458,0.0048116411840551047,0.34426346130080276,0.0043193992865433392,0.36866644717295172,0.0038669319606319335,0.14822350655657704,0.0047384671176272201,0.40276413344214929,0.0044007445409245099,0.36903823514647827,0.002476161521900333,0.39279521844306842,0.0054661715031136086,0.39839461085390515,0.0048589635111692267,0.40184496368478501,0.0046413123133209125,0.4313513733724082,0.0040850505355541945,0.37758689497504921,0.0056208611856608743,0.15084197374165254,0.0047164495323695418,0.37599574742925168,0.0037620101469376128,0.33453386090880188,0.0033984918785246402,0.35117852832087537,0.0027832262223918716,0.40935028979731847,0.0030045687864755383,0.38818798022001072,0.003911308079822642,0.40032563045260056,0.0035814691773572885,0.27310527659006656,0.0042587970431352375,-0.011211735086966787,0.0044919804368881043,0.35710764050608113
6.0960000000000001,0.0050645794994270792,0.31074142176695824,0.0063279718281367527,0.33995111200492745,0.0074170848929503543,0.26626969876645945,0.0067516515303301626,0.32888583449258119,0.0049843665862996838,0.30901845741969636,0.0072783984866993234,0.30807871550290378,0.0049755745218590924,0.32550236600818799,0.0071402562503381402,0.31220688428439713,0.0068107510940250372,0.36491294713227135,0.0061981777965036799,0.30261121133968838,0.004185861320916022,0.32062169617461306,0.0066149371561188284,0.33663041691594764,0.0068021208878842323,0.37047358308894096,0.0063877994579655184,0.33583234466438444,0.0034934889679949176,0.3288186517520863,0.0035594228173221549,0.3015595544725504,0.007098092432851851,0.32554815537522286,0.0052923754818339384,0.30113240277858527,0.0055144064275742897,0.32157058675243616,0.0031284879748118893,0.30090987212277842,0.006516281809947201,0.2828596694899897,0.0053066137127869102,0.35958595963620871,0.0055737848754129106,0.27355324907129941,0.0035807997892603862,0.308563017171328,0.0063266945798238728,0.28834644364158063,0.0052947317647644597,0.35293766968884582,0.0072299895063837518,0.31738671284127001,0.0051710211066147852,0.41611877722389123,0.0063708354673835373,0.34251200633908341,0.0057975128237175398,0.30166565276078761,0.0043390357737095736,0.32675673343875722,0.0065949002746028855,0.31943179995218446,0.0059175309952908548,0.29195563203941943,0.0035031618935850175,0.27743467900935675,0.0080487701891134595,0.28902370049967052,0.0067570298519853897,0.2657782036777685,0.0067780487260582865,0.29298720233338355,0.00557446977350532,0.32227262806916335,0.0063617918829349208,0.35918383828274669,0.006345957912361453,0.34155864702183913,0.0049352059005378186,0.2929916960467947,0.0045010490071434664,0.32080896687349914,0.0041192739162336988,0.31086097590902606,0.0041411968536121122,0.30219374670304622,0.0054178395502326206,0.30500753579721968,0.0044846912261273996,0.32271122202229668,0.0041482014996090067,0.34855861073906497,0.0060253710497469373,0.33048110157840155
12.192,0.0065160506759298865,0.25665362717003048,0.0083731010718239608,0.27331789981373816,0.0092670604596589105,0.23644403383793969,0.008853707935559247,0.26592213877236787,0.0063989829510025216,0.26667231706578998,0.0090208838943593907,0.24081085067174615,0.0064741400939047128,0.29697873199564101,0.0092950966206537134,0.24907155335324399,0.0091881992152899085,0.26520824167937435,0.0079639790128373644,0.23574358978776222,0.0051190947787567494,0.26603539442893409,0.0088143593078240118,0.26614131365809046,0.0084535769232486936,0.25972921492945972,0.0084412188174110593,0.30012028841821398,0.0045999599232828484,0.30349095048687047,0.0043484709698998272,0.24509670053772087,0.0091745837014262747,0.25000921836494705,0.006750608007402412,0.26398565730128914,0.0069826817011272423,0.2413956851143394,0.0039946847429539589,0.26214540475293685,0.0082231367984523483,0.2358348892922805,0.0069797522265451278,0.25784022589351452,0.0069368022949411606,0.26128322202263299,0.0043698543447895331,0.26078373045804959,0.0078371565316217202,0.29831262838263606,0.0071152030560893446,0.34973942223623522,0.0094327307327670782,0.2455672679778001,0.0073496429805109936,0.39351403165540882,0.0084697597441587471,0.28117265675064768,0.0074579978236109503,0.24402284655240819,0.005695786673025751,0.30647634303479976,0.0085745439428308486,0.25130272188009056,0.0075386885096582349,0.23514863967418753,0.0042339003648986353,0.28800556348966222,0.0097000098986632418,0.23532322655556109,0.008272539468009309,0.28450165157789831,0.0083360372618658477,0.28044726226080069,0.0072389121472130665,0.25537661655002963,0.0086242321006444345,0.32529658677006473,0.0084989585699592352,0.27328692163644053,0.0062685136344535599,0.24357681962649833,0.0058827647105762727,0.26035742186383132,0.0050269787484895946,0.25936564329035283,0.0052858647640960411,0.24890008278927017,0.0069446658314115403,0.24568131552253036,0.005832251331795814,0.27659122810703518,0.0055672792131093224,0.34705075377384004,0.0079132932927978676,0.26666925091662164
18.288,0.0080159706147337681,0.20355614044599438,0.010512571158192997,0.21455199962509805,0.011363046368121334,0.20164449804429005,0.011053025352986284,0.21149245565184357,0.0079754904690577562,0.21588811028547575,0.010876511454627548,0.19940407321512449,0.00827043634660133,0.22975821172699612,0.011280843165213309,0.19153062184974337,0.010999714596783434,0.21363838120632483,0.0096046333609325265,0.18788795793292451,0.0062109592073429903,0.22653571390973076,0.010532443119265111,0.21924871263585222,0.01013827806099438,0.2347533865585463,0.010723040991229196,0.2194177720227499,0.0056461897338712236,0.21616439763820428,0.0051794894326687175,0.21105673790376192,0.011310192844422423,0.20494133495316291,0.0083873110261405703,0.21582386592056232,0.0084236459342755705,0.19239790034512563,0.0049288429050679435,0.22583243012268481,0.010009151137480821,0.18598391825480548,0.0082295512810616929,0.20525503023480493,0.0086302585960808583,0.23200221546895855,0.0052454155399982733,0.25912225682550172,0.010084562960575191,0.27293832182701316,0.0087524529728672355,0.22914275328349781,0.011509437427303884,0.1896406157455614,0.0092571244100275955,0.25319190498787914,0.010592843980750723,0.21122990792893209,0.0089797178745942095,0.19232157939145939,0.007011569732163039,0.21851351249873283,0.010587320521428294,0.20335668977483973,0.0090656221512348378,0.18886170988515549,0.0053073513671989718,0.2716257656694186,0.011695391096947429,0.20488781605526069,0.010543245986574707,0.26748902648908046,0.010507178979799718,0.25445727879863617,0.0088977752857403204,0.20490834666122359,0.01084963106836935,0.21956762774187524,0.01017754196423439,0.2192989570382172,0.007538969019070826,0.19004926745030545,0.0069509130930726507,0.21460371529643268,0.00608249898969039,0.22111851799103849,0.0063964634409714709,0.19611162598142604,0.0083895868486607243,0.18312358894954617,0.00721635243636869,0.20919823134605914,0.0067788950045158981,0.23409325751227864,0.0098759941839494485,0.20518262401887241
24.384,0.009418222141996082,0.16411132863836797,0.012434538869944988,0.16546179467617114,0.013225872895761357,0.15542020060904682,0.013132147218935249,0.16297850729645338,0.0094591413796125089,0.17581209914026846,0.012905840909180797,0.16660588395202319,0.0099275930190323158,0.177162430693975,0.013203480231284096,0.15646364053761688,0.012985493818393905,0.18137467902621818,0.011031263652763133,0.15482273007496591,0.0073523476603573152,0.17671169268305723,0.012537197124756743,0.19234049190483957,0.012660300695774529,0.21639493645635316,0.012701648214445244,0.1680179216204756,0.0064723799816135538,0.16552724751071365,0.006062182698973839,0.17784005692067617,0.01331573359309882,0.15956314036430977,0.0099878469333749293,0.16972342980328856,0.009811308129278825,0.15249539457519695,0.0058241597957957147,0.19344297447321984,0.011629839795981315,0.15074933644244712,0.0096431571434201137,0.1741788722318702,0.010286663310854054,0.17010693575066052,0.0065529869033202999,0.23508697943729789,0.012341903039257309,0.18704320502131172,0.010177371325802967,0.20470210096550964,0.013406754071913515,0.15187275533402539,0.010972580728804004,0.22832041072250897,0.012504600528278533,0.16450722177648372,0.010433496742482142,0.15456499393924986,0.0082247249261401516,0.17205937598391022,0.012437452276830574,0.1599077030828939,0.010508836385770326,0.15116454511689217,0.0064044262889778134,0.19722482162359867,0.013706602618057591,0.15364091801704791,0.012876912674004736,0.18596829275579432,0.01271883654591778,0.1797883911677173,0.010489265635913885,0.15854038591026201,0.012911240619778724,0.17455003684616904,0.012091559104078334,0.19150858820740643,0.0086268148948703306,0.15310390158643633,0.0081099148791627194,0.18145884285305483,0.0071252165404042259,0.17533804745680881,0.0071336128526108405,0.18186567965256764,0.0093787251846150169,0.17615455442489522,0.0085414840412720277,0.17466051908076349,0.0078444025355353438,0.21013948223044221,0.011665637629294578,0.16365593516463015
30.48,0.010382380947584386,0.14776637646833526,0.014111628951457112,0.13668061708875634,0.014948899236667595,0.12812394985112541,0.014552092912918304,0.15201079479895999,0.010848934077513576,0.148503497678448,0.014629105142523514,0.128532149425053,0.011480058656447868,0.14942787664833437,0.014819291456899619,0.12651481641541074,0.015036739093741779,0.14316945211634208,0.012503226308812624,0.13523248900582471,0.0082546839860814392,0.13677454710310558,0.014548821235506019,0.14436893886540475,0.014421558509798697,0.15414291870295371,0.014537846384685825,0.13762358713999734,0.0072362658060985997,0.14531923817921866,0.0068211843113436159,0.15005929437081844,0.015220416273272133,0.1343194892735613,0.011477695594586609,0.14485966542823595,0.01111630559984695,0.1336207648066971,0.0066293246146357388,0.16201663793790172,0.013050661204130258,0.12918214639699577,0.011072785720990925,0.14131784200437089,0.011734722317173093,0.13670515837413028,0.0074338608880882293,0.16980618575301648,0.01409078360911508,0.13673080061170159,0.012365682728316448,0.19241732228458489,0.015145010250238376,0.12400255339533238,0.013579877903045398,0.20735961281047291,0.014269623753625121,0.13644815002797381,0.011854572469633116,0.13011223364759336,0.0092673136628137389,0.13938506576878507,0.014046345818644831,0.13228064440409179,0.011875752387342531,0.1265733420669021,0.0072576807051407555,0.14813231213076966,0.015344578253292142,0.117143779937882,0.014693690746500633,0.13425588794903023,0.014472988778639267,0.13163770446458242,0.011658211798676581,0.14865065464610125,0.014652933792999472,0.13246616441614331,0.014029046058088796,0.14621539664782315,0.0097560086393117321,0.14445300886736509,0.0092915929228073318,0.14918209220434439,0.0080043212385287419,0.14292894366017239,0.0081133830479347656,0.16773540152864924,0.010759676250729296,0.17268023887748529,0.0097870129520835347,0.14150038472778845,0.0094947785555939222,0.20075136566935545,0.01322886357575671,0.13829570747792391
36.576000000000001,0.011657360146302399,0.14245597866204154,0.015913169862094016,0.12202374006919155,0.016782340531363588,0.11280177247712667,0.016480555823676465,0.14571843143078869,0.012192043578461887,0.12526276207744522,0.016187414336242288,0.10397531267396207,0.012874812016259387,0.12486241444907813,0.01637995103324329,0.10503485061917614,0.016737903522453784,0.10831236418834304,0.013848938330160423,0.10992239673270447,0.0091586482374441079,0.12920941719642406,0.016188031371379689,0.10884078178208564,0.016049822227263835,0.1214366771531236,0.016409694061336844,0.12065249916284829,0.0079449742571201971,0.12807502226612746,0.0074867458365665213,0.12669884506506018,0.01704866387986469,0.11137013207755707,0.012875570985227907,0.12523784076180514,0.012399409218925668,0.12110183223478499,0.0073618922139114199,0.1331986476793165,0.014539269476068791,0.11660193529966524,0.012214906304931952,0.11847825408680711,0.013124273082539769,0.12079920490218096,0.0082360512089596025,0.135428824448871,0.015692749922871146,0.11026823842005301,0.013847795168825774,0.13843546288812517,0.016669709970928169,0.10183642888344979,0.015366831091850981,0.14531585171320641,0.016056453649459547,0.11972248903786861,0.01292183401446656,0.11856077043816184,0.010155867602917708,0.1133883066841906,0.015761274965381194,0.11797805112648582,0.012919543078064344,0.1139050879134275,0.0080285667440981347,0.12913445819910516,0.016733303028421496,0.092239015327566426,0.016342368527954603,0.10705300448483783,0.016093907901972914,0.10825357508691065,0.013108755491405636,0.14337374464991948,0.016183354171072622,0.10761443945062074,0.015654595785051555,0.11203322775510166,0.010763919364609176,0.11183600075209416,0.010278422828733041,0.11416246953585248,0.0087517556471909275,0.11717594236395192,0.0090720996538644141,0.12872002099901286,0.01216431389593781,0.12884550550474336,0.010803512617687335,0.10336204078399391,0.010623493760643473,0.13794680719069011,0.014883712683448319,0.12270787957360804
42.671999999999997,0.012910561169143844,0.11143673939122459,0.017332565049592311,0.10088877080918017,0.018141713830858511,0.090273801541418716,0.01837623233272229,0.10237978424702367,0.013210967687686479,0.1094428619313743,0.017594796256420946,0.088206003944956701,0.014085826555413882,0.10220794742478639,0.017843297030080509,0.085236372350150677,0.018407165840895062,0.093404765789496372,0.014908857053433353,0.086033192689075055,0.0099577036242860049,0.10251842768455223,0.017609229944055449,0.090094159364474583,0.017654453294538401,0.096528528197048991,0.018130222245202963,0.097617573648233202,0.0085881105853431311,0.10768592175375856,0.0080605517349097797,0.11181127371178896,0.018419924453178638,0.09037844452379451,0.014142413095957764,0.10350100560551855,0.013386022427963822,0.10265623016924788,0.0079662432288750192,0.11748287358221644,0.01583789393700551,0.091235066854373562,0.013407263911042355,0.10816600071908161,0.01426961389224228,0.099546479905421509,0.0090722748221812068,0.11948751624218956,0.017092363032402479,0.088103831469479491,0.01521567921501271,0.11262353621539987,0.018225362121070333,0.090332636467479535,0.01699595191363679,0.11489631468399993,0.017648274202234294,0.097492747941888364,0.014190869703416296,0.11214000841781421,0.011161125860987404,0.11216458391557781,0.017104857850675077,0.095784890384969151,0.0141229241818039,0.10704576341311151,0.0087464304456671086,0.11307410167025943,0.018053892184243334,0.078097048268259611,0.017850265444892641,0.087845818479058618,0.017579900265427738,0.092214236298113456,0.014539512006629575,0.10880346442610178,0.017869197686979161,0.099360703853496657,0.017075108992048501,0.090649645640623402,0.011567574075532612,0.093713656704240242,0.011084588733594769,0.098179828856046661,0.0094721493382684471,0.11245249676335899,0.0097751186083692536,0.11119479441262829,0.013252225710689104,0.10112292315012926,0.011615617952872881,0.11244609522999391,0.011636029630035485,0.1150255087614889,0.016183893130482928,0.10196143960509725
48.768000000000001,0.013811037049695565,0.084449401550069678,0.018765699544986018,0.086763871915190416,0.019544338433329783,0.082271869439521597,0.019732282474571775,0.075377273958639496,0.01436117213627987,0.10294846155607587,0.018890862093745204,0.073446009847613847,0.015315960235179643,0.094383659559451008,0.018970150363977489,0.061978739945621412,0.01990645531500173,0.081586668458135253,0.015907953540373481,0.073718373098881088,0.010576358010546027,0.077203767115799682,0.018974836590806198,0.07747992732073572,0.018981048688235649,0.07481298314301546,0.019555975533632444,0.077311274610374181,0.0091612404642907007,0.098810180006268414,0.0085975644602744265,0.10019546849821269,0.019933873817778593,0.087108326299606728,0.015340843000794474,0.091897589651012426,0.014443714475574354,0.095481909001533249,0.008572739663109924,0.10677222364381425,0.01685281059255311,0.068571640768256684,0.014430940669774937,0.089333492846978377,0.015400978543557882,0.090015034125065396,0.0097458251878963821,0.110289056045794,0.018337476322421501,0.073017091366662304,0.016520835013429287,0.08544773417467387,0.019654545229156321,0.077906445271546082,0.018647103201310616,0.090840521984556957,0.019020869390120425,0.076192990585583986,0.015220285990099903,0.084454344676314769,0.012068763267726913,0.099078454795430662,0.018456631424422328,0.083849692881508411,0.015092187712858928,0.080417349409465003,0.0093999882531581019,0.1051252102178979,0.019315614799893282,0.066927578158438833,0.019184233014195022,0.072785331884743287,0.01894163451936344,0.076629402178986436,0.015545967481196637,0.081680374073167389,0.019386055094772318,0.080603660481753145,0.018428220946704033,0.078612546980301665,0.01233225295460939,0.08979031450207843,0.011863984428307765,0.094139101995552102,0.01016137319340287,0.093436928326710827,0.010514141740790583,0.095001179724278892,0.014242185519083458,0.087766355014408173,0.012738047933017924,0.11819651478545966,0.012605882398508945,0.1012941455356723,0.017530701492054792,0.09209111103647892
54.864000000000004,0.014603728389639614,0.068826458499720536,0.020084333180479273,0.069204766698510542,0.020767192698682466,0.066308746110243663,0.021017997637490619,0.061730837519096811,0.015304821092082142,0.074725352187547736,0.019999951709956641,0.057469354816687773,0.016398274206722175,0.07795072245210409,0.019934726313487187,0.057508687979605774,0.021087823912695227,0.055123516044968332,0.016658304998371478,0.063071799640074297,0.010989868731505882,0.066795685823770989,0.020246629804376595,0.063775704727052393,0.019942875230160077,0.050825129186255848,0.020728234275435173,0.0660153337019075,0.0095661471267307636,0.10112768196715755,0.0089886794455483338,0.086688509395415572,0.021144876781994709,0.057183600401676665,0.016327885040813523,0.071160898497075298,0.01525693708815146,0.066243454853714023,0.0090816658312558671,0.094627067303697771,0.017671129881622876,0.05324301206049125,0.015157731530384473,0.060554622255135644,0.016408934275629814,0.070962331493607214,0.010176064437349119,0.071452079088219628,0.019448608843518254,0.056493600775921485,0.017524337577488228,0.062720082224573731,0.020730321580586818,0.056944270432399149,0.019995079704087836,0.07259573551560701,0.020120849468209578,0.060040631014519306,0.016059895252699775,0.062456205393676488,0.01266195301058185,0.078475294008522781,0.019693689410316864,0.065273298409721597,0.015836171488579121,0.058057907692210038,0.0099655394772085182,0.098233673033767649,0.020182989492580499,0.055280702115968063,0.020339780341550477,0.058022399207146413,0.020111554726113662,0.05958901675006395,0.01649567339394056,0.066063128077396227,0.020550250842379124,0.059634464888119819,0.019706614639795745,0.067515066338956445,0.012878650473558776,0.07611816002916845,0.012523400553711822,0.077682067869014937,0.010633363090700553,0.065404371325722577,0.011025240848424779,0.067960694930384577,0.014945543716688806,0.062365077426334674,0.013620292040845805,0.081659107552155427,0.013355644731478012,0.076417629494039949,0.018753722685697336,0.068649298286288213
