Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,H04,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,F08,uncertainty,E11,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,G12,uncertainty,L11,uncertainty,M07,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,K02,uncertainty,E05,uncertainty,D03,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,C08,uncertainty,B03,uncertainty,B06,uncertainty,B08,uncertainty,L13,uncertainty,C05,uncertainty,F14,uncertainty,C07,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,J08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty,J07,uncertainty,B13,uncertainty
0.0,0.0040061628177576972,0.23752364148316341,0.0052919730667727897,0.37060973564714367,0.0053189096111748713,0.42707924803991415,0.0056878326313519042,0.2153109305707297,0.0040081480595997639,0.36987999998511961,0.0053974534577255848,0.3046419577938409,0.0045569599442040034,0.23617960250140027,0.0054800726925651484,0.35113417027029431,0.0057635122854459257,0.43182560009189125,0.0050563830496782227,0.2454513717536235,0.0031217114328862738,0.37165714431814023,0.0053840684928461984,0.28058794543619781,0.0045967311283487081,0.36154156748075311,0.0053620270086555061,0.43395318531186305,0.0062248846595550963,0.36087100464319904,0.0055555205969276501,0.46123083856444153,0.0023179831718367302,0.37531920888662268,0.0026365402880303293,0.28917022174254059,0.0067715217392263823,0.35588183749999303,0.0051691195579186824,0.30525552129968192,0.0054080120118241782,0.42932762194825508,0.004250013500161411,0.36157816158473899,0.004199774839246417,0.38484276645683607,0.0022974673582006433,0.34334092635856772,0.0049184802478407482,0.36329320823358424,0.0036487200486531464,0.56873971024462233,0.0042789730901046713,0.38396096583673556,0.0048964666729156793,0.24145919173282898,0.002745797079888446,0.36540553633099415,0.0050550775832593773,0.45640098100021714,0.0057318845629826427,0.33501797284987339,0.0047557562808395772,0.3400833890879098,0.0056309295310437461,0.43218459420569139,0.0046937313032036502,0.38887652902386349,0.0051994494896627653,0.57425408924919674,0.0055265683311262158,0.4624454400572835,0.0044519279329637918,0.37796821360878807,0.0034724932581630301,0.22306024837532454,0.0057162323321168816,0.33836661773187798,0.0046292070053949455,0.35588092536311755,0.0025903463729714626,0.41728846406612435,0.0056776375754660621,0.37025198071756871,0.0054681088066402869,0.43837884382103404,0.0054834439869088716,0.42221848131657808,0.0055399828661863689,0.40921640637555851,0.0053226972041510957,0.40112701703253917,0.0046754389854767589,0.42029079186476437,0.0038797581252799107,0.13159619523836055,0.0031601527317728106,0.38376015583630302,0.002697861716101852,0.37342304241204322,0.0027595790988882577,0.42708740906041842,0.003436919080549277,0.21336058404447245,0.0041139443225528963,0.45265317151022372,0.0035012091869540507,0.36103535523191171,0.0034676498662417261,0.36750958356277258,0.0036619352984735708,0.35713669079173266,0.0055785524675915962,0.34149355397042935,0.00316553449206759,0.32948058541919395
6.0960000000000001,0.0048611406395440591,0.32184082209300463,0.0071384715869451699,0.33438589687507969,0.0074740521301011695,0.31509011613543508,0.0068025777774124111,0.33641156394285437,0.0054085776478239103,0.30157542737319015,0.0069294054429135101,0.29826145558934919,0.0055315684492122444,0.33861611519521739,0.0072484103568455594,0.32202561251908923,0.0081003744600094824,0.30794370004788862,0.006158955683428587,0.29436730166771052,0.004293342483291095,0.29799853015519656,0.0067632645377133866,0.34171628216267619,0.0064001615067073563,0.29101193904919231,0.0078996468038760315,0.32514272186335563,0.0083581703415034573,0.28804318201395918,0.0081910999149857784,0.3302390771159478,0.0031239273779357507,0.33253255355398986,0.0033364010551701975,0.27092264550403888,0.0090646742265105707,0.27668286058510833,0.0066399855871285308,0.2911270649041301,0.0078136485656968516,0.32182488510109408,0.0057133290813455003,0.31582927996678684,0.0058458236176716586,0.30490594524661008,0.0030378991824546687,0.31291184766024932,0.0065936575084911027,0.27914072874921636,0.00478826913267785,0.28809021117655997,0.005910003199376194,0.30139459141637304,0.0059827365089242055,0.31538566581844046,0.0037003819796003869,0.29742737780864065,0.0072324551897362862,0.32967392053092798,0.0075121510440998079,0.33014782453848546,0.0062804150076374828,0.27807528504830364,0.0082539974691399169,0.31925192071347019,0.0064882880381009209,0.2923364668273673,0.0070545025278451546,0.31447942837856019,0.0084299780538573069,0.34067309501216481,0.0062505827796758111,0.27671100686539252,0.0041630291930955764,0.34701803203148834,0.0074858816426910738,0.31625699653170064,0.0063533666185505901,0.26412610239340556,0.0036211655478496376,0.3157345467880398,0.007697774293936044,0.27772515151040544,0.0077879490932532443,0.3179542689091282,0.007776528512803511,0.30800952710120094,0.0077945618410940167,0.30179142286284466,0.0073001121553029685,0.33420133260937301,0.0066013811478282079,0.31896335422364008,0.0042700848348838005,0.2730353105142081,0.004387200457319781,0.3031854014709302,0.0036856380908422488,0.29479925391291567,0.0039341723093014565,0.32668059362430169,0.0040611753172093822,0.26712267149077351,0.0060259708054051135,0.33367255043915067,0.004703466090560186,0.30831276216943121,0.0047231170563684852,0.29202457081600436,0.0048953925370000479,0.28721535987373298,0.0073239387776484078,0.31777100963396349,0.0042194336450720954,0.27461698579076854
12.192,0.0063306138479429248,0.28351963408689357,0.0094414856781004104,0.27180704055526084,0.0097621647845093085,0.24767160142797634,0.0089982164298783515,0.29616583486779791,0.0069330762803310507,0.23924464789039221,0.0088444265030813343,0.26278454610762814,0.0073115836535644057,0.29276623926981477,0.0095282113680133836,0.26513032631157979,0.010558763639693434,0.23791285366399353,0.0078859954809384156,0.25531382668825447,0.0054114566878597399,0.23707740459306895,0.0090080790044946915,0.29167335860327326,0.00790063785787367,0.20717087633469258,0.010062103671345621,0.2256910375761885,0.010702374209903385,0.22967722301767268,0.010652462076960977,0.23844848758890211,0.004132285567104055,0.28144638423668672,0.0041484241277389413,0.2515350598461778,0.011478493855313717,0.22364176669870461,0.0084434653141708185,0.24156042350759835,0.010064450198307255,0.2255744924639683,0.0073918419823023702,0.2538605239972701,0.0073925152482285667,0.22947317493325359,0.0039323749137454463,0.26727656236050545,0.0083282255465739821,0.2244155732418697,0.00584820814814427,0.25382042801074084,0.0074947591752595535,0.23313698643937011,0.0077265833582632389,0.27050573980786063,0.0047200071916313176,0.25091113069077392,0.0095909719088276349,0.2595494704736318,0.0099211717551350789,0.26794556300007244,0.0078857992665460862,0.23408994599904984,0.010494150623963909,0.22299930490121123,0.0082065089090587393,0.23526215049387858,0.0088615359382690651,0.2160832261910432,0.010829586173052987,0.23146765614255485,0.007557317387249139,0.23961819339064797,0.0055663385831560249,0.31314764867066458,0.0097888222807537978,0.26387428328776941,0.0076538564657098757,0.23540001569579355,0.0047090434122504824,0.26061392616108531,0.009663360899865775,0.21983444158453117,0.010165771909908927,0.2402567352433928,0.0099879876691705699,0.23677927063478624,0.0099401112407810719,0.23113760646648321,0.0097111509709508371,0.27087730369324292,0.0085775053559568066,0.24695655018631646,0.0053171401867756754,0.26204824933887916,0.005554780749691032,0.24290426792275979,0.004662223835278429,0.24338874183004006,0.0051160312787519088,0.2552634542033213,0.0050156421455120805,0.29383337657233388,0.0078288776811619946,0.24259446940140389,0.0060371771634240168,0.25689689504785745,0.0059329029386199659,0.2371166712610645,0.0061714461593512324,0.24638280335104162,0.0095890151890411397,0.26465785704976202,0.0051924003463816532,0.22245621011756675
18.288,0.007878076937292736,0.20875105048936027,0.011633381430744133,0.19974997084525303,0.011769160349199319,0.19595918195699644,0.011387190929223905,0.21308110509328179,0.0082247977194292946,0.21962641914783865,0.01111380552039711,0.22090096735928152,0.0091373588524138096,0.21345220827555222,0.011655520662871972,0.20420488349894322,0.01254717324734537,0.17136997066626436,0.0095573367139102205,0.20431707062624213,0.0063433452610631349,0.19578121251137032,0.011251121800323666,0.20751136205308204,0.0090694557109128864,0.18206290479370002,0.012113394342309994,0.17853417311005645,0.012808289037395375,0.17488622841666793,0.012845151007683244,0.18087295821366586,0.0049859420299627746,0.21278097645063246,0.0050868744868600687,0.22331358637629159,0.013667178359431108,0.17160389730879166,0.010301229921373677,0.18601999191157267,0.011801556576308905,0.1991325241916016,0.009011221379184817,0.19591414155523895,0.0085947756883590059,0.199550113114283,0.0048000218008066751,0.21876941119653767,0.0098347491691019896,0.18397492743727317,0.0072152835937726659,0.24184240163825843,0.0090120663285555916,0.18388954985879294,0.0096284464531984394,0.21115531159005413,0.0056438684283871875,0.20205554541530618,0.011492023841471485,0.18292515114626243,0.012263066011076088,0.19786947252479065,0.0096225037125656967,0.20282202142816844,0.012566263066117845,0.17423066433278137,0.01000392385198976,0.20147303688290699,0.010637560034106415,0.17555555718345067,0.012987550468714989,0.17562721813395837,0.0091165430138551874,0.21217529072071992,0.0068955458142763281,0.21624472389092744,0.011993204364038581,0.19503528647917817,0.0092368473808045887,0.21186679395313279,0.0055761652411736671,0.19780656433778579,0.011595818783270788,0.18274256963710039,0.012095302511732143,0.1741638006060823,0.012064593205877418,0.18677436084179028,0.011862932057346062,0.18097391081306705,0.011810359683222894,0.19235136235924088,0.010551918278439062,0.19562782126002401,0.0064384714101472828,0.20645196262079149,0.0067084019896228083,0.20194573386120016,0.0056033704699847272,0.20736783670069217,0.0059575369907738929,0.20362313174286303,0.0064199314175597318,0.26118056240279014,0.0090900445865708755,0.18885535212266807,0.0073498680111236964,0.20716213224169083,0.007103991266747189,0.19631984096905614,0.0075246856020725721,0.20710685717755592,0.01175492508953052,0.19557810430694705,0.0060458608551785002,0.18349080110080904
24.384,0.0088813508139820776,0.15967626377759631,0.013438381241591548,0.1546683849610819,0.013774307970122315,0.16248964580554798,0.013016493059983557,0.16469605563434311,0.0097915985747828831,0.20091495078273319,0.013035748254613264,0.16143411497753996,0.010813017807316595,0.16564567454355522,0.013758627620562545,0.16883909618081244,0.01422783059236305,0.1259042231340243,0.011263890670033092,0.17543933787686861,0.0072694497911090549,0.16977260499569358,0.013086970252923045,0.16277765261992216,0.010499212391955932,0.16538925727473475,0.014162111868195765,0.15533311780383094,0.014646088230458454,0.13754372362634382,0.014820206204295994,0.14458468063631749,0.0056880162858107897,0.16606538351645195,0.0058850658817061838,0.18014933918690196,0.015597152435984675,0.13374733275509587,0.01179138253873672,0.14917368769240721,0.013889039625030948,0.18330517934459908,0.010535271828203005,0.1552331521188674,0.010073090745972013,0.18627879118997653,0.0055790075884092419,0.18290826734583332,0.011355662938442391,0.15723449372486983,0.0086897266985709754,0.18054090718227581,0.010333713896886792,0.15419827777119161,0.01126887609472306,0.1592563893901644,0.0064196521994407353,0.17007983793628695,0.013046216188174387,0.12993262609812739,0.014281810705494656,0.15190519612593603,0.011208809869109148,0.15424980292211651,0.014465380564630568,0.14527544555778718,0.011664643155049535,0.16008496885321211,0.012182451482924973,0.15154383862236215,0.014920826679719019,0.14158087511102593,0.010829993131694171,0.16634370906930654,0.0079676189969517114,0.16265461463344907,0.013777034176139062,0.15294882685987771,0.010885840081980768,0.16042842309843483,0.0062876647430851369,0.15790013010833839,0.013374114271863025,0.14446169615924803,0.013682528473335464,0.12551993005033696,0.013851610342484505,0.14718592311547199,0.013759734185293431,0.15181525074685323,0.013617222986456533,0.14493189910114457,0.012423450215635323,0.16216436310952248,0.0075490834097176329,0.18186054129645962,0.007840532675485682,0.17095661051311567,0.006484219690671829,0.16938555788870252,0.0068050431771902974,0.17069057185189643,0.0076088445451841496,0.18437783524105422,0.010455098995199561,0.15575885167136808,0.0085039184677595438,0.16346561790565062,0.0081960110320980061,0.15994475189866847,0.0087625256410033478,0.15985870178992628,0.013524465146081939,0.15358839016434059,0.0067772409118416364,0.154234696070079
30.48,0.0099548233152242267,0.14561093413572582,0.015293081611226578,0.1346909556677747,0.015681350513945279,0.13120417857639133,0.014751416634477066,0.14066698219367788,0.011479716774800941,0.16156458760103867,0.014729950991121911,0.12635039741491289,0.012286390485794212,0.14372096750766417,0.015717244825184027,0.13445932665305124,0.015584198511028458,0.13610324307061575,0.01285066172083512,0.13862708901439727,0.0081620015799589527,0.14176082096123169,0.014998282141895192,0.14290935781133754,0.01205793588461993,0.14148262328009639,0.016113891313967097,0.12851258619111544,0.016482156283065933,0.11766943555108121,0.016739988811594299,0.1218545682582621,0.0062538942614156819,0.17555602361967743,0.0065593732587778493,0.14698334558625339,0.017462909987517754,0.11159005070519971,0.013255746064969591,0.13154121175785138,0.016135512677172306,0.1450315105625325,0.01198358966493537,0.1409451455009299,0.011618819409249592,0.14984719382650852,0.0062723353337538947,0.16309366678746223,0.012763127767938847,0.12737801476238622,0.0096523114853838167,0.15106651190759376,0.011621323855093974,0.13496323787962677,0.012805966832261782,0.13251071774058559,0.007203104458704656,0.15230513549602595,0.014309096348866584,0.13505641409104624,0.016108218647767829,0.12320529704245484,0.012562970336724415,0.12256318456266729,0.016345271416465162,0.12342926096473633,0.013100459728067464,0.127499340872959,0.01378929722452585,0.1370433669338133,0.016778017215303573,0.11791728533622603,0.012242024457304084,0.13271516697573699,0.0089566763807351537,0.13447294081474312,0.015659382650907945,0.13551713905448312,0.012273286661127689,0.12991080286432047,0.0068551124742616343,0.16304744495885845,0.01475713457861799,0.1180626857337447,0.014955421714387532,0.13407917237108141,0.015610658391405848,0.12581925182150155,0.015515529475486846,0.1236961787461336,0.015191028248082014,0.12006192825980838,0.014218627606052154,0.13737504995468974,0.0085646254072795514,0.14994875891035844,0.0088733550952709971,0.13809754498510471,0.0071404428494558003,0.14745261410292756,0.0076045755013346679,0.15283625106245524,0.0084836099363811875,0.13747346444116318,0.011794804655269095,0.14081798200746978,0.0095925675488153731,0.13826036554398374,0.0090224307248277097,0.12784899281559312,0.0098308981378467108,0.13635270753539322,0.015386360392841216,0.13559899929884897,0.0075109734975808496,0.14129590752909557
36.576000000000001,0.011017523868992822,0.11832061464170913,0.017043706074154574,0.10974897808459694,0.017351476965321775,0.10285570433989245,0.016447147190345492,0.11586385726877299,0.012834195271322615,0.12419047346165882,0.01620485421893662,0.10549617114560836,0.013788569191308955,0.12962493491537197,0.017395606613244127,0.10086400181685762,0.017526173685915768,0.13618347444418244,0.014144148392570857,0.10754183137605397,0.0089090971339317523,0.11406013838582821,0.016793614555102164,0.11416009317543185,0.013384339560547701,0.11931938170129351,0.017617522017146527,0.10356109133490213,0.018009890476589692,0.098577977270566011,0.018499730475258293,0.10171231990910312,0.0070591506771244174,0.17069757867804938,0.0071458364630298888,0.1282765104478075,0.019003552808672979,0.091755872275148823,0.014602590157306378,0.10988006450210987,0.018003617468293254,0.11042702665784045,0.013480844023196034,0.1296788325253195,0.012924837160756767,0.11997076341503175,0.0069575152022215078,0.14481881912945363,0.013979924084139244,0.10402378929765724,0.010723133602431391,0.12869074992762444,0.01288800047921944,0.11706248616739344,0.014183364038774442,0.11576352893712152,0.0078435355193847787,0.1263324518922912,0.016025147053401079,0.13429946075150834,0.01785797598016169,0.10459187313059552,0.013920864280445011,0.11355133730856325,0.018103560958080685,0.1024296548387271,0.014540140379360012,0.11226982680833632,0.015288251439884701,0.110314060285885,0.018494772228085873,0.099897883678066443,0.013460253144672807,0.10911212992684347,0.0098998355175182878,0.12518170193827977,0.017409314203362013,0.10551282737333828,0.013441535757440797,0.10847628902604674,0.0076871543375404017,0.15616597330118251,0.016216408522296288,0.10824987131252077,0.016806551418277541,0.13661586680603749,0.017357966365498138,0.10602874626752408,0.017029127153386628,0.097483230817699065,0.016723267513684255,0.10272299913957753,0.015609078865919564,0.11547306888450821,0.0093828975281191364,0.11519226702431232,0.0096420155286927635,0.11999749187404811,0.0078330851523996138,0.13291744821284504,0.0084066863170782907,0.13760855146929846,0.0092356553084754836,0.11443627372396187,0.013170899614893615,0.13086814006341296,0.010498517756494592,0.1285720006106861,0.0098466806924320943,0.1209567200207806,0.010910369797104007,0.11592210651828525,0.017125921513967347,0.108547816231454,0.0082736488893226847,0.12995228252947422
42.671999999999997,0.012039462734468312,0.10801944274405025,0.018498484802287708,0.086863473724306792,0.018902262747553224,0.085544569121845132,0.018089218694319009,0.099799137222898321,0.013997771183013413,0.10111390468023422,0.017599387696983305,0.087561625233015541,0.015205838570071881,0.10609083854395852,0.018810162993750414,0.092238759340758161,0.019282552534479077,0.091665035876040385,0.01530005879503259,0.099133221355103718,0.0096048776882361377,0.10668475738530375,0.018348369023404108,0.092259603750739272,0.014492506393627603,0.096164975862353785,0.019158486093532809,0.08947545900848583,0.019587032852916922,0.088244989565029575,0.019967101755094963,0.080029232599932484,0.0077834729562115375,0.13541408945932509,0.0076895438397946228,0.12315052647282994,0.020598469786544553,0.0859645473454448,0.015908511492482472,0.096570714248826475,0.01955753769342651,0.082568616469699055,0.014867530481539864,0.10627702620064748,0.014068349785687016,0.10009553386680389,0.007579988989944551,0.12928747863937473,0.015009457214000368,0.091727466037952732,0.011732737245080026,0.11169478373515049,0.013996874275014077,0.098830831400871608,0.015506197726239186,0.099446861408615042,0.0084798744624635432,0.11664773453028097,0.017540642461720216,0.092960901587134284,0.019468355308596717,0.086009726862695382,0.015029932829624266,0.094203628167178394,0.019619231328226037,0.081097051785649604,0.015740033880434275,0.093421135522001333,0.01647763626071189,0.086669060433896078,0.019943603898648087,0.07760440136535135,0.014507937059847717,0.092937043843134434,0.010753225663906116,0.10249498029491924,0.018841089634350688,0.083639748333326172,0.01441033527693846,0.092237851624564396,0.0084169094666160897,0.12127008308480298,0.017645801765977187,0.08705331789679753,0.018408296585046603,0.092220563865815813,0.018839935497555263,0.086004217074428166,0.018438023884415785,0.08452457265312717,0.018133846033005843,0.084136932456162467,0.017070221134455131,0.10173507014027976,0.010111582047502371,0.11329453552546864,0.010431102819931565,0.11801603684903089,0.0085552603378683378,0.1194317612201604,0.0092167353427828527,0.11584441665712106,0.0099775463412896739,0.11137589992055798,0.014567318873449092,0.10865100183531282,0.011461990909971775,0.10869746027109996,0.010710257558354556,0.10206087933304718,0.011756160479780335,0.10058844043740056,0.018578026537765618,0.086435419823962564,0.0090027743865321915,0.11216692247278298
48.768000000000001,0.012994943645457,0.098419411981815294,0.01989056171658115,0.075254802167968746,0.020236786940874784,0.068936971851856585,0.019651159272470603,0.083963472428005406,0.014949833981308246,0.08524769986333694,0.018861111598647867,0.075642553205238786,0.016406301044290868,0.087904784246935472,0.020388058073080566,0.087518705643258018,0.020518799087421519,0.062656005313336913,0.016609776106997123,0.093434234950510814,0.01014823788828453,0.097602612042340317,0.019787648764909641,0.077894423231783971,0.015371799795074949,0.077791252556668952,0.020722695977279468,0.079648599416760807,0.020931951657220838,0.069209109041500766,0.021423501294466237,0.074218000693856853,0.0083305289431677941,0.11230500292398467,0.0081628303035976898,0.10701323012448372,0.021980391869312471,0.066843326519014423,0.01710734936237179,0.080986613265374569,0.020803872894684692,0.068133119681205542,0.015992963849976425,0.086121659613563065,0.01498259540702941,0.081375374442709758,0.0080853033858615357,0.11072514625635861,0.016119516693036306,0.087441849958458259,0.01269571172308827,0.10428295945532814,0.015029671819363478,0.085707036585275981,0.016782772434366339,0.086741687163216896,0.0090280428189948286,0.0996085153721495,0.018607723964559647,0.068703171364263405,0.020795051536804728,0.070185683715530259,0.016120815812671042,0.085495110761572998,0.021007886653715231,0.071842573304575788,0.016923476928627411,0.083637830714676148,0.017473417798323825,0.070630702411302856,0.021385579089938454,0.07259057412685628,0.015619346099546523,0.08801812013435989,0.011514939772539465,0.081018560279655746,0.02021932175663781,0.071789244555214793,0.015460235030046565,0.086938797931949321,0.0089533640324180284,0.098771289584660263,0.018801875015671304,0.071616198507616399,0.019558968461009445,0.064330216571915844,0.020166044039166366,0.070517903000894402,0.019719085274165674,0.071712746584290485,0.019346895735333561,0.067648737840448017,0.018583587736756731,0.088144264870431421,0.010939338527174066,0.102891620273146,0.011253050857485628,0.094933801885297389,0.0091255308366463977,0.10158134812647611,0.0098561601901930567,0.10267291586600777,0.010674279424618061,0.091810288106865354,0.015628601057587,0.085127642627950251,0.012309239574365952,0.093675439105407057,0.011343401291772321,0.077210377724681131,0.012582164174428492,0.095487147691757729,0.019958246729088479,0.074298397478856928,0.0096913832917075518,0.10369594048391118
54.864000000000004,0.013590559871477075,0.072860294797805689,0.020942490141747497,0.055417648871360102,0.021362105673196071,0.05671394168540226,0.020801992104554183,0.054192433781727341,0.015932663017721279,0.074810998907804557,0.019848968851875374,0.053274827306375942,0.017465821884402301,0.070982585071323739,0.021798294607398735,0.065306808026409063,0.021331742474893615,0.049906246047655416,0.017680304098292375,0.068202142050943701,0.010501339971054976,0.091558567201048213,0.02090971919615825,0.058348740930165996,0.016075432789218382,0.064221391013334878,0.021906145639782552,0.058891926021514093,0.02182450266119881,0.051809982103388476,0.022663287335202766,0.053558773835817461,0.0087361162168459478,0.093883082433873652,0.0084550089897068338,0.094830981846948811,0.022871843373425516,0.054861162838449946,0.01791962330601924,0.055892483201792756,0.022083149453440844,0.061074497311336649,0.016886599200118983,0.061611896972787759,0.015833809053121421,0.067007760410142281,0.0084985272820345993,0.094365739450446601,0.016969271238270609,0.060277991710637309,0.013609385440307136,0.08728461863569037,0.015693001562460385,0.067034370412694,0.017765250104264309,0.060546769252359245,0.0093789957992293851,0.080269015336177765,0.019329631977168551,0.043642480783323875,0.021988899631316713,0.057400832816046486,0.016940944649054442,0.058381979394233827,0.022072781681029115,0.053538648178641637,0.017840112514721607,0.056117268026407582,0.018419718316606371,0.058097189916342454,0.022465559627559951,0.048521921937101441,0.0164867262868779,0.065904906144387987,0.012024754864287758,0.081125603550877931,0.021208806136215463,0.057803123363677947,0.016191831207214357,0.068464274257337976,0.0093089701327285761,0.082158663275074068,0.019623672727820545,0.042978809669509836,0.020306774387334244,0.046657175625512116,0.021123441694549019,0.050423518821882972,0.020738610747323766,0.048209387792141706,0.020258980551604105,0.04837342545035786,0.019795859511969442,0.067835912832862444,0.01158980152933229,0.072357503923509203,0.011863186341604709,0.079501647195806741,0.0095740113182564632,0.081929738357694917,0.010299563086263249,0.089198127639415523,0.011158698087772827,0.063240194298481225,0.016334272617018978,0.061445966738107857,0.012855154778252499,0.074294480543173322,0.011776278951249263,0.057158326209877923,0.013244082216675094,0.075399145559737993,0.021008418147282343,0.056441913433247788,0.010081459182828342,0.10165450284423284
