Location,D14,uncertainty,K12,uncertainty,D10,uncertainty,D12,uncertainty,H03,uncertainty,H02,uncertainty,L10,uncertainty,H06,uncertainty,L13,uncertainty,F07,uncertainty,F01,uncertainty,G09,uncertainty,F03,uncertainty,G05,uncertainty,A11,uncertainty,R11,uncertainty,E09,uncertainty,G12,uncertainty,L11,uncertainty,E11,uncertainty,N08,uncertainty,L15,uncertainty,N04,uncertainty,J14,uncertainty,N06,uncertainty,J10,uncertainty,N02,uncertainty,E05,uncertainty,K06,uncertainty,L08,uncertainty,H11,uncertainty,L05,uncertainty,H13,uncertainty,H15,uncertainty,D08,uncertainty,B03,uncertainty,B06,uncertainty,B08,uncertainty,M07,uncertainty,H04,uncertainty,C05,uncertainty,F14,uncertainty,N13,uncertainty,A09,uncertainty,N14,uncertainty,R06,uncertainty,R08,uncertainty,P04,uncertainty,J01,uncertainty,P09,uncertainty,J07,uncertainty
0.0,0.006147339567040444,0.26006571171879739,0.0095557790736449221,0.30409707425635868,0.010065555235971229,0.11326094204642848,0.0087135831935761434,0.27163022023472272,0.0089472859166291312,0.074048747467575921,0.0051929932747061544,0.86019487819370899,0.0089822938796943006,0.018377610939785516,0.010143748551210722,0.05964920196506196,0.010145356351253501,0.23417141690470039,0.0082623188638664049,0.2839548036800088,0.004842236749449157,0.35061501152434099,0.0092975880962258041,0.27301273436931256,0.0098339342899342649,0.098036670215341626,0.0088921888075784734,0.3156210558662022,0.0052295438793872979,-0.012266273379827771,0.0024745249329739339,0.80461747587596155,0.0099570005393460684,0.081987581580509478,0.0081180589922059607,0.3031610093275276,0.01070681644089852,-0.052750833599895575,0.0097054871376001609,0.28660352237860037,0.0090361135195110662,0.021740566459353391,0.0048047136551968529,0.062004808579133777,0.0082926644427054295,0.26652260862827643,0.0091003407119857414,0.41322989238418978,0.0084789785516970195,0.18877852176811283,0.0075397976873739546,0.26972015817934408,0.0041218727541739606,0.34247785154032101,0.01048455089574331,0.26488705427970505,0.0091618851521480422,0.21412575418314603,0.0082469807941010151,0.26809094744358786,0.0063038581326850789,0.60629026884964199,0.010247093890962934,-0.0049265085187578522,0.008159900029458985,0.15280352190015944,0.0034501833710934775,0.67205268347159408,0.009273888217119856,0.30495049767866311,0.0050266767657054,0.07107412312908222,0.0086233001154059196,0.18691601660962454,0.0095017040365192491,0.29704272900285195,0.0097101385833874253,-0.089075021028376528,0.0090722862495672563,0.28851525459719723,0.010355925252413471,0.21701012629557218,0.0085503167757915288,0.28399864511127204,0.0069325269238410371,0.12419389027248844,0.0056147029570076685,0.23505503857355445,0.0043191371528588183,0.27277464554526171,0.0048647911101942568,0.30867216552460586,0.0054475738584693753,0.43924913906894802,0.0060092128766614152,0.2438600670628292,0.0062511291891686974,0.40730432784107223,0.0074396898385009373,0.19946437257837532,0.0092573289728272532,0.25974903674741734
6.0960000000000001,0.0074585183981042231,0.24115835550764941,0.012395120973262539,0.24125753592419594,0.011176357586586012,0.25230102915886704,0.010819037710015966,0.25224559503494282,0.0094511322055383842,0.27278800980081425,0.0090880780347236817,0.46986457847699681,0.0086917059844995627,0.18934077572033772,0.010760511852983106,0.24149077509792705,0.012278770611322327,0.24989804635044194,0.010642164528193892,0.23518487255271239,0.0066428112229660391,0.28689322550242013,0.011571390548237701,0.24646472360436608,0.010623678180382012,0.22275722543955195,0.011943400828963372,0.25021944374638994,0.0046945539045913807,0.25401452163136151,0.0041589943881814419,0.4559493376041639,0.010691180370035564,0.26887663343140317,0.010269885389177998,0.24989768481235777,0.010319529690411111,0.29992210616427567,0.012575333770821984,0.23493041186372315,0.0091503160456186672,0.28180868404021353,0.0046508526059168337,0.19178804029250476,0.010365012258960136,0.24171856321516616,0.010826477295484492,0.28414192371686425,0.0098304422913097489,0.27480779039315367,0.0093972626804246836,0.2501696491719469,0.0056764813444032296,0.28219745479963221,0.013030531303031119,0.21867565923435198,0.01109032394979005,0.18872180912362257,0.010198288396770455,0.25612019913675899,0.0087943611683837485,0.33250673368889427,0.010253071631178588,0.28166559057618828,0.0092987305691070374,0.2693480271599315,0.0052459120834838571,0.39193670984391421,0.011927829036646185,0.24180247124753024,0.0051303149413745325,0.24545129609169214,0.010135017525598844,0.24360425476372463,0.01208831890066786,0.22715643570479138,0.0087932971826025271,0.30274029974180322,0.011871863988841234,0.20393222675835859,0.01253205129390687,0.17476241154386221,0.010729163868473507,0.24877583267775896,0.0074589872626895015,0.2553784516342304,0.0068081736341089787,0.23094096887642726,0.0053507878876348589,0.26597072956820339,0.0069280577125534525,0.28038951389380018,0.006552307967351869,0.31201469591505904,0.0071970025424821296,0.19971343813182452,0.0074434531277692744,0.31314069075837869,0.0087066250467063254,0.25090405697783091,0.011417619694497713,0.24294198954915205
12.192,0.0092049345210082952,0.21476835182577081,0.015251064007525694,0.19688005154317859,0.013918466309042317,0.24080375708371982,0.013594247148581417,0.2200321203909783,0.011978792100197647,0.26468847896808817,0.013174990100972813,0.31079331375452235,0.010001547958220896,0.190857080252507,0.013255583568409474,0.2410752756480464,0.015418453432131905,0.22514256158787813,0.012846192769007966,0.18769182307567439,0.0081619313261501718,0.2160136736129443,0.014445812963501555,0.21615559645009932,0.012892604209489081,0.21958315531302147,0.014478320259985022,0.18722242616441953,0.0056669221973766762,0.2711857285503998,0.0059335509326939543,0.31625122211072038,0.013528978133655827,0.26249479821011457,0.012860151727771281,0.21477509783787377,0.013347382093125073,0.309107556084883,0.015210189564171925,0.18452422059397688,0.011645124295770141,0.27937535048309942,0.005288893803157925,0.20119694710852554,0.012771102407048214,0.20706178538167849,0.011993682119783832,0.22359400906230598,0.01253050947645906,0.2534807186482852,0.011651309602603343,0.20951403084358106,0.0068715119922371582,0.21328455060644588,0.015823488721874682,0.18561280933983568,0.012396585430739277,0.2992742253027707,0.012776398418625785,0.22346710013881377,0.011344697362303204,0.22726384142812325,0.013076617055983099,0.28781492390377927,0.011659191799470323,0.24285880844288757,0.0070280085308444826,0.27158661619066454,0.014806839437008374,0.2034489591138067,0.0062449033890592236,0.251246409985112,0.012469499840475249,0.22017834898561905,0.014875104543654061,0.19288206594049651,0.011367974071763914,0.31491610160935768,0.013673789044928712,0.20937779222586322,0.014362223163346696,0.14751358508458798,0.013425876109897152,0.21648587745385103,0.009334332729270936,0.25231616236581178,0.0081446128178246056,0.20110753429047126,0.0066537280091303773,0.23759805953651869,0.0079199577113623944,0.17849466132551842,0.0076591356299968837,0.24844839716061515,0.0084162901035462947,0.21834536215717487,0.0086247926522944642,0.19273654265268564,0.010828875971710327,0.23276399047102678,0.014188911752695835,0.21355688299755635
18.288,0.01027327081386115,0.13650951258104832,0.017434897519281314,0.13357506669397676,0.016589465089895783,0.16535717399581226,0.015278208903001345,0.13307425569976863,0.014394761722530718,0.17279645706621416,0.01651339616694859,0.21087586619390009,0.011515512850610437,0.25187811064216054,0.015822068377147277,0.16853728011369412,0.017905314970627639,0.14649316618297356,0.014858907618893399,0.14809222636995015,0.0092561112667490248,0.14773126080682417,0.016827491188470156,0.14886129465780862,0.014963955781508942,0.14961626335337086,0.016802095065299352,0.1481551995772987,0.0067206492225047503,0.19280845824434606,0.007356980159718818,0.2217554030169869,0.016150707619028103,0.16549894275193666,0.014408067606684101,0.13201445145617918,0.016445550239699038,0.18667463700498796,0.017464347393627608,0.13822339757931984,0.014094400268529709,0.17646223011216702,0.0060262848189686895,0.26301937518844104,0.014898464603699001,0.15699099558336377,0.013437306199239342,0.16029651128777817,0.014845319874834974,0.16586680492457379,0.013741358555637611,0.1647030591327871,0.0078135152606778786,0.15924265054002795,0.017966414746493985,0.12899270669854304,0.016088454815848922,0.30636143492269891,0.014768377088388967,0.14913764366531049,0.013656195393825787,0.18131732549788923,0.01592137815511081,0.18103749928864868,0.014221974375426388,0.18461385589285045,0.0088588584173656375,0.22578872171335734,0.017249673699040059,0.15056806738408954,0.0072625240131812966,0.18113210057913487,0.015032471587699969,0.1779906661298235,0.016889634086707819,0.13677217080703294,0.013694234966544492,0.18573031809239232,0.016314557268256171,0.2016021782247617,0.015840425317104168,0.18228031307950995,0.015121084012057553,0.13460938362896058,0.010610251480084095,0.14170457471757286,0.009577084684992342,0.17329159098232269,0.0077598918009373127,0.17611127773205706,0.0084520594436332652,0.17689715646522397,0.008758297629741436,0.1752204810505838,0.010155087894346946,0.20740259105725617,0.0098463522165283014,0.1407924715127723,0.012693440972569345,0.15706305608498208,0.016613050086643218,0.15496467920631163
24.384,0.010770568472874824,0.13597038212403262,0.018529976514713789,0.090802175368532481,0.018443034429734367,0.11182661460393425,0.016050470062441227,0.12947099781173763,0.016236630757547985,0.12601296416817603,0.018570071058784842,0.1209096913645583,0.014534421713985094,0.26835116735216197,0.017825145512431122,0.12107675737604166,0.019350852226627573,0.084695718635224709,0.015898352178814079,0.0953994677658343,0.010000028457302215,0.11656166385042234,0.018005767422865446,0.093750551677588126,0.016554632034726013,0.11002482822220402,0.018632963061146843,0.10953523128830797,0.0075607459071125394,0.15553203652411837,0.0082253016898761241,0.14424925923279977,0.017836934351861639,0.10657596687045784,0.015124544284668242,0.13077257869439196,0.01870834440713853,0.12898147425189702,0.01906659879118279,0.093518568097718677,0.015890425897377845,0.12791429511117031,0.0075176328280193265,0.27093861180643214,0.01667078155256593,0.11719942203559149,0.014774711981988818,0.1067060814347334,0.016213234755447087,0.10203345737216728,0.015638865615875169,0.13596457952428267,0.0085589649506382579,0.13279962485122609,0.019494164438129982,0.088117889591770915,0.01887701022793753,0.14422823292918199,0.016110676755937005,0.10158161625612508,0.014923559975817549,0.10970226205198977,0.017905633727008527,0.12225899451025653,0.015944760993658318,0.12469811357372279,0.010245780614997488,0.15616323564683096,0.018956208531365978,0.098804870346053841,0.0080515078062912381,0.14426364746124543,0.017033516524072374,0.12925296066645059,0.018622177484933347,0.10445375174253932,0.0154819121698369,0.13881592340306118,0.018494976324714304,0.12357691435305559,0.018698208755713753,0.19140534067606424,0.015979051811822072,0.13647235233894248,0.011085004125585737,0.16074124962611169,0.010707988661530143,0.13468114675674783,0.0084702510852918758,0.13093927845097347,0.0097680427997638916,0.18753123387364379,0.0099013600531262722,0.13485646193654496,0.011443425518470635,0.13900986992388492,0.010824250032959703,0.12108559866925216,0.0141078518016835,0.11539575263892685,0.018310864761356165,0.10431685347769439
30.48,0.01204501547438609,0.14633257689024071,0.01973911401365526,0.079752430446521111,0.019743487793127075,0.077654931024162197,0.018067812983752759,0.1484017069650512,0.017561075247071435,0.091146518939999463,0.019909417940064136,0.075995811375329778,0.01672127974767695,0.13481346664642105,0.018836542756259952,0.080967987124381038,0.02034563323660956,0.060665075587065992,0.01637188296361811,0.085987210750302176,0.010879450757873312,0.11707841907460567,0.019189957132294242,0.081265827414492925,0.017643580384685453,0.080434931883276592,0.019772431968646604,0.070764980602604041,0.0083096400434092207,0.13344471655078768,0.0087823450064642497,0.11909243989100661,0.019126558286200853,0.078178751722558393,0.017041681228905134,0.15092359302686742,0.020284804676053928,0.084012529988643406,0.020042861618731887,0.058283274804050114,0.017149779181163352,0.090932393396747566,0.0086097482366353957,0.15997130549388144,0.017618334956826479,0.082657608828014498,0.015664611189388087,0.080753895881961399,0.01713187046255581,0.080782643281578359,0.016876095502031684,0.090471782957209493,0.00909165758146099,0.10794445473694492,0.020484568767738853,0.057976451403294424,0.019931828047295892,0.062387837035195327,0.017161172793627739,0.080301106141590112,0.015576781475368484,0.11378476036875028,0.019355534684341886,0.085375014185212761,0.017190580995790128,0.088747523509326881,0.011066662439750945,0.10829796508923513,0.020190664086407534,0.068625150594455814,0.0087565994215040629,0.12868631981622439,0.018420400051613467,0.089303238204644864,0.020136773943182917,0.081166576521041658,0.016986851654170406,0.10238022999371386,0.019657493592697705,0.072121136366897098,0.020596627513971885,0.093246083406623284,0.018094412642827951,0.15513449885282762,0.012793611226543853,0.18972739072051259,0.011433895834634734,0.10267934351628857,0.0090142601885863961,0.10839444013118714,0.010645021953984377,0.11043839751320285,0.010772217640823457,0.11411306429653768,0.012094875588666777,0.082852544118966767,0.011620441757870437,0.10862325137011068,0.015225777772091335,0.097014518384828413,0.019528581673849209,0.074610623714653476
36.576000000000001,0.012892662703171335,0.083823484242770072,0.020788521563376437,0.056612234521458103,0.020652096869052814,0.053959413923469347,0.019381782618277544,0.076836825007501885,0.01830049486323965,0.06203705585497734,0.020807915943737893,0.051680018533725877,0.017535289315349051,0.067725221273365818,0.019271412144326341,0.066190451974206893,0.021352676781656359,0.059570470575095159,0.01748973377776766,0.093457158378679614,0.011488457513216166,0.098368775769959463,0.02023459050558327,0.059493540965451071,0.018328926041436829,0.060004470079622743,0.020548162611441642,0.049308724237857982,0.0088386697849361893,0.11700329100667389,0.0091756988065432102,0.10015341924420877,0.019920672374284083,0.055280265813264055,0.018339873107428527,0.083820068121194941,0.021238669285788159,0.055001720317022676,0.020633088667190332,0.041203429982644896,0.018017417144294383,0.066755197265170568,0.00901067997110961,0.099231689288354338,0.01807352767724419,0.072460815103634488,0.016160257696180996,0.069336312411985457,0.018155006076477111,0.076163601907454442,0.01755962626431494,0.063204966098099225,0.0094546474071704762,0.093083941984248186,0.021106489311831646,0.043973719709601448,0.020787686674350277,0.050353185423761951,0.017790562478688456,0.061847277049893554,0.017222607834714028,0.13073818299699841,0.020314593153547066,0.057008391321740702,0.018005786133007441,0.065970517639704462,0.011655324367950904,0.095583931614718037,0.021021398061987513,0.051744912513008577,0.0092398007663767774,0.10443891658230731,0.019485853534170629,0.067328244132826454,0.021070923957891813,0.055121567224000051,0.017956906701141466,0.07146720202137867,0.020545920604863852,0.053769120226562654,0.02121156420058878,0.043289591491529285,0.019661354639591996,0.086385383481605182,0.013974653497076099,0.10798542455517146,0.01195960259946754,0.095176139470787249,0.0093224662014595519,0.091903727822346001,0.011031455309905907,0.084738498632809064,0.011242727853802174,0.091805181506767503,0.012735299114844388,0.071580781774340477,0.012191816171333187,0.078612778376215317,0.015929441783309975,0.073199715999049494,0.020296174740790755,0.049701769767480267
42.671999999999997,0.013196926685615626,0.054347831599696993,0.02121967478502013,0.039185255819478487,0.021267632913798004,0.044087779926979209,0.01985046731888003,0.043826262842363496,0.018754063066409362,0.051528152072310041,0.021313741119798345,0.041332536403610384,0.018155691841036287,0.058961265387344849,0.020287513766780646,0.067371971961492153,0.022024424008723821,0.040300358566911235,0.018201993394564051,0.061723179051982345,0.011709292191928901,0.083033110651299105,0.020646190966366284,0.036330464204093034,0.018778912798874052,0.0511073142054633,0.02094890069897384,0.035483196693497004,0.0091618978141124689,0.098286491163067369,0.0094149197326911533,0.088624027933059776,0.020360812376243511,0.038967337400082444,0.018746024214929741,0.048883121688522733,0.021749396070409582,0.044610276618083367,0.020987734751111226,0.034182661916491719,0.018579604503615205,0.055607580762120752,0.0093318345888021674,0.091951259264223775,0.019080849917533858,0.07327528236817038,0.01642445854889386,0.060550794572545016,0.018798926963447014,0.058259856391190711,0.018162670165868307,0.057906037169841301,0.0096833612046106025,0.08892693890807668,0.021528185238365423,0.040265658693037935,0.021224209277515945,0.038883435688670032,0.018221997510135063,0.052534752190466487,0.018366605261325778,0.077164918455727996,0.020933896562376413,0.041582870942560211,0.018522071161680625,0.053351438802769477,0.012084996591729368,0.091835799365286727,0.021508438396705722,0.041635692881081994,0.0095217232538261538,0.090199033147657662,0.020057329842944237,0.048425525132427975,0.021569941370992482,0.043990776495454256,0.01869079785715776,0.060118085594101173,0.021052263807810244,0.038045254852919812,0.021740853424913043,0.04278940310489715,0.020140964850450891,0.03993309193799028,0.014293885137593646,0.070099345784201683,0.012223218431633542,0.067042593424711444,0.0095417121877918471,0.088347218642918141,0.011355253517862774,0.087424167232561176,0.011491617512065544,0.084221576525738667,0.013203445013882834,0.062472674422870918,0.01246725396365848,0.055764915347646403,0.016408096562665231,0.062960532631802055,0.020795931242186413,0.037861592924481297
48.768000000000001,0.013432065327746717,0.06739401500736035,0.021359498134978793,0.037269918120890609,0.021554722216219079,0.036945685946738478,0.020229363558322885,0.035889339264060363,0.018962609117332128,0.048442956220309599,0.021653947328402083,0.037395193849118546,0.018536580896069528,0.049148851890539455,0.020866851630382873,0.040747811733590107,0.022200885187198167,0.024718227968578921,0.018315069411504306,0.046592553429651809,0.01179441360057612,0.082250004539073371,0.020774303738091984,0.030205778683894909,0.018930074354413125,0.051107285505289451,0.021076309818252249,0.032214917631277887,0.0094549704652805797,0.090463317742042498,0.009521608669764519,0.086398176427158274,0.020593405353882606,0.031636210127151329,0.018954740422566452,0.048809827548663039,0.021985114319419938,0.027244962392276771,0.021307812868764448,0.035158677318385623,0.018873027801389084,0.047168400759882143,0.0094909476527283571,0.086842341033382536,0.019585411235686918,0.048054952352992029,0.016567887455432813,0.060487128655249994,0.01899619842545943,0.045786916114950567,0.018491274368528824,0.048448618399892347,0.0097821781268440135,0.086359244970080795,0.021706872047819854,0.037769864269275942,0.021386636767751144,0.038553423145304404,0.018427303129188527,0.048539047822972074,0.018659852872924838,0.046703107007494318,0.02126939444135616,0.036381886722833143,0.018911614273546602,0.049514430882174783,0.012401303450928342,0.067762736910279592,0.02164597658234349,0.036440532709378179,0.0097432445491048014,0.088110963625694691,0.020431760820537725,0.036081723076156348,0.021858119904946342,0.027467561177140838,0.018997009446933853,0.049333062067181702,0.02129454397527962,0.034018502539784647,0.021815794736539062,0.035076925421632925,0.020461195293126028,0.032048220433672676,0.01450132356668443,0.071588908085593789,0.012415738529378297,0.05292171654674236,0.0096680270342321527,0.087291828894193055,0.011500740316431205,0.082789803664465603,0.011604494904788239,0.082348049843099333,0.013453520516952875,0.066040567287759186,0.012540542180228268,0.052936913057236738,0.01662941942774307,0.058502795765722725,0.021012850154789663,0.031886292327358942
54.864000000000004,0.013368522407933269,0.065278094369620079,0.021209169767628634,0.041474393270959718,0.021630312068944949,0.041218852112398535,0.020236204250338081,0.04118148418229655,0.01880439002484843,0.054370521649525209,0.021699144594417345,0.040621438315455623,0.018686634468500427,0.050738170024159042,0.020806993501596399,0.035760535376785488,0.022005271457807708,0.038999786331436616,0.01812906721242773,0.054750630567305808,0.011724362445544347,0.086190021806277953,0.020698502259372042,0.041188911822463974,0.018577748009527325,0.05330859857861369,0.020893475617949155,0.040912655832663562,0.0096407314820631928,0.088355430361103854,0.009485903158099853,0.088663751078169553,0.020515616707739017,0.034345694965425638,0.018806137869059426,0.054973163749961106,0.021903736533645548,0.039225118191536956,0.021268402626924133,0.043394716807778365,0.018913453298550362,0.051544896897608397,0.0095451870170393093,0.089293952102492427,0.019450691991842402,0.044215062584291101,0.016242196010698838,0.062808921299570067,0.018974333712114509,0.051460617774105023,0.01848719678757416,0.051386660780047354,0.0097353538657193994,0.089232336003711235,0.021518877741080047,0.042585233042225376,0.021180958282512981,0.042128090437879295,0.018277025098788063,0.052620283960577295,0.018779716141766125,0.049046180241164555,0.021458817352829705,0.03930746993341281,0.018872217080979178,0.048739672859194297,0.012530997468394639,0.054036900421310104,0.021490704637820848,0.04665814297147796,0.0098622286943856052,0.089115099532979192,0.020548193369590399,0.035856727179207862,0.021822660961505022,0.03740697799865722,0.018875411601398311,0.053127714758571205,0.021311915415591447,0.041318723524827197,0.021772008122162189,0.043252671921595966,0.020561969790541309,0.038853842577678405,0.0143897877769556,0.07309771228014364,0.012414362566056355,0.052535457517174186,0.0096057689620673101,0.087790563888525699,0.01142876994968086,0.082085768027975514,0.011561562095926963,0.0831255830683824,0.013470035524358845,0.065780465671731694,0.012521893749465073,0.059191959469913777,0.016546285635384832,0.061488295284164267,0.020943099557824422,0.037440400430995786
